invoice_id,vendor_id,po_id,contract_id,project_id,invoice_type,invoice_status,invoice_date,due_date,gross_amount,tax_rate,tax_amount,retention_pct,retention_amount,net_amount,currency,payment_term,early_payment_discount,paid_date,paid_amount,approved_by,approval_date,invoice_ref,description,created_date
INV-2022-0000520,VND-000163,PO-2020-0000394,,PRJ-2020-00998,MATERIAL,APPROVED,2022-06-24,2022-07-24,304699.31,0.0,0.0,0.0,0.0,304699.31,USD,NET15,0.0,,,EMP-000804,2022-07-07,INV-REF-OE424XS,Chance expect what.,2022-06-24
INV-2022-0000521,VND-000711,,CTR-2023-000080,PRJ-2019-00242,SERVICE,APPROVED,2022-12-31,2023-03-31,8069.87,0.15,1210.48,0.0,0.0,9280.35,SAR,NET90,0.0,,,EMP-000306,2023-01-10,INV-REF-SL928LT,Claim bring year off.,2022-12-31
INV-2022-0000522,VND-000456,PO-2024-0000979,,PRJ-2024-00181,MATERIAL,SUBMITTED,2022-02-05,2022-05-06,223025.25,0.05,11151.26,0.0,0.0,234176.51,USD,NET30,0.0,,,,,INV-REF-LN745JT,Program within challenge.,2022-02-05
INV-2023-0000523,VND-000507,,CTR-2023-000093,PRJ-2022-00661,PROGRESS,APPROVED,2023-10-25,2023-11-09,36536.4,0.0,0.0,0.05,1826.82,34709.58,USD,NET45,0.0,,,EMP-000109,2023-11-02,INV-REF-IT782HB,Use shoulder way until choose wife.,2023-10-25
INV-2023-0000524,VND-000458,PO-2022-0000698,,PRJ-2024-00201,MATERIAL,PAID,2023-06-03,2023-09-01,232326.27,0.05,11616.31,0.0,0.0,243942.58,SAR,NET15,0.0,2023-07-29,243942.58,EMP-000357,2023-06-15,INV-REF-PT885SE,Wide senior yes project son.,2023-06-03
INV-2021-0000525,VND-000627,PO-2022-0000868,,PRJ-2019-00523,ADVANCE,PAID,2021-05-31,2021-06-15,31417.21,0.0,0.0,0.0,0.0,31417.21,AED,NET60,628.34,2021-06-01,30788.87,EMP-000687,2021-06-01,INV-REF-UE751CI,Bring agent pay detail group for part.,2021-05-31
INV-2024-0000526,VND-000113,,CTR-2023-000241,PRJ-2020-00882,SERVICE,ON_HOLD,2024-12-25,2025-03-25,6585.84,0.05,329.29,0.0,0.0,6915.13,USD,NET90,0.0,,,,,INV-REF-OY398XR,Against Mrs knowledge public beautiful.,2024-12-25
INV-2024-0000527,VND-000559,PO-2020-0000487,,PRJ-2022-00217,MATERIAL,APPROVED,2024-04-06,2024-07-05,8592.86,0.0,0.0,0.0,0.0,8592.86,EUR,NET90,0.0,,,EMP-000306,2024-04-12,INV-REF-FU863MM,Want training guess challenge take hard health.,2024-04-06
INV-2025-0000528,VND-000894,PO-2022-0000074,,PRJ-2022-00687,SERVICE,APPROVED,2025-01-09,2025-02-08,106098.95,0.15,15914.84,0.0,0.0,122013.79,GBP,NET15,0.0,,,EMP-000219,2025-01-20,INV-REF-TC455JF,Road know yeah sound eye.,2025-01-09
INV-2022-0000529,VND-000141,PO-2020-0000881,,PRJ-2020-00658,ADVANCE,UNDER_REVIEW,2022-12-23,2023-03-23,145740.62,0.05,7287.03,0.0,0.0,153027.65,USD,NET90,0.0,,,,,INV-REF-LM662FJ,Field write moment friend value.,2022-12-23
INV-2022-0000530,VND-000461,PO-2021-0000435,,PRJ-2021-00394,SERVICE,PAID,2022-01-04,2022-04-04,25425.94,0.15,3813.89,0.0,0.0,29239.83,EUR,NET90,0.0,2022-02-04,29239.83,EMP-000614,2022-01-16,INV-REF-AA961OR,Company left nothing trip current strategy.,2022-01-04
INV-2023-0000531,VND-000591,PO-2019-0000039,,PRJ-2021-00376,MATERIAL,ON_HOLD,2023-09-05,2023-10-20,257271.88,0.15,38590.78,0.0,0.0,295862.66,USD,NET30,0.0,,,,,INV-REF-CT487LT,Nice less agree able enjoy what strong.,2023-09-05
INV-2024-0000532,VND-000540,PO-2022-0000477,,PRJ-2021-00880,MATERIAL,PAID,2024-02-10,2024-05-10,8165.88,0.15,1224.88,0.0,0.0,9390.76,SAR,IMMEDIATE,0.0,2024-04-11,9390.76,EMP-000491,2024-02-21,INV-REF-AL714FS,Agreement share manage wife out.,2024-02-10
INV-2024-0000533,VND-000701,,CTR-2021-000818,PRJ-2020-00649,PROGRESS,PAID,2024-11-09,2024-11-24,89400.39,0.15,13410.06,0.1,8940.04,93870.41,USD,NET60,1788.01,2024-11-10,92082.4,EMP-000910,2024-11-17,INV-REF-KB597QO,Window stand health run adult employee ok.,2024-11-09
INV-2022-0000534,VND-000752,PO-2020-0000818,,PRJ-2023-00340,SERVICE,REJECTED,2022-05-29,2022-06-28,16050.19,0.05,802.51,0.0,0.0,16852.7,USD,NET30,0.0,,,,,INV-REF-SI257WK,Evening information treatment.,2022-05-29
INV-2023-0000535,VND-000578,,CTR-2019-000645,PRJ-2019-00267,PROGRESS,PAID,2023-10-21,2023-11-05,37132.42,0.05,1856.62,0.05,1856.62,37132.42,AED,NET15,0.0,2023-11-03,37132.42,EMP-000109,2023-11-02,INV-REF-SH504OE,Create physical share out cold follow first.,2023-10-21
INV-2023-0000536,VND-000130,PO-2024-0000872,,PRJ-2019-00518,MATERIAL,REJECTED,2023-05-10,2023-06-09,105989.79,0.05,5299.49,0.0,0.0,111289.28,SAR,IMMEDIATE,0.0,,,,,INV-REF-GI445LW,Actually million health machine.,2023-05-10
INV-2025-0000537,VND-000619,PO-2022-0000757,,PRJ-2021-00179,MATERIAL,PAID,2025-12-04,2026-02-02,27156.72,0.0,0.0,0.0,0.0,27156.72,EUR,NET60,0.0,2025-12-21,27156.72,EMP-000990,2025-12-17,INV-REF-NJ521GO,Somebody next ready weight suffer.,2025-12-04
INV-2024-0000538,VND-000541,PO-2024-0000352,,PRJ-2019-00883,MATERIAL,UNDER_REVIEW,2024-03-15,2024-06-13,55446.1,0.0,0.0,0.0,0.0,55446.1,EUR,NET45,0.0,,,,,INV-REF-DE816HI,Look find guy.,2024-03-15
INV-2025-0000539,VND-000244,PO-2019-0000744,,PRJ-2019-00677,ADVANCE,PAID,2025-03-27,2025-04-26,446609.2,0.15,66991.38,0.0,0.0,513600.58,USD,IMMEDIATE,0.0,2025-04-08,513600.58,EMP-000742,2025-03-28,INV-REF-WV798LT,Agreement sport develop task central.,2025-03-27
INV-2024-0000540,VND-000054,PO-2024-0000409,,PRJ-2020-00172,MATERIAL,PARTIALLY_PAID,2024-06-03,2024-08-02,41550.39,0.05,2077.52,0.0,0.0,43627.91,AED,NET15,0.0,2024-08-02,24704.76,EMP-000771,2024-06-10,INV-REF-NI342FB,Back simple serious amount.,2024-06-03
INV-2024-0000541,VND-000149,,CTR-2019-000013,PRJ-2022-00544,PROGRESS,REJECTED,2024-07-14,2024-08-28,345773.14,0.05,17288.66,0.1,34577.31,328484.49,USD,IMMEDIATE,0.0,,,,,INV-REF-LD108EH,Analysis feeling act benefit buy.,2024-07-14
INV-2019-0000542,VND-000363,PO-2021-0000626,,PRJ-2020-00980,MATERIAL,PAID,2019-05-20,2019-07-04,18132.11,0.15,2719.82,0.0,0.0,20851.93,SAR,NET60,362.64,2019-05-27,20489.29,EMP-000735,2019-05-25,INV-REF-ML939QW,Before suffer walk.,2019-05-20
INV-2024-0000543,VND-000692,,CTR-2023-000603,PRJ-2022-00768,SERVICE,REJECTED,2024-09-23,2024-11-07,218536.05,0.0,0.0,0.0,0.0,218536.05,USD,NET15,0.0,,,,,INV-REF-KG955XU,Drop now between official add describe course example.,2024-09-23
INV-2020-0000544,VND-000009,PO-2024-0000013,,PRJ-2020-00852,MATERIAL,SUBMITTED,2020-02-20,2020-05-20,857994.47,0.05,42899.72,0.0,0.0,900894.19,USD,NET30,0.0,,,,,INV-REF-NG801TE,Recently continue pull blue strong wonder.,2020-02-20
INV-2021-0000545,VND-000198,PO-2020-0000635,,PRJ-2019-00035,MATERIAL,APPROVED,2021-01-30,2021-04-30,2422.45,0.0,0.0,0.0,0.0,2422.45,GBP,NET15,0.0,,,EMP-000030,2021-02-03,INV-REF-OA638HW,Buy book career several relate news.,2021-01-30
INV-2023-0000546,VND-000123,,CTR-2024-000385,PRJ-2021-00089,PROGRESS,PAID,2023-02-26,2023-03-28,29871.41,0.15,4480.71,0.05,1493.57,32858.55,SAR,NET60,0.0,2023-03-20,32858.55,EMP-000225,2023-02-28,INV-REF-FH015YS,Outside find wish know network fact talk.,2023-02-26
INV-2024-0000547,VND-000788,PO-2022-0000800,,PRJ-2024-00438,SERVICE,ON_HOLD,2024-05-21,2024-06-05,234593.19,0.0,0.0,0.0,0.0,234593.19,SAR,NET90,0.0,,,,,INV-REF-RX317LA,Public how mission put budget house reason.,2024-05-21
INV-2019-0000548,VND-000183,PO-2023-0000504,,PRJ-2021-00452,MATERIAL,PARTIALLY_PAID,2019-11-09,2020-01-08,72797.14,0.0,0.0,0.0,0.0,72797.14,USD,NET45,1455.94,2019-11-16,27075.9,EMP-000120,2019-11-22,INV-REF-XM121VM,Such identify do interesting material share she order.,2019-11-09
INV-2022-0000549,VND-000935,PO-2020-0000106,,PRJ-2020-00453,MATERIAL,PAID,2022-02-07,2022-02-22,172252.86,0.0,0.0,0.0,0.0,172252.86,USD,IMMEDIATE,0.0,2022-02-20,172252.86,EMP-000471,2022-02-15,INV-REF-QM657ZF,Everything should blue economy market pick care.,2022-02-07
INV-2019-0000550,VND-000656,,CTR-2020-000681,PRJ-2020-00001,PROGRESS,UNDER_REVIEW,2019-03-19,2019-05-03,39895.64,0.05,1994.78,0.1,3989.56,37900.86,USD,NET90,0.0,,,,,INV-REF-FR101BL,Painting force few perhaps set produce.,2019-03-19
INV-2023-0000551,VND-000490,,CTR-2024-000865,PRJ-2024-00447,PROGRESS,PAID,2023-10-04,2023-11-03,112407.36,0.15,16861.1,0.05,5620.37,123648.09,SAR,NET30,0.0,2023-10-27,123648.09,EMP-000687,2023-10-18,INV-REF-MS877QF,Measure my special music adult shake wrong.,2023-10-04
INV-2025-0000552,VND-000958,,CTR-2021-000411,PRJ-2023-00368,SERVICE,PAID,2025-11-20,2025-12-05,78157.72,0.0,0.0,0.0,0.0,78157.72,USD,NET60,1563.15,2025-11-26,76594.57,EMP-000588,2025-11-22,INV-REF-UY167CD,Allow news team.,2025-11-20
INV-2025-0000553,VND-000664,,CTR-2019-000991,PRJ-2023-00208,SERVICE,PAID,2025-12-05,2026-01-04,569021.27,0.05,28451.06,0.0,0.0,597472.33,USD,NET60,0.0,2026-01-03,597472.33,EMP-000315,2025-12-07,INV-REF-BI427TT,Maintain body push process rate occur.,2025-12-05
INV-2024-0000554,VND-000907,,CTR-2020-000753,PRJ-2023-00648,PROGRESS,REJECTED,2024-01-19,2024-02-18,144586.22,0.0,0.0,0.05,7229.31,137356.91,USD,NET30,0.0,,,,,INV-REF-GD782ZQ,Opportunity help put short expect article opportunity.,2024-01-19
INV-2023-0000555,VND-000812,PO-2019-0000512,,PRJ-2023-00554,MATERIAL,APPROVED,2023-08-19,2023-09-03,163800.42,0.15,24570.06,0.0,0.0,188370.48,SAR,NET30,0.0,,,EMP-000548,2023-08-25,INV-REF-ZV255LB,Game best generation group goal product easy possible.,2023-08-19
INV-2025-0000556,VND-000217,,CTR-2024-000470,PRJ-2019-00827,PROGRESS,APPROVED,2025-10-24,2025-11-23,53219.73,0.15,7982.96,0.05,2660.99,58541.7,SAR,NET30,0.0,,,EMP-000877,2025-10-27,INV-REF-TH911VK,Mrs also price.,2025-10-24
INV-2022-0000557,VND-000941,,CTR-2020-000249,PRJ-2019-00634,PROGRESS,REJECTED,2022-01-08,2022-02-07,47505.02,0.15,7125.75,0.05,2375.25,52255.52,SAR,NET15,0.0,,,,,INV-REF-AR698BS,Onto worry help hope occur space beyond.,2022-01-08
INV-2021-0000558,VND-000626,,CTR-2019-000066,PRJ-2023-00175,PROGRESS,SUBMITTED,2021-09-12,2021-12-11,51594.11,0.0,0.0,0.05,2579.71,49014.4,SAR,IMMEDIATE,0.0,,,,,INV-REF-GZ357WQ,Coach federal wide cut player wind.,2021-09-12
INV-2025-0000559,VND-000856,PO-2024-0000333,,PRJ-2022-00756,MATERIAL,APPROVED,2025-12-17,2026-03-17,178381.22,0.0,0.0,0.0,0.0,178381.22,SAR,IMMEDIATE,0.0,,,EMP-000685,2025-12-31,INV-REF-SQ183DT,I difficult sea begin such behind front.,2025-12-17
INV-2025-0000560,VND-000178,PO-2021-0000124,,PRJ-2024-00344,MATERIAL,SUBMITTED,2025-03-14,2025-05-13,52497.63,0.05,2624.88,0.0,0.0,55122.51,USD,NET45,0.0,,,,,INV-REF-EB198NW,Prepare few sound item.,2025-03-14
INV-2023-0000561,VND-000596,PO-2024-0000103,,PRJ-2021-00042,MATERIAL,APPROVED,2023-11-10,2024-01-09,152460.72,0.15,22869.11,0.0,0.0,175329.83,SAR,NET45,0.0,,,EMP-000234,2023-11-18,INV-REF-AZ853QN,Law shake Congress affect reflect television officer.,2023-11-10
INV-2019-0000562,VND-000092,PO-2021-0000909,,PRJ-2019-00724,MATERIAL,UNDER_REVIEW,2019-08-02,2019-10-01,2220185.25,0.05,111009.26,0.0,0.0,2331194.51,SAR,NET15,0.0,,,,,INV-REF-OI374ZN,Various risk art customer leg drive.,2019-08-02
INV-2020-0000563,VND-000422,,CTR-2019-000626,PRJ-2021-00245,PROGRESS,PAID,2020-11-01,2020-12-01,364647.73,0.15,54697.16,0.05,18232.39,401112.5,SAR,NET15,7292.95,2020-11-04,393819.55,EMP-000309,2020-11-12,INV-REF-UE466ON,Environment expert civil rather door draw.,2020-11-01
INV-2025-0000564,VND-000005,,CTR-2023-000197,PRJ-2019-00572,PROGRESS,APPROVED,2025-11-13,2025-12-28,60534.26,0.0,0.0,0.05,3026.71,57507.55,USD,IMMEDIATE,0.0,,,EMP-000419,2025-11-21,INV-REF-PZ230TD,Nice job positive already city carry election.,2025-11-13
INV-2025-0000565,VND-000055,,CTR-2023-000816,PRJ-2024-00199,PROGRESS,APPROVED,2025-09-12,2025-10-12,598284.03,0.0,0.0,0.1,59828.4,538455.63,USD,NET45,0.0,,,EMP-000177,2025-09-13,INV-REF-PC482UF,Area to finish.,2025-09-12
INV-2019-0000566,VND-000446,,CTR-2024-000632,PRJ-2020-00258,PROGRESS,APPROVED,2019-02-23,2019-03-10,53524.08,0.05,2676.2,0.05,2676.2,53524.08,SAR,IMMEDIATE,0.0,,,EMP-000592,2019-03-08,INV-REF-XQ416QF,Wall right cell born same usually.,2019-02-23
INV-2019-0000567,VND-000917,,CTR-2021-000334,PRJ-2020-00241,SERVICE,UNDER_REVIEW,2019-04-12,2019-05-27,4641.59,0.05,232.08,0.0,0.0,4873.67,EUR,NET45,0.0,,,,,INV-REF-QF898FP,Business southern forget once hope security door institution.,2019-04-12
INV-2021-0000568,VND-000423,PO-2020-0000385,,PRJ-2019-00891,MATERIAL,APPROVED,2021-02-07,2021-04-08,21760.91,0.0,0.0,0.0,0.0,21760.91,SAR,IMMEDIATE,0.0,,,EMP-000344,2021-02-14,INV-REF-NR212CA,Television argue mouth record both.,2021-02-07
INV-2020-0000569,VND-000183,PO-2021-0000140,,PRJ-2022-00397,MATERIAL,PAID,2020-04-09,2020-05-24,5965.88,0.05,298.29,0.0,0.0,6264.17,SAR,NET60,119.32,2020-04-18,6144.85,EMP-000638,2020-04-10,INV-REF-RP867RY,Guy resource start again.,2020-04-09
INV-2024-0000570,VND-000114,PO-2021-0000176,,PRJ-2021-00873,SERVICE,APPROVED,2024-04-22,2024-06-06,58263.42,0.05,2913.17,0.0,0.0,61176.59,SAR,IMMEDIATE,0.0,,,EMP-000775,2024-05-05,INV-REF-SY900QP,Need finally when guy speech.,2024-04-22
INV-2024-0000571,VND-000592,PO-2019-0000876,,PRJ-2019-00994,ADVANCE,ON_HOLD,2024-02-14,2024-04-14,101481.07,0.0,0.0,0.0,0.0,101481.07,SAR,IMMEDIATE,0.0,,,,,INV-REF-CY183AZ,Feeling view series father teacher.,2024-02-14
INV-2020-0000572,VND-000286,,CTR-2020-000253,PRJ-2019-00015,SERVICE,PARTIALLY_PAID,2020-06-16,2020-08-15,1220359.41,0.0,0.0,0.0,0.0,1220359.41,SAR,IMMEDIATE,0.0,2020-08-15,727194.86,EMP-000718,2020-06-19,INV-REF-ZX275PA,Ever bag single.,2020-06-16
INV-2023-0000573,VND-000046,,CTR-2023-000752,PRJ-2021-00042,PROGRESS,APPROVED,2023-08-06,2023-11-04,161198.38,0.15,24179.76,0.05,8059.92,177318.22,SAR,NET90,0.0,,,EMP-000782,2023-08-19,INV-REF-VT776BG,Recognize media goal own.,2023-08-06
INV-2024-0000574,VND-000247,,CTR-2020-000772,PRJ-2021-00086,PROGRESS,REJECTED,2024-04-21,2024-05-21,71064.93,0.0,0.0,0.1,7106.49,63958.44,SAR,NET60,0.0,,,,,INV-REF-SB857WD,Picture social carry husband.,2024-04-21
INV-2024-0000575,VND-000686,PO-2020-0000721,,PRJ-2023-00313,ADVANCE,SUBMITTED,2024-10-19,2025-01-17,342527.89,0.05,17126.39,0.0,0.0,359654.28,AED,NET30,0.0,,,,,INV-REF-FH459KP,Require should power candidate order improve vote.,2024-10-19
INV-2022-0000576,VND-000416,,CTR-2024-000642,PRJ-2023-00190,PROGRESS,PARTIALLY_PAID,2022-11-18,2022-12-03,3580.64,0.05,179.03,0.05,179.03,3580.64,GBP,NET90,71.61,2022-11-24,2024.71,EMP-000635,2022-11-23,INV-REF-QL772RL,Son cup increase consider then war.,2022-11-18
INV-2022-0000577,VND-000628,,CTR-2021-000814,PRJ-2024-00556,PROGRESS,PAID,2022-11-14,2022-12-29,140564.51,0.0,0.0,0.05,7028.23,133536.28,AED,NET15,0.0,2022-12-17,133536.28,EMP-000958,2022-11-25,INV-REF-BJ930PN,Director become leg energy system anyone peace outside.,2022-11-14
INV-2021-0000578,VND-000375,,CTR-2022-000375,PRJ-2023-00477,PROGRESS,UNDER_REVIEW,2021-11-28,2022-02-26,313733.06,0.05,15686.65,0.05,15686.65,313733.06,SAR,NET15,0.0,,,,,INV-REF-KK215HA,Itself turn law purpose budget require course.,2021-11-28
INV-2024-0000579,VND-000343,,CTR-2020-000117,PRJ-2021-00245,PROGRESS,UNDER_REVIEW,2024-10-24,2024-11-23,10744.19,0.15,1611.63,0.1,1074.42,11281.4,EUR,NET15,0.0,,,,,INV-REF-YI447BN,Democratic station risk country Congress society agreement wish.,2024-10-24
INV-2021-0000580,VND-000697,PO-2020-0000056,,PRJ-2020-00434,MATERIAL,APPROVED,2021-07-10,2021-08-24,548877.78,0.0,0.0,0.0,0.0,548877.78,SAR,NET90,0.0,,,EMP-000486,2021-07-19,INV-REF-PX397LR,Beat light the window huge defense himself.,2021-07-10
INV-2025-0000581,VND-000695,PO-2024-0000922,,PRJ-2019-00846,MATERIAL,PAID,2025-08-20,2025-11-18,164020.16,0.05,8201.01,0.0,0.0,172221.17,EUR,NET60,0.0,2025-11-17,172221.17,EMP-000903,2025-09-02,INV-REF-EG694JD,Four dog traditional.,2025-08-20
INV-2019-0000582,VND-000090,PO-2020-0000920,,PRJ-2021-00083,MATERIAL,PARTIALLY_PAID,2019-05-28,2019-06-12,52948.14,0.0,0.0,0.0,0.0,52948.14,SAR,NET30,1058.96,2019-05-30,34339.04,EMP-000665,2019-06-05,INV-REF-AQ990GN,Few house he whose nice oil.,2019-05-28
INV-2020-0000583,VND-000643,,CTR-2019-000427,PRJ-2024-00024,PROGRESS,PAID,2020-08-30,2020-10-14,255039.27,0.15,38255.89,0.05,12751.96,280543.2,SAR,NET90,0.0,2020-10-11,280543.2,EMP-000514,2020-08-31,INV-REF-FV428DI,Fish most center bring.,2020-08-30
INV-2021-0000584,VND-000822,PO-2023-0000661,,PRJ-2021-00238,MATERIAL,SUBMITTED,2021-07-30,2021-10-28,2975847.07,0.05,148792.35,0.0,0.0,3124639.42,USD,NET60,0.0,,,,,INV-REF-RV027XB,Total enjoy stop unit might.,2021-07-30
INV-2025-0000585,VND-000714,PO-2024-0000456,,PRJ-2024-00543,MATERIAL,PAID,2025-06-05,2025-09-03,129676.66,0.05,6483.83,0.0,0.0,136160.49,GBP,NET45,0.0,2025-07-15,136160.49,EMP-000923,2025-06-08,INV-REF-VF625WJ,Table price sometimes apply chance discover along.,2025-06-05
INV-2025-0000586,VND-000995,PO-2022-0000152,,PRJ-2020-00296,MATERIAL,REJECTED,2025-05-26,2025-07-25,143247.74,0.05,7162.39,0.0,0.0,150410.13,USD,NET45,0.0,,,,,INV-REF-BH427FC,Ground remember magazine manage suffer term.,2025-05-26
INV-2020-0000587,VND-000997,,CTR-2020-000166,PRJ-2024-00180,PROGRESS,APPROVED,2020-01-22,2020-03-07,49560.96,0.0,0.0,0.05,2478.05,47082.91,SAR,IMMEDIATE,0.0,,,EMP-000263,2020-01-27,INV-REF-NS151LK,State none production defense your above short.,2020-01-22
INV-2021-0000588,VND-000036,PO-2024-0000353,,PRJ-2023-00682,MATERIAL,PAID,2021-07-10,2021-09-08,27590.68,0.0,0.0,0.0,0.0,27590.68,AED,IMMEDIATE,0.0,2021-08-14,27590.68,EMP-000570,2021-07-15,INV-REF-PX261FR,Thought ago race quite.,2021-07-10
INV-2019-0000589,VND-000512,PO-2023-0000971,,PRJ-2020-00787,ADVANCE,APPROVED,2019-06-13,2019-07-13,343006.17,0.05,17150.31,0.0,0.0,360156.48,AED,NET30,0.0,,,EMP-000256,2019-06-22,INV-REF-GU659JB,Least remain look pick.,2019-06-13
INV-2023-0000590,VND-000486,PO-2020-0000993,,PRJ-2022-00918,MATERIAL,PAID,2023-12-08,2024-01-07,27333.66,0.15,4100.05,0.0,0.0,31433.71,USD,IMMEDIATE,0.0,2024-01-07,31433.71,EMP-000504,2023-12-16,INV-REF-VC490PN,Foot rule same whatever notice deep any.,2023-12-08
INV-2021-0000591,VND-000922,,CTR-2022-000695,PRJ-2021-00042,PROGRESS,PAID,2021-06-07,2021-06-22,109902.55,0.15,16485.38,0.05,5495.13,120892.8,USD,NET90,2198.05,2021-06-11,118694.75,EMP-000243,2021-06-15,INV-REF-VE450JM,Begin effort drive side human after.,2021-06-07
INV-2021-0000592,VND-000657,PO-2020-0000540,,PRJ-2023-00200,MATERIAL,SUBMITTED,2021-05-23,2021-06-22,48219.26,0.0,0.0,0.0,0.0,48219.26,SAR,NET30,0.0,,,,,INV-REF-XZ326SP,Building make it south.,2021-05-23
INV-2025-0000593,VND-000090,PO-2024-0000503,,PRJ-2024-01000,SERVICE,PAID,2025-11-05,2026-02-03,202494.85,0.05,10124.74,0.0,0.0,212619.59,AED,IMMEDIATE,0.0,2026-01-30,212619.59,EMP-000854,2025-11-11,INV-REF-WQ492GX,Customer knowledge hold environmental outside bed institution.,2025-11-05
INV-2022-0000594,VND-000379,PO-2024-0000013,,PRJ-2021-00396,MATERIAL,PARTIALLY_PAID,2022-06-26,2022-08-10,162835.08,0.05,8141.75,0.0,0.0,170976.83,AED,NET60,0.0,2022-08-01,58781.72,EMP-000637,2022-07-08,INV-REF-BO592BF,Message wind put.,2022-06-26
INV-2022-0000595,VND-000454,,CTR-2024-000826,PRJ-2020-00296,PROGRESS,APPROVED,2022-08-01,2022-08-31,468040.41,0.15,70206.06,0.1,46804.04,491442.43,USD,IMMEDIATE,0.0,,,EMP-000290,2022-08-04,INV-REF-OP278HF,Life bad soon feel worker.,2022-08-01
INV-2020-0000596,VND-000538,PO-2019-0000956,,PRJ-2024-00344,MATERIAL,ON_HOLD,2020-07-11,2020-07-26,45934.67,0.15,6890.2,0.0,0.0,52824.87,SAR,NET30,0.0,,,,,INV-REF-BS438KD,Baby and blue interesting behind produce nothing.,2020-07-11
INV-2021-0000597,VND-000728,PO-2023-0000853,,PRJ-2023-00582,SERVICE,PAID,2021-05-29,2021-08-27,65853.48,0.05,3292.67,0.0,0.0,69146.15,SAR,NET90,0.0,2021-07-07,69146.15,EMP-000242,2021-06-12,INV-REF-LF454XG,Box product conference.,2021-05-29
INV-2023-0000598,VND-000475,PO-2021-0000811,,PRJ-2019-00230,MATERIAL,PAID,2023-03-20,2023-05-04,22739.4,0.0,0.0,0.0,0.0,22739.4,AED,NET60,0.0,2023-04-30,22739.4,EMP-000039,2023-03-28,INV-REF-FA260TT,Onto lawyer prove perhaps enter whom.,2023-03-20
INV-2019-0000599,VND-000428,,CTR-2019-000929,PRJ-2021-00184,PROGRESS,PARTIALLY_PAID,2019-01-15,2019-01-30,50693.86,0.15,7604.08,0.05,2534.69,55763.25,SAR,NET60,1013.88,2019-01-17,33427.04,EMP-000814,2019-01-21,INV-REF-FV232MQ,Its adult house actually.,2019-01-15
INV-2023-0000600,VND-000265,,CTR-2024-000838,PRJ-2023-00644,SERVICE,APPROVED,2023-07-11,2023-10-09,173850.45,0.0,0.0,0.0,0.0,173850.45,USD,NET15,0.0,,,EMP-000799,2023-07-25,INV-REF-QV776MU,Field spend pattern real white push source.,2023-07-11
INV-2021-0000601,VND-000328,PO-2020-0000366,,PRJ-2019-00473,MATERIAL,SUBMITTED,2021-01-28,2021-03-14,307270.25,0.0,0.0,0.0,0.0,307270.25,SAR,NET60,0.0,,,,,INV-REF-AM122HB,Teacher decide possible power job.,2021-01-28
INV-2021-0000602,VND-000655,PO-2022-0000527,,PRJ-2021-00959,MATERIAL,APPROVED,2021-11-18,2021-12-18,24754.24,0.0,0.0,0.0,0.0,24754.24,USD,NET30,0.0,,,EMP-000128,2021-11-21,INV-REF-TX831DJ,Instead bring total school knowledge machine after.,2021-11-18
INV-2023-0000603,VND-000866,PO-2022-0000278,,PRJ-2023-00702,MATERIAL,APPROVED,2023-12-24,2024-02-07,363817.95,0.15,54572.69,0.0,0.0,418390.64,USD,NET30,0.0,,,EMP-000529,2023-12-30,INV-REF-MS793KZ,Free bill summer.,2023-12-24
INV-2025-0000604,VND-000289,PO-2023-0000422,,PRJ-2024-00382,MATERIAL,UNDER_REVIEW,2025-03-25,2025-04-09,754233.13,0.05,37711.66,0.0,0.0,791944.79,SAR,NET45,0.0,,,,,INV-REF-VL667MU,Yourself already hundred message right very toward.,2025-03-25
INV-2020-0000605,VND-000573,,CTR-2020-000867,PRJ-2023-00629,PROGRESS,PAID,2020-08-01,2020-09-30,183533.47,0.15,27530.02,0.05,9176.67,201886.82,SAR,NET30,3670.67,2020-08-10,198216.15,EMP-000886,2020-08-02,INV-REF-HB730BK,Network environmental possible threat bring performance.,2020-08-01
INV-2022-0000606,VND-000143,PO-2023-0000912,,PRJ-2021-00837,MATERIAL,PAID,2022-09-25,2022-11-09,1648198.97,0.15,247229.85,0.0,0.0,1895428.82,USD,NET45,32963.98,2022-09-27,1862464.84,EMP-000745,2022-10-07,INV-REF-BK576SU,Light just medical onto rate.,2022-09-25
INV-2025-0000607,VND-000711,PO-2023-0000315,,PRJ-2019-00146,MATERIAL,UNDER_REVIEW,2025-04-18,2025-05-18,30924.88,0.0,0.0,0.0,0.0,30924.88,SAR,NET30,0.0,,,,,INV-REF-SU972TY,Strategy pull same somebody son suddenly.,2025-04-18
INV-2025-0000608,VND-000794,,CTR-2020-000044,PRJ-2021-00496,PROGRESS,SUBMITTED,2025-01-17,2025-04-17,15260.42,0.0,0.0,0.05,763.02,14497.4,SAR,IMMEDIATE,0.0,,,,,INV-REF-SV934FQ,Can current paper beyond indeed year field.,2025-01-17
INV-2019-0000609,VND-000309,PO-2024-0000773,,PRJ-2022-00684,ADVANCE,SUBMITTED,2019-03-05,2019-06-03,6849.42,0.0,0.0,0.0,0.0,6849.42,USD,NET45,0.0,,,,,INV-REF-BW380QW,Company teacher me southern.,2019-03-05
