contract_id,contract_type,contract_status,vendor_id,project_id,contract_manager_id,scope_of_work,original_value,revised_value,revision_factor,variation_orders,currency,start_date,end_date,duration_months,retention_pct,performance_bond_pct,advance_payment_pct,liquidated_damages_pct,payment_terms,insurance_required,description,created_date
CTR-2023-000457,REMEASURE,ACTIVE,VND-000373,PRJ-2020-00922,EMP-000687,Insulation Works,855511.2,829418.11,0.9695,0,SAR,2023-08-24,2025-04-15,20,10,0,10,0.5,PROGRESS,True,Risk she they increase in kitchen value.,2023-08-24
CTR-2019-000458,REMEASURE,UNDER_NEGOTIATION,VND-000914,PRJ-2022-00591,EMP-000071,Civil Works,212593.36,271821.87,1.2786,3,USD,2019-08-17,2024-07-21,60,0,0,30,1.0,PROGRESS,False,Charge could capital ago worry pay paper partner others.,2019-08-17
CTR-2020-000459,COST_PLUS,COMPLETED,VND-000972,PRJ-2023-00455,EMP-000127,Structural Steel Erection,437803.76,526896.83,1.2035,2,USD,2020-10-02,2023-07-19,34,0,10,20,1.0,MONTHLY,False,Reach grow read live maybe painting Republican hear.,2020-10-02
CTR-2021-000460,LUMP_SUM,UNDER_NEGOTIATION,VND-000154,PRJ-2024-00555,EMP-000256,Electrical & Instrumentation,166572.04,157027.46,0.9427,0,USD,2021-02-05,2022-11-27,22,5,5,0,2.0,MONTHLY,False,Man case cover allow share address establish including score write.,2021-02-05
CTR-2021-000461,LUMP_SUM,ACTIVE,VND-000685,PRJ-2019-00915,EMP-000567,Mechanical Installation,19136110.29,17777446.46,0.929,0,USD,2021-04-25,2024-09-06,41,10,5,20,5.0,PROGRESS,True,At until worry term majority foot leader east.,2021-04-25
CTR-2022-000462,REMEASURE,UNDER_NEGOTIATION,VND-000046,PRJ-2023-00418,EMP-000377,Road & Infrastructure,1059063.23,1331136.57,1.2569,0,USD,2022-10-22,2023-07-19,9,0,5,15,5.0,MONTHLY,False,Simply part station result hour voice occur movie political region although.,2022-10-22
CTR-2023-000463,LUMP_SUM,TERMINATED,VND-000609,PRJ-2023-00554,EMP-000256,Commissioning Support,351657.07,418823.57,1.191,2,SAR,2023-09-15,2024-02-12,5,0,15,30,2.0,MILESTONE,True,Later still amount yet million how same.,2023-09-15
CTR-2022-000464,LUMP_SUM,ACTIVE,VND-000618,PRJ-2024-00360,EMP-000343,Structural Steel Erection,1384666.49,1512886.61,1.0926,1,USD,2022-03-24,2025-04-07,37,10,0,15,0.5,MONTHLY,False,Hold share while couple keep this similar experience coach family try ready tough.,2022-03-24
CTR-2024-000465,REMEASURE,ACTIVE,VND-000718,PRJ-2022-00216,EMP-000839,Commissioning Support,848739.79,1085283.57,1.2787,2,SAR,2024-06-21,2026-01-12,19,10,15,15,1.0,PROGRESS,True,Stop later reveal both single visit receive career including late condition.,2024-06-21
CTR-2022-000466,EPC,ACTIVE,VND-000209,PRJ-2020-00662,EMP-000004,Scaffolding Services,721109.01,796392.79,1.1044,0,SAR,2022-11-06,2025-03-25,29,10,15,20,0.5,MONTHLY,True,To time think bed food possible represent clearly run before relationship plant be.,2022-11-06
CTR-2024-000467,REMEASURE,UNDER_NEGOTIATION,VND-000612,PRJ-2020-00848,EMP-000621,Commissioning Support,2523733.85,2507077.21,0.9934,0,USD,2024-06-07,2026-12-24,31,0,5,0,2.0,PROGRESS,True,Risk window partner civil nearly analysis color friend the television.,2024-06-07
CTR-2023-000468,REMEASURE,COMPLETED,VND-000356,PRJ-2023-00240,EMP-000819,Mechanical Installation,3129117.47,4016535.18,1.2836,0,USD,2023-12-23,2027-05-06,41,0,0,10,5.0,PROGRESS,True,Than condition Republican information finally shoulder land phone.,2023-12-23
CTR-2022-000469,LUMP_SUM,APPROVED,VND-000947,PRJ-2022-00689,EMP-000935,Piping & Fabrication,453272.28,402415.13,0.8878,0,USD,2022-02-05,2023-08-29,19,10,5,30,2.0,MONTHLY,False,Together whether about she activity marriage material.,2022-02-05
CTR-2024-000470,REMEASURE,SUSPENDED,VND-000938,PRJ-2022-00905,EMP-000775,Mechanical Installation,423484.69,339211.24,0.801,0,EUR,2024-11-02,2029-07-09,57,5,15,20,2.0,COMPLETION,True,Part management describe process law kind.,2024-11-02
CTR-2023-000471,COST_PLUS,COMPLETED,VND-000359,PRJ-2023-00049,EMP-000464,Engineering Design,664920.29,837267.63,1.2592,2,USD,2023-01-13,2024-04-07,15,5,0,30,0.5,MILESTONE,False,Outside each natural people newspaper stay any challenge president already take project study.,2023-01-13
CTR-2022-000472,EPC,COMPLETED,VND-000312,PRJ-2021-00169,EMP-000572,Mechanical Installation,50000.0,47770.0,0.9554,0,USD,2022-07-26,2022-11-23,4,10,10,15,1.0,COMPLETION,True,Former because board year claim expect produce record occur.,2022-07-26
CTR-2021-000473,COST_PLUS,COMPLETED,VND-000870,PRJ-2019-00814,EMP-000381,Catering & Camp Services,103488.25,131616.36,1.2718,3,EUR,2021-02-21,2023-09-09,31,10,0,0,0.5,MONTHLY,True,Concern lay often use behavior federal happy her attack interview nearly fall care.,2021-02-21
CTR-2024-000474,LUMP_SUM,UNDER_NEGOTIATION,VND-000732,PRJ-2024-00057,EMP-000510,Mechanical Installation,7805283.24,8627960.09,1.1054,1,USD,2024-11-02,2027-12-17,38,0,10,20,5.0,COMPLETION,True,Forget including decide decade around number without more because.,2024-11-02
CTR-2023-000475,COST_PLUS,SUSPENDED,VND-000753,PRJ-2021-00394,EMP-000792,Insulation Works,11845416.65,14186070.98,1.1976,2,EUR,2023-06-21,2027-04-01,46,0,15,30,2.0,MILESTONE,True,Value worry expert participant first moment yet government can none mind place manage.,2023-06-21
CTR-2019-000476,REMEASURE,UNDER_NEGOTIATION,VND-000307,PRJ-2021-00927,EMP-000947,Electrical & Instrumentation,691380.73,596661.57,0.863,0,USD,2019-07-16,2023-07-25,49,10,15,10,1.0,MONTHLY,True,This discussion fact cover brother let someone scene.,2019-07-16
CTR-2021-000477,REMEASURE,ACTIVE,VND-000582,PRJ-2022-00319,EMP-000974,Civil Works,2385299.96,2963973.73,1.2426,1,USD,2021-05-20,2023-05-10,24,5,10,0,1.0,MILESTONE,True,Son yourself increase free night point action cut.,2021-05-20
CTR-2023-000478,TURNKEY,ACTIVE,VND-000310,PRJ-2024-01000,EMP-000323,Transportation & Logistics,1602179.15,1794921.3,1.1203,0,GBP,2023-06-07,2027-02-16,45,5,15,30,2.0,PROGRESS,True,Effort attack feel nearly short box four how notice.,2023-06-07
CTR-2022-000479,LUMP_SUM,UNDER_NEGOTIATION,VND-000066,PRJ-2024-00508,EMP-000355,Piping & Fabrication,101779698.08,128242419.58,1.26,1,EUR,2022-08-20,2023-12-13,16,0,15,15,5.0,COMPLETION,True,Story create street two look listen.,2022-08-20
CTR-2019-000480,LUMP_SUM,UNDER_NEGOTIATION,VND-000047,PRJ-2023-00569,EMP-000172,HVAC Installation,5386262.92,4692512.26,0.8712,0,USD,2019-10-25,2021-12-13,26,0,0,10,1.0,MILESTONE,True,Population loss physical throughout Mr friend.,2019-10-25
CTR-2021-000481,COST_PLUS,ACTIVE,VND-000930,PRJ-2022-00252,EMP-000274,Fire Fighting Systems,829122.85,744552.32,0.898,0,GBP,2021-02-01,2025-09-08,56,10,5,20,0.5,MILESTONE,True,Until argue minute north question new affect officer forward trouble somebody.,2021-02-01
CTR-2020-000482,LUMP_SUM,ACTIVE,VND-000273,PRJ-2021-00964,EMP-000887,Painting & Coatings,239591.18,308737.19,1.2886,3,SAR,2020-12-03,2021-09-29,10,0,5,10,1.0,COMPLETION,True,Wide exactly all worker phone success.,2020-12-03
CTR-2021-000483,REMEASURE,TERMINATED,VND-000396,PRJ-2022-00944,EMP-000060,Commissioning Support,90249.25,106629.49,1.1815,2,USD,2021-09-10,2026-01-17,53,0,10,10,0.5,PROGRESS,False,Paper cost bring site final tax report even beautiful theory he stop few.,2021-09-10
CTR-2023-000484,EPC,COMPLETED,VND-000334,PRJ-2020-00745,EMP-000120,Electrical & Instrumentation,1362995.56,1625099.61,1.1923,2,USD,2023-09-13,2027-11-21,51,10,10,20,5.0,PROGRESS,False,Few born size sing tree kitchen agent lot matter couple type run.,2023-09-13
CTR-2023-000485,REMEASURE,COMPLETED,VND-000826,PRJ-2020-00486,EMP-000441,Piping & Fabrication,323021.41,352287.15,1.0906,1,EUR,2023-04-08,2028-03-12,60,0,15,10,5.0,PROGRESS,True,Financial force show better word might yeah day already hold ten break.,2023-04-08
CTR-2022-000486,REMEASURE,TERMINATED,VND-000610,PRJ-2022-00261,EMP-000923,Structural Steel Erection,118969.14,100219.6,0.8424,0,USD,2022-09-12,2024-02-04,17,10,0,20,2.0,COMPLETION,True,Usually reach organization beautiful level animal minute probably fine.,2022-09-12
CTR-2022-000487,LUMP_SUM,ACTIVE,VND-000442,PRJ-2021-00392,EMP-000023,Scaffolding Services,380842.31,338873.49,0.8898,0,USD,2022-02-12,2027-01-17,60,0,10,30,0.5,PROGRESS,False,Serve police decide customer expert mother significant provide evening church boy when nice.,2022-02-12
CTR-2019-000488,LUMP_SUM,ACTIVE,VND-000920,PRJ-2023-00206,EMP-000579,Transportation & Logistics,198328.1,178158.13,0.8983,0,USD,2019-12-27,2024-04-04,52,10,10,10,1.0,PROGRESS,True,Deal go five center region exist each.,2019-12-27
CTR-2021-000489,LUMP_SUM,ACTIVE,VND-000668,PRJ-2020-00969,EMP-000697,Road & Infrastructure,12618978.3,15280320.82,1.2109,0,USD,2021-09-25,2022-09-20,12,5,5,10,1.0,MILESTONE,True,Find throughout music anything ahead tough.,2021-09-25
CTR-2023-000490,COST_PLUS,COMPLETED,VND-000767,PRJ-2023-00349,EMP-000127,Fire Fighting Systems,3769525.3,3605550.95,0.9565,0,USD,2023-12-14,2025-04-07,16,5,15,30,0.5,MILESTONE,True,Black approach interview condition other or.,2023-12-14
CTR-2020-000491,LUMP_SUM,COMPLETED,VND-000833,PRJ-2023-00830,EMP-000617,Insulation Works,992558.31,962682.3,0.9699,0,USD,2020-07-25,2024-11-01,52,10,10,15,0.5,MONTHLY,False,Pattern fine stage require provide move wind sense letter capital spend.,2020-07-25
CTR-2020-000492,EPC,TERMINATED,VND-000950,PRJ-2023-00645,EMP-000947,Fire Fighting Systems,9247984.63,11407389.04,1.2335,2,USD,2020-07-03,2023-07-18,37,5,5,20,0.5,COMPLETION,True,Best financial popular short like water century time election guy contain.,2020-07-03
CTR-2021-000493,LUMP_SUM,UNDER_NEGOTIATION,VND-000929,PRJ-2022-00182,EMP-000030,HVAC Installation,1128108.01,1368620.64,1.2132,2,USD,2021-03-07,2021-10-03,7,5,10,10,1.0,MONTHLY,True,Small think law air little goal leave color should page.,2021-03-07
CTR-2021-000494,REMEASURE,APPROVED,VND-000682,PRJ-2019-00401,EMP-000242,HVAC Installation,275977.25,357335.34,1.2948,1,USD,2021-08-24,2022-03-22,7,5,5,10,1.0,COMPLETION,False,Meet if research blood news audience few.,2021-08-24
CTR-2024-000495,REMEASURE,SUSPENDED,VND-000504,PRJ-2022-00602,EMP-000325,Painting & Coatings,9866799.72,10371979.87,1.0512,0,USD,2024-01-05,2026-07-23,31,0,15,30,1.0,PROGRESS,False,Husband including per nature wind himself future sport opportunity six itself.,2024-01-05
CTR-2022-000496,REMEASURE,ACTIVE,VND-000144,PRJ-2021-00295,EMP-000782,Catering & Camp Services,2254333.82,2194368.54,0.9734,0,USD,2022-03-14,2023-09-05,18,0,15,20,5.0,MILESTONE,True,Name door production back us off main option leg never.,2022-03-14
CTR-2019-000497,LUMP_SUM,TERMINATED,VND-000386,PRJ-2023-00907,EMP-000242,Scaffolding Services,211955.32,198580.94,0.9369,0,USD,2019-02-23,2023-03-04,49,10,5,20,5.0,MONTHLY,False,Computer what attorney board sport side her management produce bed stage.,2019-02-23
CTR-2019-000498,COST_PLUS,ACTIVE,VND-000532,PRJ-2020-00420,EMP-000769,Engineering Design,755014.31,666224.63,0.8824,0,USD,2019-08-01,2020-02-27,7,10,15,20,2.0,COMPLETION,False,Tough player a chair chance most hope official crime race first now tree.,2019-08-01
CTR-2022-000499,LUMP_SUM,ACTIVE,VND-000215,PRJ-2024-00335,EMP-000792,Transportation & Logistics,270106.77,281559.3,1.0424,0,USD,2022-11-08,2026-10-18,48,5,5,20,2.0,MILESTONE,True,Truth view response trip wrong old particularly member summer.,2022-11-08
CTR-2019-000500,REMEASURE,APPROVED,VND-000192,PRJ-2020-00548,EMP-000678,Road & Infrastructure,126222.36,111605.81,0.8842,0,EUR,2019-03-15,2021-04-03,25,0,5,0,1.0,MONTHLY,False,Artist too whose a nice without body executive all.,2019-03-15
CTR-2023-000501,REMEASURE,COMPLETED,VND-000160,PRJ-2022-00400,EMP-000523,Mechanical Installation,4029957.23,4118616.29,1.022,0,USD,2023-07-25,2024-10-17,15,0,10,10,1.0,MONTHLY,True,Reduce hour fish him high nation production little could his under.,2023-07-25
CTR-2019-000502,LUMP_SUM,APPROVED,VND-000094,PRJ-2023-00226,EMP-000150,Insulation Works,17612597.32,21108697.89,1.1985,1,EUR,2019-01-14,2021-11-29,35,0,10,15,1.0,MILESTONE,False,Child young prove care author administration return main join wrong be.,2019-01-14
CTR-2022-000503,TURNKEY,UNDER_NEGOTIATION,VND-000340,PRJ-2024-00109,EMP-000618,Commissioning Support,123272.01,118550.69,0.9617,0,USD,2022-06-01,2024-08-19,27,0,15,10,0.5,PROGRESS,True,Team throw receive us perhaps lawyer interest star his difficult interesting.,2022-06-01
CTR-2021-000504,LUMP_SUM,COMPLETED,VND-000682,PRJ-2020-00309,EMP-000831,Fire Fighting Systems,2337175.85,3018696.33,1.2916,1,EUR,2021-10-06,2023-04-29,19,0,10,20,1.0,MILESTONE,True,Official suggest door maybe improve national.,2021-10-06
CTR-2024-000505,LUMP_SUM,COMPLETED,VND-000805,PRJ-2022-00070,EMP-000583,Insulation Works,378524.53,306150.64,0.8088,0,USD,2024-09-21,2028-10-30,50,0,0,10,0.5,MONTHLY,True,Almost also low happy oil which bag room money teacher.,2024-09-21
CTR-2024-000506,REMEASURE,ACTIVE,VND-000122,PRJ-2019-00062,EMP-000209,Engineering Design,483744.39,477600.84,0.9873,0,USD,2024-07-07,2028-02-17,44,0,5,30,5.0,PROGRESS,True,Let back three because line score whether back plant.,2024-07-07
CTR-2021-000507,REMEASURE,COMPLETED,VND-000871,PRJ-2022-00811,EMP-000709,Painting & Coatings,413085.19,464307.75,1.124,1,GBP,2021-04-28,2025-05-07,49,5,10,10,1.0,MONTHLY,False,Fine apply gas sing light mention light safe inside whether sometimes eye along.,2021-04-28
CTR-2024-000508,EPC,COMPLETED,VND-000357,PRJ-2024-00623,EMP-000654,Commissioning Support,274859.09,291543.04,1.0607,0,USD,2024-01-03,2028-10-08,58,5,0,10,0.5,MILESTONE,False,See risk nor article list college appear wrong speak person expert bar measure.,2024-01-03
CTR-2020-000509,LUMP_SUM,SUSPENDED,VND-000323,PRJ-2019-00242,EMP-000845,HVAC Installation,1080335.76,906509.74,0.8391,0,USD,2020-12-07,2022-05-31,18,5,5,30,1.0,PROGRESS,True,Edge past every either scientist page travel school process.,2020-12-07
CTR-2024-000510,LUMP_SUM,COMPLETED,VND-000801,PRJ-2023-00082,EMP-000622,Civil Works,288824.59,288564.65,0.9991,0,USD,2024-07-17,2027-12-29,42,10,15,10,5.0,COMPLETION,True,Space end red machine son television garden base certain value.,2024-07-17
CTR-2019-000511,COST_PLUS,COMPLETED,VND-000999,PRJ-2019-00551,EMP-000239,Mechanical Installation,1507081.02,1622222.01,1.0764,0,USD,2019-08-10,2022-03-27,32,5,15,30,5.0,PROGRESS,True,Study sell include himself produce rise cold.,2019-08-10
CTR-2022-000512,LUMP_SUM,COMPLETED,VND-000006,PRJ-2024-00014,EMP-000834,Commissioning Support,931585.11,1085482.97,1.1652,1,USD,2022-07-13,2026-08-21,50,5,15,20,2.0,MONTHLY,True,Same generation politics sense break cold human feeling second sell mouth here relationship.,2022-07-13
CTR-2019-000513,EPC,UNDER_NEGOTIATION,VND-000947,PRJ-2022-00167,EMP-000306,Commissioning Support,701922.26,829321.15,1.1815,1,GBP,2019-12-12,2022-10-27,35,10,15,15,0.5,COMPLETION,False,Enjoy most itself eye something high firm morning what best most government.,2019-12-12
CTR-2024-000514,LUMP_SUM,ACTIVE,VND-000590,PRJ-2023-00647,EMP-000028,Civil Works,257468.98,295754.62,1.1487,0,USD,2024-08-22,2025-08-17,12,5,5,30,1.0,MONTHLY,False,Particular present evening establish sort effort once leave push drop public.,2024-08-22
CTR-2024-000515,COST_PLUS,ACTIVE,VND-000987,PRJ-2020-00998,EMP-000120,Insulation Works,422879.69,447956.46,1.0593,0,SAR,2024-03-27,2026-09-13,30,5,10,30,5.0,PROGRESS,False,Mind question year finish action across attack in.,2024-03-27
CTR-2024-000516,TURNKEY,UNDER_NEGOTIATION,VND-000962,PRJ-2019-00796,EMP-000600,Civil Works,3119199.13,3765185.27,1.2071,1,EUR,2024-12-13,2028-10-23,47,5,0,10,5.0,MONTHLY,True,Billion land detail exist cover agency begin voice prevent structure wear point.,2024-12-13
CTR-2024-000517,REMEASURE,ACTIVE,VND-000472,PRJ-2022-00751,EMP-000740,Electrical & Instrumentation,2129453.18,1885204.9,0.8853,0,USD,2024-03-07,2026-12-22,34,0,0,20,1.0,MILESTONE,True,Beat painting heavy shake possible sort continue.,2024-03-07
CTR-2020-000518,COST_PLUS,APPROVED,VND-000676,PRJ-2021-00452,EMP-000166,Insulation Works,231808.56,286098.12,1.2342,1,USD,2020-02-13,2020-12-09,10,5,0,15,0.5,MILESTONE,True,Receive education level view police two everybody.,2020-02-13
CTR-2024-000519,COST_PLUS,DRAFT,VND-000429,PRJ-2024-00770,EMP-000012,Scaffolding Services,1165893.68,1320607.77,1.1327,0,USD,2024-09-26,2024-12-25,3,5,10,20,5.0,PROGRESS,True,Realize property show either sit everyone artist home you election spend.,2024-09-26
CTR-2021-000520,LUMP_SUM,COMPLETED,VND-000512,PRJ-2021-00837,EMP-000386,Transportation & Logistics,3100520.89,3939211.79,1.2705,2,USD,2021-01-12,2025-10-18,58,5,0,0,5.0,COMPLETION,False,Key man up particular condition man century shoulder.,2021-01-12
CTR-2020-000521,LUMP_SUM,UNDER_NEGOTIATION,VND-000893,PRJ-2019-00287,EMP-000417,Civil Works,82116.32,80818.88,0.9842,0,EUR,2020-08-17,2023-01-04,29,10,5,0,2.0,PROGRESS,False,Pass blood kid else alone audience road since.,2020-08-17
CTR-2024-000522,LUMP_SUM,ACTIVE,VND-000810,PRJ-2019-00410,EMP-000120,Engineering Design,2269432.34,2210880.99,0.9742,0,SAR,2024-12-04,2028-12-13,49,5,10,30,1.0,MILESTONE,False,To chance policy usually professor entire.,2024-12-04
CTR-2023-000523,COST_PLUS,COMPLETED,VND-000050,PRJ-2019-00131,EMP-000823,Commissioning Support,371782.53,445544.18,1.1984,1,GBP,2023-09-28,2026-05-15,32,0,15,0,5.0,MILESTONE,True,Toward off middle vote make job such sit size music.,2023-09-28
CTR-2020-000524,COST_PLUS,COMPLETED,VND-000142,PRJ-2024-00109,EMP-000745,Catering & Camp Services,2364076.47,3065497.96,1.2967,0,USD,2020-06-13,2024-09-20,52,5,5,15,5.0,MONTHLY,True,His ready sister building movement yard.,2020-06-13
CTR-2023-000525,REMEASURE,ACTIVE,VND-000539,PRJ-2021-00893,EMP-000364,Scaffolding Services,319691.35,404697.28,1.2659,3,USD,2023-06-13,2027-05-23,48,10,15,30,5.0,MILESTONE,True,Radio hundred place where before movement which ball least short.,2023-06-13
CTR-2019-000526,LUMP_SUM,UNDER_NEGOTIATION,VND-000553,PRJ-2020-00759,EMP-000999,Insulation Works,67015.34,85015.66,1.2686,1,EUR,2019-03-28,2021-02-15,23,5,0,15,0.5,MILESTONE,False,Computer always his course receive to piece grow.,2019-03-28
CTR-2022-000527,LUMP_SUM,ACTIVE,VND-000196,PRJ-2021-00533,EMP-000997,Electrical & Instrumentation,87438.1,79664.85,0.9111,0,USD,2022-08-11,2023-08-06,12,5,5,20,5.0,PROGRESS,True,Those just country along agent you draw.,2022-08-11
CTR-2024-000528,COST_PLUS,COMPLETED,VND-000054,PRJ-2019-00614,EMP-000554,Engineering Design,1079628.35,1030397.3,0.9544,0,USD,2024-12-19,2027-09-05,33,10,5,20,2.0,COMPLETION,True,As music film move strong last yet already argue skin.,2024-12-19
CTR-2021-000529,LUMP_SUM,COMPLETED,VND-000362,PRJ-2024-00718,EMP-000065,Fire Fighting Systems,1483009.09,1870964.27,1.2616,1,SAR,2021-12-13,2023-10-04,22,10,5,0,5.0,COMPLETION,True,If deep president mission vote thank.,2021-12-13
CTR-2021-000530,COST_PLUS,ACTIVE,VND-000884,PRJ-2020-00745,EMP-000472,Transportation & Logistics,258726.05,243512.96,0.9412,0,EUR,2021-09-13,2022-06-10,9,0,10,30,0.5,PROGRESS,True,Chance often under already center president likely truth animal red candidate common.,2021-09-13
CTR-2020-000531,REMEASURE,ACTIVE,VND-000808,PRJ-2022-00299,EMP-000219,Structural Steel Erection,2617914.82,2368951.12,0.9049,0,EUR,2020-01-12,2024-01-21,49,10,0,10,5.0,MILESTONE,False,Toward star best particularly structure ask.,2020-01-12
CTR-2019-000532,LUMP_SUM,ACTIVE,VND-000081,PRJ-2023-00121,EMP-000860,Piping & Fabrication,83093.35,93480.02,1.125,1,USD,2019-03-21,2023-03-30,49,5,5,0,0.5,COMPLETION,True,Box organization past as dark front structure.,2019-03-21
CTR-2024-000533,REMEASURE,APPROVED,VND-000611,PRJ-2019-00795,EMP-000136,Mechanical Installation,909709.23,1081553.3,1.1889,1,USD,2024-11-15,2027-01-04,26,0,0,0,0.5,COMPLETION,True,Food wish office case student soldier share or friend building center.,2024-11-15
CTR-2023-000534,LUMP_SUM,SUSPENDED,VND-000962,PRJ-2024-00492,EMP-000460,Mechanical Installation,163321.46,187313.38,1.1469,0,GBP,2023-03-13,2025-11-27,33,10,15,15,1.0,PROGRESS,True,Collection have close during old card social place heavy citizen they.,2023-03-13
CTR-2023-000535,LUMP_SUM,COMPLETED,VND-000032,PRJ-2021-00404,EMP-000926,Electrical & Instrumentation,377847.46,456704.22,1.2087,2,USD,2023-09-27,2027-01-09,40,10,0,10,0.5,MILESTONE,True,According conference become prepare thought indicate southern.,2023-09-27
CTR-2022-000536,COST_PLUS,UNDER_NEGOTIATION,VND-000198,PRJ-2022-00589,EMP-000336,Structural Steel Erection,1078517.54,1214734.31,1.1263,0,EUR,2022-01-03,2022-10-30,10,10,10,15,1.0,MONTHLY,True,Realize deal policy mission include visit particular also conference matter wear physical.,2022-01-03
CTR-2019-000537,TURNKEY,ACTIVE,VND-000477,PRJ-2023-00675,EMP-000903,Piping & Fabrication,276337.98,282555.58,1.0225,0,USD,2019-06-17,2021-07-06,25,10,5,0,0.5,MONTHLY,True,Girl above dog brother morning believe gun seven music.,2019-06-17
CTR-2021-000538,TURNKEY,APPROVED,VND-000210,PRJ-2020-00617,EMP-000924,Commissioning Support,564201.47,512294.93,0.908,0,USD,2021-12-20,2024-06-07,30,0,10,15,5.0,MILESTONE,True,Less phone decade apply both chance such treatment.,2021-12-20
CTR-2019-000539,TURNKEY,COMPLETED,VND-000227,PRJ-2024-00549,EMP-000333,Structural Steel Erection,4544549.74,3796062.4,0.8353,0,SAR,2019-12-21,2021-03-15,15,10,10,30,1.0,MILESTONE,True,Computer prove amount population expect itself free source serve analysis science understand.,2019-12-21
CTR-2022-000540,LUMP_SUM,TERMINATED,VND-000399,PRJ-2022-00080,EMP-000443,Scaffolding Services,422803.24,364583.23,0.8623,0,EUR,2022-07-03,2024-06-22,24,10,0,15,2.0,PROGRESS,True,Citizen ahead method audience dog know often industry.,2022-07-03
CTR-2020-000541,LUMP_SUM,UNDER_NEGOTIATION,VND-000357,PRJ-2019-00388,EMP-000163,Engineering Design,3518474.83,4191910.91,1.1914,0,USD,2020-12-10,2024-03-24,40,5,0,30,2.0,PROGRESS,True,Discover body direction down include customer through available one approach.,2020-12-10
CTR-2023-000542,LUMP_SUM,DRAFT,VND-000517,PRJ-2022-00970,EMP-000671,Commissioning Support,184506.45,164266.09,0.8903,0,EUR,2023-07-16,2026-10-28,40,0,10,0,1.0,MILESTONE,True,Certain until lawyer hold carry rest place wish dark camera realize.,2023-07-16
CTR-2023-000543,COST_PLUS,UNDER_NEGOTIATION,VND-000606,PRJ-2019-00725,EMP-000417,Painting & Coatings,2223751.67,2533075.53,1.1391,1,EUR,2023-03-15,2025-04-03,25,5,10,15,5.0,MILESTONE,True,Exactly book letter industry set detail.,2023-03-15
CTR-2019-000544,TURNKEY,ACTIVE,VND-000509,PRJ-2023-00866,EMP-000138,Scaffolding Services,8730672.26,9754780.12,1.1173,0,EUR,2019-02-06,2022-04-21,39,0,0,15,5.0,MONTHLY,False,Page smile point particularly color wife talk beat tax.,2019-02-06
CTR-2022-000545,REMEASURE,TERMINATED,VND-000215,PRJ-2024-00492,EMP-000823,Piping & Fabrication,50000.0,52875.0,1.0575,1,EUR,2022-07-01,2025-12-12,42,0,0,20,2.0,MONTHLY,True,Television describe list leg address into their easy its develop until watch.,2022-07-01
CTR-2020-000546,REMEASURE,COMPLETED,VND-000875,PRJ-2020-00926,EMP-000365,Fire Fighting Systems,303961.74,269735.65,0.8874,0,GBP,2020-09-12,2021-03-11,6,5,15,20,1.0,MONTHLY,True,Together individual analysis yard safe mean international hour special recent better manager bar.,2020-09-12
CTR-2024-000547,LUMP_SUM,ACTIVE,VND-000181,PRJ-2024-00298,EMP-000502,Catering & Camp Services,2387143.91,2486449.1,1.0416,0,USD,2024-12-21,2028-03-05,39,5,5,15,0.5,COMPLETION,False,Really image design grow dream your.,2024-12-21
CTR-2022-000548,LUMP_SUM,DRAFT,VND-000766,PRJ-2020-00337,EMP-000496,Road & Infrastructure,740759.97,723648.41,0.9769,0,USD,2022-12-06,2025-03-25,28,5,0,0,5.0,MILESTONE,True,Look fight reflect teach section agency.,2022-12-06
CTR-2023-000549,TURNKEY,ACTIVE,VND-000814,PRJ-2019-00008,EMP-000240,Mechanical Installation,1752789.03,2076529.16,1.1847,1,USD,2023-07-12,2025-05-02,22,5,15,10,2.0,COMPLETION,True,Less catch reflect continue the phone region ability physical his real.,2023-07-12
CTR-2022-000550,LUMP_SUM,ACTIVE,VND-000721,PRJ-2022-00006,EMP-000621,Electrical & Instrumentation,405965.0,504127.34,1.2418,1,USD,2022-05-02,2023-03-28,11,5,15,15,0.5,MILESTONE,False,Allow international especially watch my some skin ball thing save area war.,2022-05-02
CTR-2024-000551,EPC,UNDER_NEGOTIATION,VND-000815,PRJ-2021-00564,EMP-000822,Mechanical Installation,1143820.67,1372470.42,1.1999,1,USD,2024-07-17,2028-07-26,49,10,15,10,0.5,MONTHLY,True,Thousand book half people half compare next attack remember daughter.,2024-07-17
CTR-2021-000552,REMEASURE,COMPLETED,VND-000381,PRJ-2020-00054,EMP-000599,Piping & Fabrication,795307.53,807078.08,1.0148,0,EUR,2021-07-16,2023-04-07,21,5,15,0,5.0,MILESTONE,False,Draw box long voice oil where decide seat different good.,2021-07-16
CTR-2020-000553,LUMP_SUM,COMPLETED,VND-000426,PRJ-2024-00718,EMP-000406,Piping & Fabrication,5790175.11,6561426.43,1.1332,1,USD,2020-12-26,2025-06-03,54,0,5,10,1.0,MONTHLY,True,Me institution approach health laugh may stop like mother.,2020-12-26
CTR-2019-000554,LUMP_SUM,APPROVED,VND-000230,PRJ-2020-00437,EMP-000019,Structural Steel Erection,1471262.25,1630452.83,1.1082,0,SAR,2019-07-14,2022-06-28,36,5,5,10,2.0,COMPLETION,True,Tonight later happy pull really within third could this beautiful hospital condition.,2019-07-14
