performance_id,vendor_id,project_id,evaluation_period,evaluator_id,delivery_score,quality_score,commercial_score,hse_score,composite_score,recommendation,delivery_metric_focus,quality_metric_focus,commercial_metric_focus,hse_metric_focus,po_count_evaluated,total_value_evaluated,corrective_actions,improvement_trend,evaluation_date,remarks,created_date
PERF-VND-000431-202204,VND-000431,PRJ-2023-00805,202204,EMP-000905,88.09,100.0,57.0,57.05,79.24,APPROVED,DOCUMENTATION_ACCURACY,NCR_COUNT,CHANGE_ORDER_FREQUENCY,INCIDENT_RATE,11,86213.52,0,IMPROVING,2022-04-03,Rock song body court movie.,2022-04-03
PERF-VND-000795-202303,VND-000795,PRJ-2023-00074,202303,EMP-000636,82.82,66.31,88.35,57.6,73.93,APPROVED,DOCUMENTATION_ACCURACY,FIRST_PASS_YIELD,INVOICE_ACCURACY,HSE_COMPLIANCE,13,137516.93,0,IMPROVING,2023-03-27,,2023-03-27
PERF-VND-000787-202108,VND-000787,PRJ-2022-00395,202108,EMP-000870,62.91,97.51,95.9,65.03,80.31,PREFERRED,DOCUMENTATION_ACCURACY,FIRST_PASS_YIELD,PRICE_COMPETITIVENESS,NEAR_MISS_REPORTING,15,30962.48,0,IMPROVING,2021-08-24,,2021-08-24
PERF-VND-000214-202401,VND-000214,PRJ-2024-00399,202401,EMP-000769,84.89,63.81,67.36,75.33,73.15,APPROVED,DELIVERY_COMPLETENESS,NCR_COUNT,INVOICE_ACCURACY,INCIDENT_RATE,24,5981.29,0,DECLINING,2024-01-18,,2024-01-18
PERF-VND-000493-202510,VND-000493,PRJ-2019-00306,202510,EMP-000226,71.79,58.96,61.1,93.77,70.2,APPROVED,DELIVERY_COMPLETENESS,DEFECT_RATE,INVOICE_ACCURACY,INCIDENT_RATE,8,13255.82,0,STABLE,2025-10-21,,2025-10-21
PERF-VND-000172-202112,VND-000172,PRJ-2022-00599,202112,EMP-000127,84.2,65.54,64.08,85.27,74.79,APPROVED,DOCUMENTATION_ACCURACY,FIRST_PASS_YIELD,PRICE_COMPETITIVENESS,INCIDENT_RATE,19,90044.71,0,DECLINING,2021-12-26,,2021-12-26
PERF-VND-000611-202008,VND-000611,PRJ-2019-00381,202008,EMP-000870,80.56,85.49,63.36,67.04,75.89,APPROVED,ON_TIME_DELIVERY_RATE,FIRST_PASS_YIELD,INVOICE_ACCURACY,SAFETY_AUDIT_SCORE,3,16282.06,0,DECLINING,2020-08-22,,2020-08-22
PERF-VND-000993-202509,VND-000993,PRJ-2019-00062,202509,EMP-000068,59.62,100.0,85.43,57.44,76.46,APPROVED,DELIVERY_COMPLETENESS,FIRST_PASS_YIELD,PRICE_COMPETITIVENESS,NEAR_MISS_REPORTING,16,12247.17,0,STABLE,2025-09-08,,2025-09-08
PERF-VND-000808-202511,VND-000808,PRJ-2023-00775,202511,EMP-000441,79.23,78.76,75.68,71.69,76.87,APPROVED,DOCUMENTATION_ACCURACY,FIRST_PASS_YIELD,PRICE_COMPETITIVENESS,SAFETY_AUDIT_SCORE,12,51506.07,0,IMPROVING,2025-11-24,,2025-11-24
PERF-VND-000041-202403,VND-000041,PRJ-2019-00724,202403,EMP-000526,76.92,71.37,36.93,72.01,66.28,APPROVED,SCHEDULE_ADHERENCE,NCR_COUNT,CHANGE_ORDER_FREQUENCY,NEAR_MISS_REPORTING,19,21553.9,0,DECLINING,2024-03-06,,2024-03-06
PERF-VND-000750-202312,VND-000750,PRJ-2019-00282,202312,EMP-000969,74.63,100.0,73.14,70.92,81.2,PREFERRED,SCHEDULE_ADHERENCE,SPECIFICATION_COMPLIANCE,INVOICE_ACCURACY,INCIDENT_RATE,17,180983.62,0,STABLE,2023-12-05,,2023-12-05
PERF-VND-000270-202410,VND-000270,PRJ-2021-00376,202410,EMP-000542,79.24,76.72,76.5,100.0,82.09,PREFERRED,ON_TIME_DELIVERY_RATE,SPECIFICATION_COMPLIANCE,CHANGE_ORDER_FREQUENCY,NEAR_MISS_REPORTING,1,15412.5,0,STABLE,2024-10-20,,2024-10-20
PERF-VND-000245-202206,VND-000245,PRJ-2024-00739,202206,EMP-000071,79.1,55.18,75.78,63.06,68.05,APPROVED,SCHEDULE_ADHERENCE,REWORK_RATE,INVOICE_ACCURACY,SAFETY_AUDIT_SCORE,25,36285.0,0,IMPROVING,2022-06-18,,2022-06-18
PERF-VND-000331-202305,VND-000331,PRJ-2021-00657,202305,EMP-000415,67.57,85.61,80.86,58.81,73.89,APPROVED,ON_TIME_DELIVERY_RATE,DEFECT_RATE,PRICE_COMPETITIVENESS,INCIDENT_RATE,5,63954.1,0,IMPROVING,2023-05-06,,2023-05-06
PERF-VND-000498-202101,VND-000498,PRJ-2021-00102,202101,EMP-000031,61.36,49.86,64.96,70.99,60.56,APPROVED,SCHEDULE_ADHERENCE,REWORK_RATE,CHANGE_ORDER_FREQUENCY,HSE_COMPLIANCE,2,1101363.8,0,IMPROVING,2021-01-12,,2021-01-12
PERF-VND-000073-201902,VND-000073,PRJ-2024-00953,201902,EMP-000243,78.49,47.96,60.09,88.28,67.61,APPROVED,DOCUMENTATION_ACCURACY,DEFECT_RATE,CHANGE_ORDER_FREQUENCY,INCIDENT_RATE,12,733902.4,0,DECLINING,2019-02-18,,2019-02-18
PERF-VND-000426-202212,VND-000426,PRJ-2019-00814,202212,EMP-000804,48.21,39.92,94.19,80.06,61.29,APPROVED,ON_TIME_DELIVERY_RATE,SPECIFICATION_COMPLIANCE,PAYMENT_TERMS_COMPLIANCE,INCIDENT_RATE,24,21121.54,0,STABLE,2022-12-03,Instead everything economic.,2022-12-03
PERF-VND-000222-202407,VND-000222,PRJ-2023-00100,202407,EMP-000108,80.02,27.83,68.05,79.26,61.82,APPROVED,LEAD_TIME_VARIANCE,SPECIFICATION_COMPLIANCE,CHANGE_ORDER_FREQUENCY,NEAR_MISS_REPORTING,7,181520.55,0,DECLINING,2024-07-17,,2024-07-17
PERF-VND-000641-202011,VND-000641,PRJ-2019-00572,202011,EMP-000839,56.79,71.37,55.04,78.32,65.12,APPROVED,SCHEDULE_ADHERENCE,REWORK_RATE,PRICE_COMPETITIVENESS,HSE_COMPLIANCE,22,20446.86,0,DECLINING,2020-11-15,,2020-11-15
PERF-VND-000905-202002,VND-000905,PRJ-2022-00171,202002,EMP-000900,65.88,54.07,77.12,86.16,68.64,APPROVED,LEAD_TIME_VARIANCE,SPECIFICATION_COMPLIANCE,CHANGE_ORDER_FREQUENCY,HSE_COMPLIANCE,22,45182.06,0,DECLINING,2020-02-06,,2020-02-06
PERF-VND-000454-202210,VND-000454,PRJ-2023-00925,202210,EMP-000406,72.57,46.82,63.8,74.35,63.45,APPROVED,SCHEDULE_ADHERENCE,NCR_COUNT,PAYMENT_TERMS_COMPLIANCE,SAFETY_AUDIT_SCORE,25,1390191.0,0,STABLE,2022-10-21,,2022-10-21
PERF-VND-000332-202506,VND-000332,PRJ-2022-00247,202506,EMP-000651,55.32,93.43,81.96,78.65,76.75,APPROVED,SCHEDULE_ADHERENCE,FIRST_PASS_YIELD,CHANGE_ORDER_FREQUENCY,HSE_COMPLIANCE,12,494026.57,0,STABLE,2025-06-15,,2025-06-15
PERF-VND-000001-201905,VND-000001,PRJ-2020-00292,201905,EMP-000678,77.58,76.23,67.26,90.91,77.78,APPROVED,ON_TIME_DELIVERY_RATE,SPECIFICATION_COMPLIANCE,INVOICE_ACCURACY,HSE_COMPLIANCE,1,223186.51,0,IMPROVING,2019-05-10,,2019-05-10
PERF-VND-000323-201903,VND-000323,PRJ-2023-00791,201903,EMP-000924,62.61,48.89,65.16,64.6,59.4,CONDITIONAL,DELIVERY_COMPLETENESS,SPECIFICATION_COMPLIANCE,INVOICE_ACCURACY,INCIDENT_RATE,2,55479.59,2,IMPROVING,2019-03-15,,2019-03-15
PERF-VND-000376-202503,VND-000376,PRJ-2022-00256,202503,EMP-000290,90.56,62.68,67.4,75.75,74.6,APPROVED,DELIVERY_COMPLETENESS,NCR_COUNT,PRICE_COMPETITIVENESS,SAFETY_AUDIT_SCORE,19,165730.3,0,DECLINING,2025-03-07,Kitchen technology nearly.,2025-03-07
PERF-VND-000333-202402,VND-000333,PRJ-2019-00178,202402,EMP-000578,38.3,60.29,70.96,90.6,61.89,APPROVED,SCHEDULE_ADHERENCE,DEFECT_RATE,PAYMENT_TERMS_COMPLIANCE,INCIDENT_RATE,24,33180.48,0,DECLINING,2024-02-26,,2024-02-26
PERF-VND-000799-201908,VND-000799,PRJ-2022-00944,201908,EMP-000870,43.85,79.92,59.1,59.53,60.86,APPROVED,DELIVERY_COMPLETENESS,NCR_COUNT,CHANGE_ORDER_FREQUENCY,SAFETY_AUDIT_SCORE,4,28304.77,0,IMPROVING,2019-08-28,,2019-08-28
PERF-VND-000870-202506,VND-000870,PRJ-2022-00951,202506,EMP-000011,69.23,60.32,37.12,86.66,63.62,APPROVED,DOCUMENTATION_ACCURACY,DEFECT_RATE,PAYMENT_TERMS_COMPLIANCE,INCIDENT_RATE,11,276467.91,0,DECLINING,2025-06-18,,2025-06-18
PERF-VND-000515-202105,VND-000515,PRJ-2020-00157,202105,EMP-000054,81.77,51.8,65.18,74.92,68.09,APPROVED,DOCUMENTATION_ACCURACY,REWORK_RATE,PRICE_COMPETITIVENESS,NEAR_MISS_REPORTING,14,122829.6,0,STABLE,2021-05-10,,2021-05-10
PERF-VND-000345-201911,VND-000345,PRJ-2021-00488,201911,EMP-000657,82.03,58.25,69.15,80.94,72.1,APPROVED,ON_TIME_DELIVERY_RATE,SPECIFICATION_COMPLIANCE,CHANGE_ORDER_FREQUENCY,HSE_COMPLIANCE,3,343515.25,0,DECLINING,2019-11-13,,2019-11-13
PERF-VND-000715-202005,VND-000715,PRJ-2019-00781,202005,EMP-000139,82.57,82.62,69.17,93.34,82.06,PREFERRED,DOCUMENTATION_ACCURACY,SPECIFICATION_COMPLIANCE,INVOICE_ACCURACY,SAFETY_AUDIT_SCORE,13,97901.32,0,DECLINING,2020-05-21,,2020-05-21
PERF-VND-000631-202408,VND-000631,PRJ-2024-00253,202408,EMP-000303,59.08,92.45,77.77,69.24,74.86,APPROVED,ON_TIME_DELIVERY_RATE,NCR_COUNT,CHANGE_ORDER_FREQUENCY,HSE_COMPLIANCE,22,33678.28,0,IMPROVING,2024-08-19,,2024-08-19
PERF-VND-000424-202307,VND-000424,PRJ-2023-00375,202307,EMP-000442,76.45,77.41,70.76,79.05,76.12,APPROVED,LEAD_TIME_VARIANCE,NCR_COUNT,PAYMENT_TERMS_COMPLIANCE,INCIDENT_RATE,25,460445.07,0,IMPROVING,2023-07-10,,2023-07-10
PERF-VND-000632-202309,VND-000632,PRJ-2022-00639,202309,EMP-000155,88.07,73.05,81.18,61.58,76.89,APPROVED,DOCUMENTATION_ACCURACY,DEFECT_RATE,INVOICE_ACCURACY,NEAR_MISS_REPORTING,22,96520.67,0,IMPROVING,2023-09-12,,2023-09-12
PERF-VND-000874-201911,VND-000874,PRJ-2019-00116,201911,EMP-000830,99.14,66.51,56.13,66.52,74.22,APPROVED,ON_TIME_DELIVERY_RATE,FIRST_PASS_YIELD,INVOICE_ACCURACY,HSE_COMPLIANCE,1,16194.72,0,DECLINING,2019-11-11,,2019-11-11
PERF-VND-000313-202310,VND-000313,PRJ-2019-00483,202310,EMP-000022,60.23,64.07,48.32,75.2,61.99,APPROVED,DELIVERY_COMPLETENESS,FIRST_PASS_YIELD,INVOICE_ACCURACY,NEAR_MISS_REPORTING,18,176792.61,0,STABLE,2023-10-17,,2023-10-17
PERF-VND-000638-202007,VND-000638,PRJ-2024-00712,202007,EMP-000793,58.38,94.31,75.15,88.4,78.52,APPROVED,ON_TIME_DELIVERY_RATE,REWORK_RATE,PRICE_COMPETITIVENESS,HSE_COMPLIANCE,6,27189.84,0,STABLE,2020-07-02,,2020-07-02
PERF-VND-000714-202508,VND-000714,PRJ-2019-00278,202508,EMP-000058,84.82,52.53,80.46,77.23,72.74,APPROVED,DOCUMENTATION_ACCURACY,DEFECT_RATE,PRICE_COMPETITIVENESS,SAFETY_AUDIT_SCORE,22,116296.87,0,DECLINING,2025-08-09,,2025-08-09
PERF-VND-000676-202211,VND-000676,PRJ-2019-00886,202211,EMP-000115,54.37,55.68,76.36,62.67,60.82,APPROVED,ON_TIME_DELIVERY_RATE,NCR_COUNT,CHANGE_ORDER_FREQUENCY,NEAR_MISS_REPORTING,13,104385.66,0,DECLINING,2022-11-17,Present music address.,2022-11-17
PERF-VND-000324-202403,VND-000324,PRJ-2024-00888,202403,EMP-000678,51.49,83.57,50.74,82.18,67.1,APPROVED,SCHEDULE_ADHERENCE,DEFECT_RATE,INVOICE_ACCURACY,NEAR_MISS_REPORTING,17,126849.56,0,DECLINING,2024-03-15,,2024-03-15
PERF-VND-000023-201906,VND-000023,PRJ-2024-00254,201906,EMP-000617,61.55,79.31,71.65,68.0,70.19,APPROVED,DELIVERY_COMPLETENESS,NCR_COUNT,CHANGE_ORDER_FREQUENCY,SAFETY_AUDIT_SCORE,24,17849.56,0,IMPROVING,2019-06-06,,2019-06-06
PERF-VND-000361-202210,VND-000361,PRJ-2024-00641,202210,EMP-000387,42.56,75.59,46.09,76.24,59.91,CONDITIONAL,LEAD_TIME_VARIANCE,SPECIFICATION_COMPLIANCE,PAYMENT_TERMS_COMPLIANCE,INCIDENT_RATE,21,43645.79,3,IMPROVING,2022-10-09,,2022-10-09
PERF-VND-000972-202112,VND-000972,PRJ-2023-00231,202112,EMP-000163,82.19,65.17,63.39,84.51,73.79,APPROVED,DELIVERY_COMPLETENESS,REWORK_RATE,INVOICE_ACCURACY,INCIDENT_RATE,24,89506.78,0,DECLINING,2021-12-13,,2021-12-13
PERF-VND-000628-202509,VND-000628,PRJ-2019-00703,202509,EMP-000280,76.74,77.51,46.5,84.84,72.54,APPROVED,DOCUMENTATION_ACCURACY,FIRST_PASS_YIELD,INVOICE_ACCURACY,SAFETY_AUDIT_SCORE,10,124861.77,0,STABLE,2025-09-20,,2025-09-20
PERF-VND-000135-202103,VND-000135,PRJ-2023-00669,202103,EMP-000141,56.75,66.09,67.45,73.25,64.99,APPROVED,SCHEDULE_ADHERENCE,SPECIFICATION_COMPLIANCE,INVOICE_ACCURACY,NEAR_MISS_REPORTING,10,89378.19,0,DECLINING,2021-03-23,,2021-03-23
PERF-VND-000932-202006,VND-000932,PRJ-2020-00441,202006,EMP-000870,93.47,87.31,49.63,83.09,80.78,PREFERRED,LEAD_TIME_VARIANCE,SPECIFICATION_COMPLIANCE,INVOICE_ACCURACY,HSE_COMPLIANCE,3,294996.86,0,DECLINING,2020-06-18,,2020-06-18
PERF-VND-000122-202012,VND-000122,PRJ-2020-00326,202012,EMP-000937,77.8,87.46,96.17,88.31,86.47,PREFERRED,LEAD_TIME_VARIANCE,DEFECT_RATE,PAYMENT_TERMS_COMPLIANCE,SAFETY_AUDIT_SCORE,14,80754.61,0,STABLE,2020-12-10,,2020-12-10
PERF-VND-000842-202510,VND-000842,PRJ-2023-00956,202510,EMP-000830,87.68,72.32,68.33,70.43,75.75,APPROVED,DELIVERY_COMPLETENESS,FIRST_PASS_YIELD,INVOICE_ACCURACY,INCIDENT_RATE,5,390856.6,0,IMPROVING,2025-10-06,,2025-10-06
PERF-VND-000627-202507,VND-000627,PRJ-2022-00274,202507,EMP-000690,59.72,94.52,75.0,56.81,72.63,APPROVED,SCHEDULE_ADHERENCE,SPECIFICATION_COMPLIANCE,INVOICE_ACCURACY,NEAR_MISS_REPORTING,8,93076.7,0,IMPROVING,2025-07-22,,2025-07-22
PERF-VND-000705-202402,VND-000705,PRJ-2023-00138,202402,EMP-000597,40.5,80.01,80.39,67.3,65.69,APPROVED,SCHEDULE_ADHERENCE,REWORK_RATE,PAYMENT_TERMS_COMPLIANCE,NEAR_MISS_REPORTING,13,69442.7,0,STABLE,2024-02-16,,2024-02-16
PERF-VND-000198-202105,VND-000198,PRJ-2024-00034,202105,EMP-000494,100.0,61.91,53.18,94.26,78.06,APPROVED,ON_TIME_DELIVERY_RATE,NCR_COUNT,CHANGE_ORDER_FREQUENCY,NEAR_MISS_REPORTING,24,631027.44,0,IMPROVING,2021-05-22,,2021-05-22
PERF-VND-000068-202011,VND-000068,PRJ-2022-00950,202011,EMP-000526,72.06,86.18,86.78,65.35,77.9,APPROVED,SCHEDULE_ADHERENCE,REWORK_RATE,PAYMENT_TERMS_COMPLIANCE,SAFETY_AUDIT_SCORE,8,33444.18,0,STABLE,2020-11-14,,2020-11-14
PERF-VND-000623-202301,VND-000623,PRJ-2019-00738,202301,EMP-000403,90.46,96.96,75.88,63.56,84.11,PREFERRED,DOCUMENTATION_ACCURACY,SPECIFICATION_COMPLIANCE,PRICE_COMPETITIVENESS,INCIDENT_RATE,15,649834.72,0,IMPROVING,2023-01-15,,2023-01-15
PERF-VND-000252-202407,VND-000252,PRJ-2019-00551,202407,EMP-000482,64.04,64.64,72.79,95.2,72.2,APPROVED,ON_TIME_DELIVERY_RATE,SPECIFICATION_COMPLIANCE,CHANGE_ORDER_FREQUENCY,INCIDENT_RATE,7,166836.77,0,STABLE,2024-07-10,,2024-07-10
PERF-VND-000312-202201,VND-000312,PRJ-2019-00473,202201,EMP-000183,78.22,77.41,68.61,82.26,76.86,APPROVED,DOCUMENTATION_ACCURACY,NCR_COUNT,PRICE_COMPETITIVENESS,NEAR_MISS_REPORTING,15,2877.07,0,DECLINING,2022-01-27,,2022-01-27
PERF-VND-000740-202405,VND-000740,PRJ-2019-00116,202405,EMP-000200,67.55,73.86,51.89,80.02,68.8,APPROVED,SCHEDULE_ADHERENCE,SPECIFICATION_COMPLIANCE,INVOICE_ACCURACY,SAFETY_AUDIT_SCORE,14,46846.64,0,STABLE,2024-05-11,Unit support coach.,2024-05-11
PERF-VND-000465-202504,VND-000465,PRJ-2023-00919,202504,EMP-000807,98.33,95.17,61.48,73.04,84.95,PREFERRED,LEAD_TIME_VARIANCE,REWORK_RATE,PRICE_COMPETITIVENESS,HSE_COMPLIANCE,11,54790.0,0,DECLINING,2025-04-23,,2025-04-23
PERF-VND-000816-202009,VND-000816,PRJ-2020-00736,202009,EMP-000827,65.23,73.12,57.38,60.3,65.04,APPROVED,ON_TIME_DELIVERY_RATE,DEFECT_RATE,PRICE_COMPETITIVENESS,SAFETY_AUDIT_SCORE,21,126405.9,0,IMPROVING,2020-09-12,,2020-09-12
PERF-VND-000394-202406,VND-000394,PRJ-2022-00627,202406,EMP-000173,81.44,57.13,80.53,66.79,71.03,APPROVED,DOCUMENTATION_ACCURACY,SPECIFICATION_COMPLIANCE,CHANGE_ORDER_FREQUENCY,INCIDENT_RATE,25,81129.2,0,STABLE,2024-06-06,,2024-06-06
PERF-VND-000676-202008,VND-000676,PRJ-2022-00167,202008,EMP-000969,84.31,69.46,74.37,68.29,74.66,APPROVED,LEAD_TIME_VARIANCE,FIRST_PASS_YIELD,PRICE_COMPETITIVENESS,SAFETY_AUDIT_SCORE,10,47298.8,0,DECLINING,2020-08-10,,2020-08-10
PERF-VND-000457-202201,VND-000457,PRJ-2020-00642,202201,EMP-000200,68.91,58.05,65.53,54.87,62.17,APPROVED,ON_TIME_DELIVERY_RATE,FIRST_PASS_YIELD,INVOICE_ACCURACY,INCIDENT_RATE,20,33210.31,0,STABLE,2022-01-25,Loss ten total clearly able hospital.,2022-01-25
PERF-VND-000510-202404,VND-000510,PRJ-2020-00557,202404,EMP-000916,67.73,65.9,64.62,74.2,67.85,APPROVED,ON_TIME_DELIVERY_RATE,SPECIFICATION_COMPLIANCE,CHANGE_ORDER_FREQUENCY,NEAR_MISS_REPORTING,7,106439.27,0,DECLINING,2024-04-19,,2024-04-19
PERF-VND-000420-202309,VND-000420,PRJ-2023-00082,202309,EMP-000684,85.12,59.6,51.16,61.45,65.94,APPROVED,SCHEDULE_ADHERENCE,DEFECT_RATE,INVOICE_ACCURACY,HSE_COMPLIANCE,20,33368.13,0,DECLINING,2023-09-21,,2023-09-21
PERF-VND-000213-201907,VND-000213,PRJ-2023-00190,201907,EMP-000160,66.72,57.68,49.85,69.07,61.1,APPROVED,ON_TIME_DELIVERY_RATE,NCR_COUNT,PRICE_COMPETITIVENESS,NEAR_MISS_REPORTING,2,74437.26,0,DECLINING,2019-07-22,,2019-07-22
PERF-VND-000306-202207,VND-000306,PRJ-2019-00943,202207,EMP-000090,80.93,61.08,62.22,62.95,67.64,APPROVED,ON_TIME_DELIVERY_RATE,DEFECT_RATE,CHANGE_ORDER_FREQUENCY,NEAR_MISS_REPORTING,6,57657.35,0,STABLE,2022-07-22,,2022-07-22
PERF-VND-000709-202505,VND-000709,PRJ-2023-00587,202505,EMP-000897,59.27,79.17,43.0,70.32,64.2,APPROVED,SCHEDULE_ADHERENCE,FIRST_PASS_YIELD,CHANGE_ORDER_FREQUENCY,HSE_COMPLIANCE,2,85933.48,0,STABLE,2025-05-03,,2025-05-03
PERF-VND-000920-202301,VND-000920,PRJ-2022-00840,202301,EMP-000073,74.76,100.0,72.9,61.95,79.4,APPROVED,DOCUMENTATION_ACCURACY,SPECIFICATION_COMPLIANCE,PRICE_COMPETITIVENESS,HSE_COMPLIANCE,16,53393.43,0,IMPROVING,2023-01-05,,2023-01-05
PERF-VND-000282-202207,VND-000282,PRJ-2022-00540,202207,EMP-000497,45.36,68.71,56.34,86.9,62.87,APPROVED,SCHEDULE_ADHERENCE,FIRST_PASS_YIELD,INVOICE_ACCURACY,INCIDENT_RATE,4,30963.11,0,DECLINING,2022-07-19,,2022-07-19
PERF-VND-000542-201912,VND-000542,PRJ-2021-00496,201912,EMP-000820,70.25,59.83,92.34,70.82,71.66,APPROVED,SCHEDULE_ADHERENCE,NCR_COUNT,CHANGE_ORDER_FREQUENCY,HSE_COMPLIANCE,9,539861.8,0,DECLINING,2019-12-17,,2019-12-17
PERF-VND-000363-202005,VND-000363,PRJ-2020-00630,202005,EMP-000651,84.21,77.71,73.16,80.12,79.23,APPROVED,DOCUMENTATION_ACCURACY,SPECIFICATION_COMPLIANCE,CHANGE_ORDER_FREQUENCY,SAFETY_AUDIT_SCORE,6,5924.15,0,IMPROVING,2020-05-20,,2020-05-20
PERF-VND-000199-201901,VND-000199,PRJ-2023-00122,201901,EMP-000023,67.82,83.52,67.32,56.73,70.21,APPROVED,DOCUMENTATION_ACCURACY,DEFECT_RATE,INVOICE_ACCURACY,SAFETY_AUDIT_SCORE,14,56224.88,0,STABLE,2019-01-02,,2019-01-02
PERF-VND-000826-202510,VND-000826,PRJ-2024-00218,202510,EMP-000011,97.56,89.95,67.13,87.37,87.15,PREFERRED,LEAD_TIME_VARIANCE,NCR_COUNT,PAYMENT_TERMS_COMPLIANCE,INCIDENT_RATE,10,38568.52,0,DECLINING,2025-10-10,,2025-10-10
PERF-VND-000786-201901,VND-000786,PRJ-2019-00117,201901,EMP-000775,46.44,55.21,89.88,71.44,62.76,APPROVED,DELIVERY_COMPLETENESS,NCR_COUNT,CHANGE_ORDER_FREQUENCY,INCIDENT_RATE,6,44709.41,0,STABLE,2019-01-07,,2019-01-07
PERF-VND-000945-202402,VND-000945,PRJ-2023-00939,202402,EMP-000565,67.5,100.0,90.76,100.0,88.4,PREFERRED,ON_TIME_DELIVERY_RATE,FIRST_PASS_YIELD,CHANGE_ORDER_FREQUENCY,NEAR_MISS_REPORTING,21,49471.19,0,DECLINING,2024-02-15,,2024-02-15
PERF-VND-000474-202305,VND-000474,PRJ-2022-00951,202305,EMP-000834,76.43,45.73,88.68,59.82,66.35,APPROVED,ON_TIME_DELIVERY_RATE,SPECIFICATION_COMPLIANCE,PAYMENT_TERMS_COMPLIANCE,HSE_COMPLIANCE,18,77662.72,0,IMPROVING,2023-05-18,,2023-05-18
PERF-VND-000702-202207,VND-000702,PRJ-2024-00819,202207,EMP-001000,55.54,60.58,56.28,67.1,59.51,CONDITIONAL,DELIVERY_COMPLETENESS,DEFECT_RATE,INVOICE_ACCURACY,HSE_COMPLIANCE,1,31352.61,3,DECLINING,2022-07-11,,2022-07-11
PERF-VND-000170-202502,VND-000170,PRJ-2019-00621,202502,EMP-000476,63.78,83.33,52.53,77.87,70.21,APPROVED,LEAD_TIME_VARIANCE,SPECIFICATION_COMPLIANCE,PRICE_COMPETITIVENESS,HSE_COMPLIANCE,23,258215.81,0,STABLE,2025-02-28,,2025-02-28
PERF-VND-000279-202305,VND-000279,PRJ-2021-00089,202305,EMP-000589,64.3,58.51,64.77,90.34,67.86,APPROVED,LEAD_TIME_VARIANCE,NCR_COUNT,CHANGE_ORDER_FREQUENCY,HSE_COMPLIANCE,7,75578.65,0,STABLE,2023-05-17,,2023-05-17
PERF-VND-000384-201905,VND-000384,PRJ-2021-00797,201905,EMP-000232,64.03,77.74,52.57,83.86,69.82,APPROVED,ON_TIME_DELIVERY_RATE,REWORK_RATE,PRICE_COMPETITIVENESS,SAFETY_AUDIT_SCORE,17,97765.67,0,IMPROVING,2019-05-05,,2019-05-05
PERF-VND-000496-202408,VND-000496,PRJ-2024-00318,202408,EMP-000882,67.38,56.58,55.59,81.95,64.7,APPROVED,DELIVERY_COMPLETENESS,FIRST_PASS_YIELD,PRICE_COMPETITIVENESS,NEAR_MISS_REPORTING,7,261653.56,0,IMPROVING,2024-08-24,,2024-08-24
PERF-VND-000731-202407,VND-000731,PRJ-2024-00119,202407,EMP-000005,62.44,77.33,38.78,67.4,63.17,APPROVED,DELIVERY_COMPLETENESS,DEFECT_RATE,PRICE_COMPETITIVENESS,HSE_COMPLIANCE,15,57683.66,0,IMPROVING,2024-07-02,,2024-07-02
PERF-VND-000675-202204,VND-000675,PRJ-2024-00024,202204,EMP-000664,58.35,55.02,58.65,78.8,61.5,APPROVED,DELIVERY_COMPLETENESS,FIRST_PASS_YIELD,PAYMENT_TERMS_COMPLIANCE,NEAR_MISS_REPORTING,7,47820.28,0,STABLE,2022-04-10,,2022-04-10
PERF-VND-000792-202309,VND-000792,PRJ-2023-00688,202309,EMP-000125,38.43,36.07,59.5,80.95,50.44,CONDITIONAL,DELIVERY_COMPLETENESS,FIRST_PASS_YIELD,INVOICE_ACCURACY,HSE_COMPLIANCE,4,2214.97,0,IMPROVING,2023-09-01,,2023-09-01
PERF-VND-000563-202205,VND-000563,PRJ-2019-00278,202205,EMP-000147,64.5,61.58,87.44,69.99,69.31,APPROVED,DELIVERY_COMPLETENESS,SPECIFICATION_COMPLIANCE,INVOICE_ACCURACY,NEAR_MISS_REPORTING,3,94805.89,0,DECLINING,2022-05-10,,2022-05-10
PERF-VND-000554-202309,VND-000554,PRJ-2022-00052,202309,EMP-000134,74.12,35.91,78.75,77.8,64.32,APPROVED,ON_TIME_DELIVERY_RATE,REWORK_RATE,PRICE_COMPETITIVENESS,INCIDENT_RATE,13,110185.7,0,IMPROVING,2023-09-02,,2023-09-02
PERF-VND-000184-202505,VND-000184,PRJ-2019-00913,202505,EMP-000676,100.0,36.65,92.15,71.26,73.68,APPROVED,DOCUMENTATION_ACCURACY,SPECIFICATION_COMPLIANCE,PAYMENT_TERMS_COMPLIANCE,HSE_COMPLIANCE,11,84524.33,0,IMPROVING,2025-05-27,,2025-05-27
PERF-VND-000687-202409,VND-000687,PRJ-2020-00081,202409,EMP-000850,71.32,63.21,60.02,79.28,68.22,APPROVED,DOCUMENTATION_ACCURACY,SPECIFICATION_COMPLIANCE,INVOICE_ACCURACY,INCIDENT_RATE,23,9695.25,0,IMPROVING,2024-09-15,,2024-09-15
PERF-VND-000701-202511,VND-000701,PRJ-2021-00728,202511,EMP-000861,83.26,63.34,52.18,69.15,68.25,APPROVED,DOCUMENTATION_ACCURACY,REWORK_RATE,INVOICE_ACCURACY,NEAR_MISS_REPORTING,5,270649.27,0,DECLINING,2025-11-28,,2025-11-28
