budget_id,project_id,wbs_code,cost_type,budget_version,budget_status,original_amount,revised_amount,contingency_pct,contingency_amount,committed_amount,actual_spent,remaining_budget,currency,period_start,period_end,budget_owner_id,approval_date,notes,created_date
BDG-PRJ-2023-00805-02.03-ORIGINAL,PRJ-2023-00805,2.03,MATERIAL,ORIGINAL,ACTIVE,182782.55,182782.55,0.0967,0.0,130771.47,121094.95,61687.6,SAR,2023-06-01,2024-01-30,EMP-000291,2023-05-22,,2023-04-07
BDG-PRJ-2020-00933-01.04-ORIGINAL,PRJ-2020-00933,1.04,LABOUR,ORIGINAL,APPROVED,44715.42,44715.42,0.073,0.0,30153.93,18680.65,26034.77,SAR,2024-06-01,2025-03-10,EMP-000330,2024-05-25,,2024-04-30
BDG-PRJ-2022-00367-01.05-ORIGINAL,PRJ-2022-00367,1.05,MATERIAL,ORIGINAL,APPROVED,1598675.63,1598675.63,0.1086,0.0,1213905.81,633601.07,965074.56,SAR,2019-04-01,2019-10-09,EMP-000414,2019-03-17,,2019-02-20
BDG-PRJ-2023-00868-04.02-ORIGINAL,PRJ-2023-00868,4.02,LABOUR,ORIGINAL,APPROVED,365260.13,365260.13,0.0601,0.0,291794.43,165920.66,199339.47,EUR,2024-02-01,2024-10-21,EMP-000538,2024-01-11,,2023-12-08
BDG-PRJ-2024-00382-03.05-REV3,PRJ-2024-00382,3.05,CONTINGENCY,REV3,CLOSED,34342.22,30088.97,0.1378,4732.36,11634.18,11192.99,18895.98,SAR,2025-04-01,2025-10-06,EMP-000645,2025-03-15,,2025-02-10
BDG-PRJ-2020-00251-01.05-REV1,PRJ-2020-00251,1.05,OVERHEAD,REV1,APPROVED,122331.76,116076.77,0.0649,0.0,78662.38,50346.81,65729.96,SAR,2020-09-01,2021-08-07,EMP-000140,2020-08-10,,2020-07-14
BDG-PRJ-2024-00067-03.05-ORIGINAL,PRJ-2024-00067,3.05,OVERHEAD,ORIGINAL,ACTIVE,43764.25,43764.25,0.0874,0.0,26754.64,15771.84,27992.41,USD,2024-06-01,2025-05-26,EMP-000848,2024-05-10,,2024-04-20
BDG-PRJ-2019-00654-01.02-ORIGINAL,PRJ-2019-00654,1.02,MATERIAL,ORIGINAL,CLOSED,20451.27,20451.27,0.0896,0.0,9890.22,9339.87,11111.4,SAR,2023-03-01,2023-12-07,EMP-000149,2023-02-18,,2023-01-21
BDG-PRJ-2019-00456-06.02-REV1,PRJ-2019-00456,6.02,MATERIAL,REV1,ACTIVE,652956.85,677129.57,0.0926,0.0,369287.28,333190.27,343939.3,SAR,2021-05-01,2022-02-10,EMP-000746,2021-04-17,,2021-03-30
BDG-PRJ-2023-00368-02.03-REV2,PRJ-2023-00368,2.03,EQUIPMENT,REV2,ACTIVE,2853694.31,3483340.18,0.1286,0.0,1250677.5,669955.84,2813384.34,SAR,2019-09-01,2020-03-11,EMP-000568,2019-08-17,,2019-07-07
BDG-PRJ-2020-00787-05.02-REV2,PRJ-2020-00787,5.02,CONTINGENCY,REV2,FROZEN,19973.24,22887.9,0.1252,2500.65,19395.88,9780.7,13107.2,USD,2021-05-01,2022-01-23,EMP-000676,2021-04-12,,2021-03-08
BDG-PRJ-2024-00672-01.04-REV1,PRJ-2024-00672,1.04,CONTINGENCY,REV1,FROZEN,378682.67,356352.28,0.1365,51690.18,261563.12,158229.34,198122.94,USD,2020-09-01,2021-07-27,EMP-000763,2020-08-15,,2020-07-23
BDG-PRJ-2023-00867-04.04-REV2,PRJ-2023-00867,4.04,SUBCONTRACT,REV2,APPROVED,61330.72,65831.09,0.095,0.0,34549.48,27251.05,38580.04,SAR,2020-05-01,2020-08-03,EMP-000609,2020-04-14,,2020-03-19
BDG-PRJ-2019-00703-07.05-ORIGINAL,PRJ-2019-00703,7.05,EQUIPMENT,ORIGINAL,ACTIVE,78379.05,78379.05,0.0532,0.0,30056.86,29714.86,48664.19,EUR,2021-10-01,2022-07-18,EMP-000367,2021-09-12,Lead upon very act.,2021-08-20
BDG-PRJ-2022-00193-08.01-ORIGINAL,PRJ-2022-00193,8.01,CONTINGENCY,ORIGINAL,ACTIVE,66930.44,66930.44,0.0805,5387.9,26963.21,22580.15,44350.29,SAR,2020-01-01,2020-12-06,EMP-000361,2019-12-23,,2019-11-20
BDG-PRJ-2020-00291-04.02-ORIGINAL,PRJ-2020-00291,4.02,EQUIPMENT,ORIGINAL,ACTIVE,44534.25,44534.25,0.0869,0.0,13655.46,9058.84,35475.41,EUR,2022-07-01,2022-12-18,EMP-000228,2022-06-07,,2022-05-09
BDG-PRJ-2022-00071-07.02-ORIGINAL,PRJ-2022-00071,7.02,MATERIAL,ORIGINAL,ACTIVE,175042.21,175042.21,0.121,0.0,102376.59,82091.15,92951.06,SAR,2021-10-01,2022-04-12,EMP-000760,2021-09-16,,2021-08-28
BDG-PRJ-2019-00457-02.04-REV1,PRJ-2019-00457,2.04,MATERIAL,REV1,APPROVED,46797.02,48967.63,0.1069,0.0,28284.55,14695.02,34272.61,SAR,2019-05-01,2020-03-19,EMP-000525,2019-04-12,,2019-03-07
BDG-PRJ-2021-00871-03.04-ORIGINAL,PRJ-2021-00871,3.04,OVERHEAD,ORIGINAL,ACTIVE,244185.93,244185.93,0.0958,0.0,206703.35,122310.95,121874.98,USD,2023-02-01,2023-11-19,EMP-000083,2023-01-18,,2022-12-28
BDG-PRJ-2023-00281-05.01-REV1,PRJ-2023-00281,5.01,SUBCONTRACT,REV1,APPROVED,150940.78,188216.49,0.0993,0.0,118895.29,118616.86,69599.63,USD,2019-02-01,2020-01-15,EMP-000560,2019-01-12,,2018-12-25
BDG-PRJ-2023-00213-01.04-ORIGINAL,PRJ-2023-00213,1.04,EQUIPMENT,ORIGINAL,ACTIVE,113729.48,113729.48,0.0962,0.0,57569.25,40279.53,73449.95,SAR,2020-07-01,2020-10-18,EMP-000198,2020-06-02,,2020-05-22
BDG-PRJ-2022-00687-08.04-REV1,PRJ-2022-00687,8.04,LABOUR,REV1,ACTIVE,41716.6,42763.25,0.1214,0.0,24908.42,15930.7,26832.55,USD,2020-03-01,2020-06-08,EMP-000316,2020-02-14,,2020-01-08
BDG-PRJ-2019-00401-03.01-REV1,PRJ-2019-00401,3.01,LABOUR,REV1,APPROVED,68517.4,63116.59,0.0941,0.0,45989.74,43522.11,19594.48,USD,2023-04-01,2024-02-11,EMP-000885,2023-03-05,,2023-02-09
BDG-PRJ-2023-00919-02.04-REV1,PRJ-2023-00919,2.04,MATERIAL,REV1,ACTIVE,505390.58,505874.85,0.0549,0.0,212994.98,133089.89,372784.96,SAR,2020-04-01,2020-08-15,EMP-000069,2020-03-25,,2020-02-25
BDG-PRJ-2019-00697-02.02-REV3,PRJ-2019-00697,2.02,LABOUR,REV3,CLOSED,345026.25,393193.5,0.1164,0.0,128341.31,97058.12,296135.38,SAR,2025-06-01,2026-02-11,EMP-000341,2025-05-06,,2025-04-15
BDG-PRJ-2024-00405-07.01-ORIGINAL,PRJ-2024-00405,7.01,LABOUR,ORIGINAL,APPROVED,37558.96,37558.96,0.0515,0.0,26005.66,13158.62,24400.34,SAR,2020-08-01,2021-02-19,EMP-000497,2020-07-05,,2020-07-01
BDG-PRJ-2023-00069-04.04-ORIGINAL,PRJ-2023-00069,4.04,EQUIPMENT,ORIGINAL,FROZEN,188904.8,188904.8,0.0602,0.0,117443.8,116887.78,72017.02,SAR,2025-10-01,2026-03-27,EMP-000171,2025-09-05,,2025-08-12
BDG-PRJ-2023-00714-07.02-ORIGINAL,PRJ-2023-00714,7.02,EQUIPMENT,ORIGINAL,CLOSED,502364.23,502364.23,0.0818,0.0,407383.49,301897.72,200466.51,SAR,2021-01-01,2021-11-16,EMP-000434,2020-12-09,,2020-12-02
BDG-PRJ-2019-00239-01.05-REV2,PRJ-2019-00239,1.05,LABOUR,REV2,APPROVED,13304.96,12605.36,0.0928,0.0,4382.05,2492.41,10112.95,SAR,2022-05-01,2022-11-10,EMP-000367,2022-04-04,Your you available defense enter value.,2022-03-03
BDG-PRJ-2024-00743-08.03-ORIGINAL,PRJ-2024-00743,8.03,MATERIAL,ORIGINAL,ACTIVE,367706.48,367706.48,0.054,0.0,284997.48,201620.53,166085.95,SAR,2025-05-01,2025-08-11,EMP-000573,2025-04-14,,2025-03-15
BDG-PRJ-2022-00056-04.02-REV1,PRJ-2022-00056,4.02,MATERIAL,REV1,APPROVED,60238.34,51348.19,0.0942,0.0,42204.11,22578.88,28769.31,EUR,2020-01-01,2020-06-11,EMP-000220,2019-12-23,,2019-11-15
BDG-PRJ-2020-00852-04.02-REV1,PRJ-2020-00852,4.02,MATERIAL,REV1,ACTIVE,383041.26,355850.89,0.0664,0.0,197287.32,158407.04,197443.85,EUR,2021-05-01,2022-03-16,EMP-000363,2021-04-16,,2021-03-17
BDG-PRJ-2023-00082-06.04-ORIGINAL,PRJ-2023-00082,6.04,MATERIAL,ORIGINAL,ACTIVE,51798.23,51798.23,0.1109,0.0,29010.03,16766.03,35032.2,USD,2025-08-01,2025-11-09,EMP-000713,2025-07-23,,2025-06-03
BDG-PRJ-2024-00308-03.05-REV2,PRJ-2024-00308,3.05,MATERIAL,REV2,ACTIVE,10858.21,10858.85,0.0954,0.0,7206.1,3862.25,6996.6,SAR,2020-12-01,2021-10-27,EMP-000341,2020-11-24,These hard citizen.,2020-10-16
BDG-PRJ-2020-00748-06.04-REV1,PRJ-2020-00748,6.04,MATERIAL,REV1,APPROVED,14167.22,14218.43,0.1242,0.0,6891.48,6848.48,7369.95,EUR,2019-07-01,2019-10-18,EMP-000216,2019-06-12,,2019-05-27
BDG-PRJ-2024-00199-07.03-REV2,PRJ-2024-00199,7.03,SUBCONTRACT,REV2,APPROVED,174927.59,193118.64,0.1209,0.0,100597.11,53201.01,139917.63,SAR,2022-07-01,2023-02-02,EMP-000075,2022-06-13,,2022-05-11
BDG-PRJ-2019-00029-03.03-REV1,PRJ-2019-00029,3.03,OVERHEAD,REV1,SUBMITTED,240285.66,259829.71,0.0747,0.0,181247.54,105252.93,154576.78,SAR,2019-02-01,2019-11-14,EMP-000995,,,2018-12-31
BDG-PRJ-2023-00531-04.04-ORIGINAL,PRJ-2023-00531,4.04,MATERIAL,ORIGINAL,ACTIVE,41920.28,41920.28,0.1001,0.0,25987.25,24514.43,17405.85,USD,2023-05-01,2024-02-25,EMP-000160,2023-04-21,,2023-03-08
BDG-PRJ-2021-00817-06.02-ORIGINAL,PRJ-2021-00817,6.02,MATERIAL,ORIGINAL,ACTIVE,424169.61,424169.61,0.1199,0.0,128884.86,75294.45,348875.16,SAR,2022-01-01,2022-05-20,EMP-000700,2021-12-09,,2021-11-23
BDG-PRJ-2022-00751-07.02-ORIGINAL,PRJ-2022-00751,7.02,LABOUR,ORIGINAL,SUBMITTED,13463.26,13463.26,0.0986,0.0,8099.07,4495.95,8967.31,SAR,2023-04-01,2023-10-03,EMP-000328,,,2023-02-24
BDG-PRJ-2023-00266-07.04-REV1,PRJ-2023-00266,7.04,EQUIPMENT,REV1,CLOSED,147396.32,142569.13,0.0666,0.0,75082.2,47931.06,94638.07,SAR,2021-01-01,2021-07-30,EMP-000179,2020-12-25,Region particularly would pressure account stage.,2020-11-08
BDG-PRJ-2023-00979-01.05-REV2,PRJ-2023-00979,1.05,LABOUR,REV2,APPROVED,26462.28,26469.33,0.1292,0.0,16200.41,15893.07,10576.26,USD,2021-08-01,2022-06-29,EMP-000727,2021-07-15,,2021-06-04
BDG-PRJ-2022-00352-06.02-REV3,PRJ-2022-00352,6.02,SUBCONTRACT,REV3,APPROVED,61221.02,60756.46,0.0557,0.0,30266.02,16649.0,44107.46,USD,2022-12-01,2023-09-22,EMP-000236,2022-11-24,,2022-10-05
BDG-PRJ-2022-00544-05.02-ORIGINAL,PRJ-2022-00544,5.02,EQUIPMENT,ORIGINAL,ACTIVE,174747.61,174747.61,0.0975,0.0,95740.01,56866.45,117881.16,USD,2024-06-01,2024-09-07,EMP-000086,2024-05-02,,2024-04-18
BDG-PRJ-2023-00240-08.04-REV2,PRJ-2023-00240,8.04,SUBCONTRACT,REV2,APPROVED,44773.87,54919.23,0.1439,0.0,32164.72,26670.0,28249.23,SAR,2024-02-01,2024-11-14,EMP-000345,2024-01-03,,2023-12-17
BDG-PRJ-2022-00898-01.02-REV1,PRJ-2022-00898,1.02,LABOUR,REV1,CLOSED,91415.17,113801.63,0.1496,0.0,66014.26,62595.0,51206.63,SAR,2019-08-01,2020-03-01,EMP-000303,2019-07-04,,2019-06-29
BDG-PRJ-2021-00446-01.02-REV3,PRJ-2021-00446,1.02,MATERIAL,REV3,APPROVED,736334.08,837705.19,0.078,0.0,586024.71,571814.75,265890.44,EUR,2024-02-01,2024-07-09,EMP-000836,2024-01-23,,2023-12-23
BDG-PRJ-2021-00893-04.05-REV2,PRJ-2021-00893,4.05,EQUIPMENT,REV2,ACTIVE,68505.01,77888.63,0.0877,0.0,57762.32,39903.67,37984.96,USD,2024-09-01,2025-07-11,EMP-000418,2024-08-17,,2024-07-31
BDG-PRJ-2024-00115-02.03-REV2,PRJ-2024-00115,2.03,OVERHEAD,REV2,ACTIVE,570083.53,568427.33,0.0616,0.0,461561.96,450961.87,117465.46,SAR,2023-12-01,2024-02-29,EMP-000908,2023-11-18,,2023-10-19
BDG-PRJ-2023-00328-06.02-REV1,PRJ-2023-00328,6.02,EQUIPMENT,REV1,APPROVED,29894.8,31847.44,0.0895,0.0,18355.64,10505.86,21341.58,USD,2021-04-01,2022-03-12,EMP-000261,2021-03-06,,2021-02-07
BDG-PRJ-2023-00682-01.05-ORIGINAL,PRJ-2023-00682,1.05,EQUIPMENT,ORIGINAL,ACTIVE,360305.03,360305.03,0.0773,0.0,291343.21,229283.02,131022.01,SAR,2024-04-01,2025-03-10,EMP-000646,2024-03-24,,2024-02-21
BDG-PRJ-2020-00157-04.02-REV2,PRJ-2020-00157,4.02,LABOUR,REV2,CLOSED,1414593.73,1478253.08,0.0679,0.0,790990.63,784816.77,693436.31,SAR,2024-03-01,2024-06-10,EMP-000587,2024-02-10,,2024-01-20
BDG-PRJ-2022-00776-07.04-ORIGINAL,PRJ-2022-00776,7.04,SUBCONTRACT,ORIGINAL,APPROVED,10000.0,10000.0,0.1423,0.0,7206.65,5577.98,4422.02,USD,2019-03-01,2019-11-11,EMP-000989,2019-02-21,,2019-01-08
BDG-PRJ-2023-00312-08.02-REV1,PRJ-2023-00312,8.02,MATERIAL,REV1,ACTIVE,49249.63,45994.55,0.1397,0.0,35996.03,21519.42,24475.13,USD,2024-01-01,2024-10-02,EMP-000979,2023-12-22,,2023-11-05
BDG-PRJ-2020-00152-07.04-REV1,PRJ-2020-00152,7.04,LABOUR,REV1,SUBMITTED,386778.78,402076.0,0.0856,0.0,348615.14,194762.01,207313.99,SAR,2023-11-01,2024-07-21,EMP-000262,,,2023-09-20
BDG-PRJ-2020-00251-01.01-ORIGINAL,PRJ-2020-00251,1.01,MATERIAL,ORIGINAL,ACTIVE,120022.19,120022.19,0.1455,0.0,83016.73,57089.43,62932.76,USD,2024-11-01,2025-03-16,EMP-000652,2024-10-17,,2024-09-18
BDG-PRJ-2020-00377-01.01-ORIGINAL,PRJ-2020-00377,1.01,LABOUR,ORIGINAL,ACTIVE,283996.96,283996.96,0.1408,0.0,123527.61,98009.92,185987.04,USD,2023-08-01,2024-03-18,EMP-000171,2023-07-07,,2023-06-17
BDG-PRJ-2022-00661-07.03-REV1,PRJ-2022-00661,7.03,LABOUR,REV1,SUBMITTED,65776.78,76833.19,0.1409,0.0,31573.36,28619.17,48214.02,USD,2019-07-01,2020-06-29,EMP-000900,,,2019-05-16
BDG-PRJ-2021-00858-02.02-REV3,PRJ-2021-00858,2.02,OVERHEAD,REV3,APPROVED,185328.4,170868.16,0.1099,0.0,108131.02,97345.65,73522.51,SAR,2019-01-01,2019-06-05,EMP-000283,2018-12-23,,2018-11-05
BDG-PRJ-2023-00772-01.01-REV3,PRJ-2023-00772,1.01,EQUIPMENT,REV3,APPROVED,128860.3,131337.06,0.1044,0.0,113887.24,56948.49,74388.57,EUR,2021-01-01,2021-12-22,EMP-000517,2020-12-04,,2020-11-28
BDG-PRJ-2022-00591-08.03-REV1,PRJ-2022-00591,8.03,CONTINGENCY,REV1,APPROVED,938157.47,876178.85,0.1038,97380.75,314903.48,286524.9,589653.95,SAR,2020-01-01,2020-07-05,EMP-000410,2019-12-21,,2019-11-26
BDG-PRJ-2023-00606-06.03-ORIGINAL,PRJ-2023-00606,6.03,EQUIPMENT,ORIGINAL,SUBMITTED,238382.37,238382.37,0.0755,0.0,126120.81,120045.57,118336.8,EUR,2022-08-01,2022-12-11,EMP-000712,,,2022-06-28
BDG-PRJ-2024-00549-04.01-REV1,PRJ-2024-00549,4.01,MATERIAL,REV1,ACTIVE,270061.23,306729.6,0.1146,0.0,195750.32,161275.86,145453.74,SAR,2023-10-01,2024-03-22,EMP-000266,2023-09-14,,2023-08-19
BDG-PRJ-2023-00389-01.05-ORIGINAL,PRJ-2023-00389,1.05,MATERIAL,ORIGINAL,ACTIVE,87744.51,87744.51,0.1184,0.0,47739.05,31731.13,56013.38,USD,2019-06-01,2020-02-16,EMP-000260,2019-05-18,,2019-04-29
BDG-PRJ-2021-00387-04.04-REV3,PRJ-2021-00387,4.04,SUBCONTRACT,REV3,SUBMITTED,78322.54,94003.09,0.1026,0.0,61411.86,55479.42,38523.67,USD,2019-09-01,2020-05-26,EMP-000503,,,2019-07-14
BDG-PRJ-2021-00102-01.02-ORIGINAL,PRJ-2021-00102,1.02,SUBCONTRACT,ORIGINAL,APPROVED,85064.3,85064.3,0.1306,0.0,60113.85,53764.25,31300.05,SAR,2023-10-01,2024-07-23,EMP-000222,2023-09-16,Use billion there enough.,2023-08-16
BDG-PRJ-2024-00731-03.02-ORIGINAL,PRJ-2024-00731,3.02,EQUIPMENT,ORIGINAL,APPROVED,294100.91,294100.91,0.1418,0.0,201022.71,137715.7,156385.21,USD,2025-04-01,2026-01-30,EMP-000328,2025-03-11,,2025-02-05
BDG-PRJ-2023-00480-05.03-REV3,PRJ-2023-00480,5.03,EQUIPMENT,REV3,ACTIVE,86553.96,81491.04,0.1424,0.0,55526.46,30177.03,51314.01,USD,2021-07-01,2022-03-08,EMP-000134,2021-06-22,,2021-05-02
BDG-PRJ-2023-00096-03.05-ORIGINAL,PRJ-2023-00096,3.05,SUBCONTRACT,ORIGINAL,ACTIVE,251365.24,251365.24,0.0993,0.0,207278.74,203357.68,48007.56,EUR,2022-11-01,2023-10-17,EMP-000233,2022-10-10,,2022-09-11
BDG-PRJ-2023-00694-02.04-ORIGINAL,PRJ-2023-00694,2.04,LABOUR,ORIGINAL,CLOSED,3660466.65,3660466.65,0.0507,0.0,2031512.67,1558500.16,2101966.49,USD,2021-04-01,2022-03-27,EMP-000082,2021-03-06,,2021-02-25
BDG-PRJ-2022-00691-04.02-ORIGINAL,PRJ-2022-00691,4.02,SUBCONTRACT,ORIGINAL,ACTIVE,601202.48,601202.48,0.1452,0.0,332845.75,229512.92,371689.56,EUR,2021-02-01,2021-10-22,EMP-000458,2021-01-08,,2020-12-06
BDG-PRJ-2023-00121-05.03-REV1,PRJ-2023-00121,5.03,MATERIAL,REV1,DRAFT,99804.12,100547.52,0.1131,0.0,85850.87,82807.84,17739.68,EUR,2024-09-01,2024-12-18,EMP-000828,,Score choice example.,2024-08-02
BDG-PRJ-2020-00631-08.03-ORIGINAL,PRJ-2020-00631,8.03,LABOUR,ORIGINAL,APPROVED,986403.6,986403.6,0.1222,0.0,533881.93,269307.06,717096.54,SAR,2022-08-01,2023-02-08,EMP-000873,2022-07-21,,2022-06-03
BDG-PRJ-2022-00500-01.02-REV2,PRJ-2022-00500,1.02,MATERIAL,REV2,ACTIVE,88246.29,87875.5,0.0874,0.0,73403.81,56389.81,31485.69,USD,2021-02-01,2021-12-12,EMP-000735,2021-01-20,,2020-12-10
BDG-PRJ-2022-00445-01.03-REV2,PRJ-2022-00445,1.03,SUBCONTRACT,REV2,SUBMITTED,10000.0,9034.72,0.0785,0.0,4992.89,3323.3,5711.42,EUR,2019-03-01,2019-09-08,EMP-000484,,,2019-01-15
BDG-PRJ-2021-00564-08.02-ORIGINAL,PRJ-2021-00564,8.02,SUBCONTRACT,ORIGINAL,CLOSED,35877.68,35877.68,0.1002,0.0,30644.45,28239.82,7637.86,EUR,2022-03-01,2022-07-25,EMP-000045,2022-02-18,,2022-01-14
BDG-PRJ-2024-00014-04.01-REV1,PRJ-2024-00014,4.01,MATERIAL,REV1,FROZEN,10000.0,10237.31,0.1237,0.0,4849.21,3602.79,6634.52,USD,2025-07-01,2026-02-02,EMP-000868,2025-06-19,,2025-05-08
BDG-PRJ-2023-00118-05.02-REV1,PRJ-2023-00118,5.02,MATERIAL,REV1,ACTIVE,96060.14,85611.29,0.1283,0.0,63204.59,50914.47,34696.82,SAR,2020-10-01,2021-03-16,EMP-000230,2020-09-12,Response data plant enough.,2020-08-26
BDG-PRJ-2020-00952-03.04-ORIGINAL,PRJ-2020-00952,3.04,LABOUR,ORIGINAL,CLOSED,167314.0,167314.0,0.088,0.0,102895.22,87469.11,79844.89,SAR,2020-04-01,2020-12-19,EMP-000114,2020-03-09,,2020-03-01
BDG-PRJ-2023-00312-02.03-ORIGINAL,PRJ-2023-00312,2.03,OVERHEAD,ORIGINAL,ACTIVE,2012032.51,2012032.51,0.0747,0.0,1684199.46,995152.72,1016879.79,SAR,2019-01-01,2019-09-12,EMP-000779,2018-12-17,,2018-11-29
BDG-PRJ-2024-00442-03.03-REV3,PRJ-2024-00442,3.03,MATERIAL,REV3,APPROVED,265771.2,227357.86,0.0597,0.0,143476.66,133574.92,93782.94,USD,2021-06-01,2022-03-03,EMP-001000,2021-05-09,,2021-04-25
BDG-PRJ-2024-00666-05.02-REV1,PRJ-2024-00666,5.02,LABOUR,REV1,SUBMITTED,117166.26,127797.23,0.113,0.0,41485.97,40829.04,86968.19,USD,2024-04-01,2024-10-06,EMP-000177,,Economy traditional anything plant stop analysis.,2024-02-14
BDG-PRJ-2019-00634-06.03-REV2,PRJ-2019-00634,6.03,CONTINGENCY,REV2,APPROVED,564733.02,489919.7,0.1221,68953.9,203328.45,157629.94,332289.76,USD,2021-09-01,2022-05-26,EMP-000751,2021-08-05,,2021-07-04
BDG-PRJ-2024-00447-02.04-REV1,PRJ-2024-00447,2.04,OVERHEAD,REV1,ACTIVE,10000.0,10896.61,0.0522,0.0,7824.02,4416.4,6480.21,USD,2019-10-01,2020-01-30,EMP-000341,2019-09-01,,2019-08-17
BDG-PRJ-2023-00702-02.02-REV1,PRJ-2023-00702,2.02,EQUIPMENT,REV1,ACTIVE,231751.7,253278.5,0.089,0.0,107429.28,53908.04,199370.46,USD,2023-04-01,2023-07-04,EMP-000870,2023-03-11,,2023-02-07
BDG-PRJ-2019-00538-05.03-REV2,PRJ-2019-00538,5.03,MATERIAL,REV2,APPROVED,517258.38,486001.38,0.0619,0.0,301388.64,194673.45,291327.93,EUR,2024-03-01,2024-10-19,EMP-000491,2024-02-22,,2024-01-24
BDG-PRJ-2019-00844-04.05-ORIGINAL,PRJ-2019-00844,4.05,EQUIPMENT,ORIGINAL,ACTIVE,17714.18,17714.18,0.1472,0.0,8763.86,8529.11,9185.07,SAR,2023-05-01,2023-10-06,EMP-000517,2023-04-14,,2023-03-12
BDG-PRJ-2019-00836-01.03-ORIGINAL,PRJ-2019-00836,1.03,CONTINGENCY,ORIGINAL,APPROVED,904946.46,904946.46,0.1472,133208.12,563268.74,557287.5,347658.96,USD,2025-10-01,2026-02-22,EMP-000652,2025-09-04,,2025-08-12
BDG-PRJ-2023-00650-04.04-ORIGINAL,PRJ-2023-00650,4.04,MATERIAL,ORIGINAL,ACTIVE,270423.52,270423.52,0.1308,0.0,203287.8,117463.91,152959.61,SAR,2020-12-01,2021-10-09,EMP-000814,2020-11-22,,2020-10-18
BDG-PRJ-2023-00190-03.02-REV1,PRJ-2023-00190,3.02,OVERHEAD,REV1,APPROVED,87296.72,85032.6,0.0782,0.0,70675.0,64225.88,20806.72,SAR,2024-10-01,2025-04-05,EMP-000130,2024-09-11,,2024-08-03
BDG-PRJ-2022-00661-07.01-REV2,PRJ-2022-00661,7.01,LABOUR,REV2,ACTIVE,420488.66,374189.49,0.0512,0.0,198467.98,110153.25,264036.24,SAR,2019-11-01,2020-02-21,EMP-000147,2019-10-17,,2019-09-12
BDG-PRJ-2023-00615-01.01-REV3,PRJ-2023-00615,1.01,LABOUR,REV3,ACTIVE,4906342.37,5558799.07,0.0838,0.0,2342438.93,1733903.08,3824895.99,SAR,2023-08-01,2024-01-21,EMP-000814,2023-07-21,,2023-06-15
BDG-PRJ-2023-00709-05.05-ORIGINAL,PRJ-2023-00709,5.05,SUBCONTRACT,ORIGINAL,SUBMITTED,213800.66,213800.66,0.0797,0.0,129761.06,119152.02,94648.64,SAR,2020-01-01,2020-07-23,EMP-000713,,,2019-11-21
BDG-PRJ-2024-00672-05.02-REV3,PRJ-2024-00672,5.02,SUBCONTRACT,REV3,ACTIVE,236175.6,285925.01,0.1215,0.0,170151.78,169366.36,116558.65,SAR,2020-02-01,2020-09-22,EMP-000576,2020-01-22,,2019-12-04
BDG-PRJ-2023-00942-02.01-REV1,PRJ-2023-00942,2.01,LABOUR,REV1,ACTIVE,81712.2,91662.57,0.11,0.0,35760.5,29811.26,61851.31,SAR,2021-10-01,2022-05-25,EMP-000184,2021-09-16,,2021-08-11
BDG-PRJ-2024-00378-05.01-REV2,PRJ-2024-00378,5.01,OVERHEAD,REV2,FROZEN,45489.35,41333.24,0.1278,0.0,16064.91,11620.52,29712.72,SAR,2025-08-01,2025-12-03,EMP-000713,2025-07-02,,2025-06-30
BDG-PRJ-2019-00331-03.02-REV2,PRJ-2019-00331,3.02,MATERIAL,REV2,ACTIVE,565521.57,700760.14,0.0981,0.0,463234.6,379065.84,321694.3,SAR,2020-11-01,2021-06-04,EMP-000936,2020-10-10,,2020-09-17
BDG-PRJ-2020-00546-04.04-ORIGINAL,PRJ-2020-00546,4.04,SUBCONTRACT,ORIGINAL,ACTIVE,45065.59,45065.59,0.1277,0.0,35456.49,21616.65,23448.94,SAR,2019-04-01,2020-01-01,EMP-000036,2019-03-14,,2019-01-31
BDG-PRJ-2021-00137-02.01-REV3,PRJ-2021-00137,2.01,MATERIAL,REV3,CLOSED,181198.67,164118.83,0.1279,0.0,94570.69,86780.54,77338.29,SAR,2023-07-01,2024-01-31,EMP-000418,2023-06-23,,2023-05-29
BDG-PRJ-2024-00986-03.04-REV2,PRJ-2024-00986,3.04,SUBCONTRACT,REV2,ACTIVE,79500.12,70946.22,0.0554,0.0,46041.56,33997.7,36948.52,SAR,2023-03-01,2023-06-14,EMP-000245,2023-02-20,,2023-01-30
BDG-PRJ-2022-00583-07.02-REV2,PRJ-2022-00583,7.02,MATERIAL,REV2,SUBMITTED,333857.57,410479.99,0.1027,0.0,238944.79,205798.06,204681.93,SAR,2022-11-01,2023-02-05,EMP-000267,,Side PM energy scientist necessary.,2022-09-12
BDG-PRJ-2020-00033-03.05-ORIGINAL,PRJ-2020-00033,3.05,MATERIAL,ORIGINAL,ACTIVE,268469.65,268469.65,0.1448,0.0,153719.79,131538.54,136931.11,SAR,2021-10-01,2022-09-12,EMP-000427,2021-09-11,,2021-08-24
BDG-PRJ-2024-00997-02.05-ORIGINAL,PRJ-2024-00997,2.05,CONTINGENCY,ORIGINAL,ACTIVE,771668.18,771668.18,0.09,69450.14,257427.03,179206.66,592461.52,USD,2025-12-01,2026-04-09,EMP-000772,2025-11-09,,2025-10-12
