material_id,material_code,material_name,material_level,parent_material_id,category,sub_category,unit_of_measure,unit_price,currency,lead_time_days,hazardous,requires_inspection,strategic_item,local_content,weight_kg,unspsc_code,min_stock_level,max_stock_level,reorder_point,reorder_quantity,shelf_life_days,manufacturer,brand,country_of_origin,active,created_date
MAT-00000482,CIV-SAN-00482,Sand - Occaecati 365,ITEM,MAT-00000123,CIVIL,Sand,MT,189.57,USD,15,False,False,False,False,,30100080,314,2826,558,2740,,Austin-Ford,and Sons Nihil,China,True,2019-06-07
MAT-00000483,MEC-COM-00483,Compressors - Aut 393,ITEM,MAT-00000264,MECHANICAL,Compressors,SET,27379.45,EUR,127,False,False,False,False,3533.94,40170033,234,1872,438,1193,,Cooper LLC,Ltd Voluptatum,Japan,False,2023-08-20
MAT-00000484,CHM-DEM-00484,Demulsifier - Sed 186,ITEM,MAT-00000205,CHEMICALS,Demulsifier,DRUM,4296.71,SAR,33,False,False,False,True,,12140040,493,1972,577,1671,3075.0,Gregory-Porter,Ltd Neque,Japan,True,2018-08-24
MAT-00000485,EQP-FOR-00485,Forklift - Create 867,ITEM,MAT-00000481,EQUIPMENT,Forklift,MONTH,466254.49,USD,183,False,False,False,False,3489.41,22100061,17,102,17,71,,Luna Ltd,Ltd Develop,UAE,True,2023-12-29
MAT-00000486,FUE-NAT-00486,Natural Gas - Industry 274,ITEM,MAT-00000416,FUEL,Natural Gas,LTR,121.87,SAR,9,False,True,False,True,,15100055,497,1491,713,1004,1558.0,Brown Group,Inc Qui,USA,True,2022-04-02
MAT-00000487,SVC-LAB-00487,Labour Hour - Body 158,ITEM,MAT-00000198,SERVICES,Labour Hour,DAY,2441.47,USD,5,False,False,False,True,,72100049,485,1455,963,959,,"Nash, Waters and Young",and Sons Sing,UAE,True,2023-06-23
MAT-00000488,PIP-CAR-00488,Carbon Steel - Numquam 887,ITEM,MAT-00000006,PIPES,Carbon Steel,JOINT,1782.59,USD,62,False,True,False,True,2645.49,40140029,220,880,344,227,,Rose and Sons,Inc Itaque,Japan,True,2019-09-30
MAT-00000489,PIP-HDP-00489,HDPE - Omnis 504,ITEM,MAT-00000130,PIPES,HDPE,JOINT,235.22,USD,68,False,True,False,False,1796.19,40140035,66,396,102,86,,"Williams, Morgan and Harrison",PLC Suscipit,UK,True,2019-07-02
MAT-00000490,CON-PRE-00490,Precast - Qui 911,COMPONENT,MAT-00000319,CONCRETE,Precast,BAG,129.89,USD,8,False,False,False,True,3821.97,30110061,266,2394,333,715,,Jones-Wilson,Group Maiores,China,True,2019-03-18
MAT-00000491,STL-PLA-00491,Plates - Facilis 387,ITEM,MAT-00000040,STRUCTURAL_STEEL,Plates,MT,1574.16,USD,60,False,False,False,False,3804.5,30100041,326,1630,587,708,,Smith-Mills,LLC Optio,USA,True,2020-10-18
MAT-00000492,PIP-HDP-00492,HDPE - Rise 380,ASSEMBLY,MAT-00000136,PIPES,HDPE,JOINT,1418.79,GBP,72,False,False,False,False,3144.54,40140029,127,508,160,332,,Burns-Miller,PLC Style,India,True,2018-06-07
MAT-00000493,CIV-SAN-00493,Sand - Official 472,ITEM,MAT-00000040,CIVIL,Sand,MT,84.42,USD,13,False,True,False,True,,30100064,339,1017,494,451,,Ali PLC,Group Common,Japan,True,2021-01-07
MAT-00000494,PIP-CAR-00494,Carbon Steel - Minus 214,ITEM,MAT-00000130,PIPES,Carbon Steel,RM,21.06,EUR,60,False,True,False,False,503.82,40140033,139,1390,232,823,,Miller-Garrett,LLC Neque,USA,True,2021-05-31
MAT-00000495,SAF-FIR-00495,Fire Extinguisher - Tonight 142,ITEM,MAT-00000220,SAFETY,Fire Extinguisher,SET,1483.88,USD,18,False,False,False,True,,46180084,206,824,233,339,,Taylor Inc,PLC Fugit,France,False,2019-05-08
MAT-00000496,ITQ-MON-00496,Monitor - Eaque 528,COMPONENT,MAT-00000307,IT,Monitor,NOS,466.91,USD,19,False,True,False,False,,43210078,379,1895,401,640,,Wyatt PLC,and Sons Father,South Korea,True,2020-02-25
MAT-00000497,SAF-GAS-00497,Gas Detector - Debitis 813,COMPONENT,MAT-00000229,SAFETY,Gas Detector,SET,899.72,EUR,16,False,True,False,False,,46180074,414,1242,499,1027,,"Bailey, Green and Brown",LLC Ipsa,Germany,True,2021-01-27
MAT-00000498,STL-PLA-00498,Plates - Minima 263,ASSEMBLY,MAT-00000278,STRUCTURAL_STEEL,Plates,MT,2211.74,GBP,64,False,True,False,True,3896.86,30100061,320,2240,425,696,,"James, Sheppard and Watts",Inc Mollitia,France,True,2018-01-15
MAT-00000499,EQP-WEL-00499,Welder - Of 384,ITEM,MAT-00000312,EQUIPMENT,Welder,MONTH,354023.13,USD,158,False,False,False,True,595.53,22100038,33,198,51,43,,Lucas LLC,Inc Special,Germany,True,2019-08-30
MAT-00000500,MEC-COM-00500,Compressors - Image 432,ITEM,MAT-00000143,MECHANICAL,Compressors,NOS,1698.58,USD,157,False,False,False,False,4419.93,40170043,379,1895,588,1631,,Rahman Inc,Group Near,China,True,2021-04-22
MAT-00000501,VLV-GLO-00501,Globe - Material 325,PRODUCT,,VALVES,Globe,SET,8919.09,SAR,148,False,False,False,False,,40140184,64,576,96,275,,"Hunt, Hudson and Steele",Ltd Environment,UAE,True,2022-12-17
MAT-00000502,ITQ-ROU-00502,Router - Tempore 846,ITEM,MAT-00000108,IT,Router,SET,1235.44,EUR,19,False,True,False,False,,43210068,104,520,128,395,,Evans Inc,Inc Property,Germany,True,2023-07-03
MAT-00000503,CON-PRE-00503,Precast - Itaque 486,PRODUCT,,CONCRETE,Precast,BAG,368.69,USD,6,False,True,False,False,4851.93,30110022,380,1900,752,404,,Bauer PLC,Group Act,UK,True,2019-02-13
MAT-00000504,SAF-PPE-00504,PPE - Party 242,COMPONENT,MAT-00000092,SAFETY,PPE,NOS,1541.38,USD,10,False,False,True,False,,46180079,386,3088,748,734,,"Anderson, Hyde and Archer",Group Rich,Italy,True,2020-04-08
MAT-00000505,ITQ-SWI-00505,Switch - Sunt 245,COMPONENT,MAT-00000220,IT,Switch,SET,857.12,USD,25,False,True,False,True,,43210015,62,434,68,323,,Kelly and Sons,and Sons Eveniet,China,True,2022-08-29
MAT-00000506,ELE-SWI-00506,Switchgear - Quos 388,PRODUCT,,ELECTRICAL,Switchgear,NOS,65539.91,USD,58,False,False,False,False,,26100024,261,1305,317,720,,Hunter-Brown,LLC Enough,UAE,True,2019-02-21
MAT-00000507,VLV-GAT-00507,Gate - Memory 377,ITEM,MAT-00000033,VALVES,Gate,NOS,8985.58,USD,156,False,True,False,False,,40140197,164,1148,253,1060,,"Harris, Harrison and Barrett",PLC Iste,Italy,True,2019-03-02
MAT-00000508,ITQ-LAP-00508,Laptop - Harum 844,COMPONENT,MAT-00000006,IT,Laptop,NOS,3911.14,USD,16,False,True,False,False,,43210071,427,1708,484,1610,,Schmidt Group,LLC Odit,Japan,True,2022-10-17
MAT-00000509,CON-ADM-00509,Admixtures - Stand 604,ITEM,MAT-00000230,CONCRETE,Admixtures,BAG,287.57,USD,8,False,False,False,True,4720.15,30110041,206,1854,346,1224,,"Skinner, Brown and Baxter",LLC Reason,South Korea,True,2023-12-27
MAT-00000510,STL-CHA-00510,Channels - Eaque 969,ITEM,MAT-00000344,STRUCTURAL_STEEL,Channels,KG,2257.73,USD,60,False,True,False,True,2369.64,30100027,481,1924,511,1196,,"Dyer, Bird and Bolton",Inc Necessary,Germany,True,2022-01-18
MAT-00000511,SVC-SCA-00511,Scaffolding - Animal 778,PRODUCT,,SERVICES,Scaffolding,HR,1093.15,USD,6,False,True,False,True,,72100013,366,3294,556,587,,Russo and Sons,Group Bit,France,True,2019-03-11
MAT-00000512,EQP-CRA-00512,Crane - Own 554,COMPONENT,MAT-00000106,EQUIPMENT,Crane,DAY,71068.11,USD,121,False,False,False,True,912.13,22100027,393,2751,633,2078,,"Jones, Johnson and Wright",LLC Police,China,True,2021-10-13
MAT-00000513,EQP-CRA-00513,Crane - Add 260,PRODUCT,,EQUIPMENT,Crane,MONTH,375690.9,USD,121,False,True,False,False,2271.49,22100043,480,3360,843,1411,,"Henry, Preston and Miller",LLC Maxime,Japan,False,2022-10-02
MAT-00000514,CSM-GRI-00514,Grinding Disc - Than 947,ITEM,MAT-00000144,CONSUMABLES,Grinding Disc,PKT,309.9,USD,12,False,False,False,False,,31160019,428,4280,672,1710,1588.0,"Thomas, Bruce and Rogers",PLC Blood,Germany,True,2022-07-18
MAT-00000515,ELE-TRA-00515,Transformers - Night 292,ITEM,MAT-00000086,ELECTRICAL,Transformers,RM,7790.08,EUR,57,False,True,False,True,,26100023,43,258,81,45,,O'Connor Ltd,PLC Open,South Korea,True,2021-06-20
MAT-00000516,PIP-CAR-00516,Carbon Steel - Corrupti 869,COMPONENT,MAT-00000390,PIPES,Carbon Steel,RM,1136.2,EUR,42,False,True,True,True,4902.71,40140046,500,4500,756,1298,,"Hale, King and Young",and Sons Quae,UK,True,2021-07-12
MAT-00000517,CHM-COR-00517,Corrosion Inhibitor - Unde 798,ASSEMBLY,MAT-00000220,CHEMICALS,Corrosion Inhibitor,KG,4487.73,USD,36,False,True,False,True,,12140085,454,1362,602,619,1926.0,"Murillo, Ramos and Gomez",PLC Minima,USA,True,2019-09-13
MAT-00000518,CHM-DEM-00518,Demulsifier - Tempora 447,PRODUCT,,CHEMICALS,Demulsifier,DRUM,3288.39,EUR,25,False,False,False,False,,12140076,486,3888,715,3702,1221.0,"Turnbull, Smith and Kaur",PLC Magni,UAE,True,2019-06-22
MAT-00000519,STL-CHA-00519,Channels - Occaecati 421,COMPONENT,MAT-00000158,STRUCTURAL_STEEL,Channels,KG,2992.52,EUR,69,False,False,False,True,74.72,30100049,290,1160,545,386,,Wood LLC,PLC Voice,Germany,True,2023-02-06
MAT-00000520,PIP-GRP-00520,GRP - Ab 140,PRODUCT,,PIPES,GRP,JOINT,196.67,USD,69,False,True,False,True,4383.29,40140093,483,2415,964,736,,Stevens LLC,Ltd Quod,UAE,True,2023-06-23
MAT-00000521,SVC-CRA-00521,Crane Rental - Between 858,ITEM,MAT-00000305,SERVICES,Crane Rental,DAY,2586.77,EUR,7,False,True,False,False,,72100043,459,1377,776,1118,,Kelly-Taylor,PLC Early,India,True,2018-08-22
MAT-00000522,CON-REA-00522,Ready-Mix - In 849,ITEM,MAT-00000198,CONCRETE,Ready-Mix,BAG,146.45,USD,5,False,True,False,False,1744.7,30110069,338,3380,393,689,,"Ross, Hardin and Navarro",Group Method,USA,True,2020-01-09
MAT-00000523,SAF-FIR-00523,Fire Extinguisher - Physical 427,COMPONENT,MAT-00000290,SAFETY,Fire Extinguisher,SET,133.62,USD,17,False,True,False,True,,46180068,29,145,44,47,,Elliott PLC,Inc Will,France,True,2020-05-24
MAT-00000524,VLV-CHE-00524,Check - Laudantium 514,ITEM,MAT-00000298,VALVES,Check,SET,10749.7,USD,82,False,False,False,True,,40140191,100,400,118,135,,Begum-O'Neill,Ltd Protect,USA,True,2021-01-26
MAT-00000525,EQP-WEL-00525,Welder - Asperiores 648,ITEM,MAT-00000144,EQUIPMENT,Welder,MONTH,446590.16,USD,126,False,True,False,True,3765.88,22100031,111,888,164,604,,"Thomas, Powell and Burrows",and Sons Report,Germany,False,2023-05-02
MAT-00000526,EQP-WEL-00526,Welder - Occaecati 985,ITEM,MAT-00000267,EQUIPMENT,Welder,NOS,280673.77,GBP,145,False,True,False,False,1618.67,22100050,17,85,31,35,,Reynolds Group,and Sons Blanditiis,UAE,True,2023-08-08
MAT-00000527,ELE-MCB-00527,MCBs - Rem 813,ASSEMBLY,MAT-00000518,ELECTRICAL,MCBs,RM,98823.98,SAR,57,False,True,False,False,,26100022,28,168,51,76,,"Ross, Miller and Shaw",and Sons Ratione,South Korea,True,2022-09-18
MAT-00000528,CON-PRE-00528,Precast - Method 948,ITEM,MAT-00000134,CONCRETE,Precast,CUM,235.51,USD,7,False,False,False,False,3496.59,30110093,243,2187,348,963,,"Bradshaw, Moore and Turner",and Sons Exactly,South Korea,True,2021-12-13
MAT-00000529,VLV-BAL-00529,Ball - Iste 189,ASSEMBLY,MAT-00000312,VALVES,Ball,SET,18718.76,USD,100,False,False,False,False,,40140198,358,3222,682,1518,,Powers Group,LLC Full,USA,True,2019-02-11
MAT-00000530,FUE-DIE-00530,Diesel - Saepe 664,PRODUCT,,FUEL,Diesel,GAL,150.24,EUR,9,True,False,False,True,,15100047,446,4014,554,1358,1590.0,Jackson-Bailey,PLC Let,USA,True,2023-02-06
MAT-00000531,CON-ADM-00531,Admixtures - Window 115,ITEM,MAT-00000292,CONCRETE,Admixtures,BAG,83.19,USD,6,False,False,False,False,1536.99,30110063,354,2124,356,1203,,Jennings and Sons,Inc Eight,China,True,2018-05-14
MAT-00000532,ITQ-UPS-00532,UPS - Trouble 231,ITEM,MAT-00000211,IT,UPS,SET,935.01,USD,20,False,True,False,True,,43210092,211,633,416,506,,Ward Inc,Group Adipisci,UK,False,2022-10-24
MAT-00000533,EQP-WEL-00533,Welder - Eos 430,PRODUCT,,EQUIPMENT,Welder,NOS,218982.09,USD,222,False,True,True,False,1960.07,22100090,479,3353,907,2743,,Payne LLC,PLC Run,India,True,2019-10-14
MAT-00000534,STL-REB-00534,Rebar - However 404,PRODUCT,,STRUCTURAL_STEEL,Rebar,KG,569.55,EUR,118,False,False,False,True,3670.85,30100068,334,2672,429,1315,,Jackson-Campbell,Inc Ullam,India,True,2020-06-27
MAT-00000535,SAF-FIR-00535,First Aid Kit - Audience 389,ITEM,MAT-00000170,SAFETY,First Aid Kit,BOX,108.24,USD,12,False,False,False,False,,46180023,66,660,81,175,,"Dixon, Davis and Knowles",Inc Totam,Japan,True,2019-08-04
MAT-00000536,INS-LEV-00536,Level Gauges - Eveniet 927,PRODUCT,,INSTRUMENTS,Level Gauges,NOS,31385.86,USD,61,False,False,False,False,,41110036,361,3249,553,1645,,"Stewart, Spencer and Saunders",and Sons Month,Germany,True,2023-01-21
MAT-00000537,CON-CEM-00537,Cement - Ratione 648,PRODUCT,,CONCRETE,Cement,CUM,129.23,USD,7,False,False,False,False,791.95,30110042,484,1936,582,1725,,Wright PLC,LLC Mollitia,China,True,2018-05-02
MAT-00000538,CON-GRO-00538,Grout - Affect 624,ITEM,MAT-00000090,CONCRETE,Grout,CUM,92.39,USD,5,False,False,False,True,2407.88,30110021,188,1316,307,1203,,"Parsons, Johnson and Smith",Inc Molestias,UK,True,2022-11-22
MAT-00000539,CON-GRO-00539,Grout - Yet 721,ITEM,MAT-00000278,CONCRETE,Grout,CUM,325.13,EUR,7,False,True,False,False,2167.36,30110067,226,1582,434,878,,Hayes Group,Inc Quasi,UK,True,2019-03-17
MAT-00000540,VLV-GLO-00540,Globe - Key 284,ITEM,MAT-00000071,VALVES,Globe,SET,8445.73,USD,145,False,True,False,False,,40140192,496,3968,699,618,,"Hernandez, Waller and Browning",Group Design,UAE,True,2019-04-15
MAT-00000541,PIP-STA-00541,Stainless Steel - Partner 494,PRODUCT,,PIPES,Stainless Steel,JOINT,756.49,EUR,47,False,True,False,False,1068.87,40140082,417,3336,536,2717,,Parker Ltd,Group Reality,Japan,True,2018-09-29
MAT-00000542,STL-ANG-00542,Angles - Friend 227,ITEM,MAT-00000513,STRUCTURAL_STEEL,Angles,KG,1934.87,EUR,103,False,False,False,True,985.62,30100073,265,795,405,696,,"Patel, Ball and White",Ltd Southern,Italy,True,2019-05-04
MAT-00000543,VLV-REL-00543,Relief - Neque 171,ITEM,MAT-00000017,VALVES,Relief,SET,990.03,EUR,153,False,False,False,True,,40140161,28,84,38,69,,Williams-McDonald,and Sons Both,Italy,True,2018-03-08
MAT-00000544,CHM-BIO-00544,Biocide - Crime 129,COMPONENT,MAT-00000211,CHEMICALS,Biocide,KG,2031.7,USD,30,False,True,False,False,,12140073,444,1776,875,1209,947.0,"Jensen, Obrien and Salazar",and Sons Her,China,True,2019-02-25
MAT-00000545,CSM-BOL-00545,Bolt - Rise 213,PRODUCT,,CONSUMABLES,Bolt,KG,85.93,USD,15,False,False,False,True,,31160098,454,1362,586,1358,226.0,Kerr PLC,Ltd Ea,Japan,True,2018-06-26
MAT-00000546,CIV-GEO-00546,Geotextile - Porro 634,ITEM,MAT-00000183,CIVIL,Geotextile,SQM,38.22,USD,17,False,True,False,True,,30100084,464,4176,790,2294,,O'Brien and Sons,Group Wish,South Korea,True,2019-05-17
MAT-00000547,INS-LEV-00547,Level Gauges - Neque 161,ITEM,MAT-00000219,INSTRUMENTS,Level Gauges,SET,18221.28,USD,78,False,False,False,False,,41110041,347,2082,386,500,,"Powers, Harris and Harris",Group Voluptas,India,True,2023-07-19
MAT-00000548,ITQ-MON-00548,Monitor - Officia 208,ITEM,MAT-00000321,IT,Monitor,NOS,1768.21,GBP,26,False,False,False,False,,43210049,372,3720,707,1002,,Sullivan-Williams,Ltd Mollitia,Germany,True,2023-08-29
MAT-00000549,CSM-GAS-00549,Gasket - Near 862,ITEM,MAT-00000328,CONSUMABLES,Gasket,KG,390.23,USD,14,False,False,False,False,,31160083,341,1364,416,1285,481.0,Bryant-Rich,PLC Animi,India,True,2019-03-15
MAT-00000550,PIP-HDP-00550,HDPE - Quas 200,ITEM,MAT-00000469,PIPES,HDPE,JOINT,716.87,USD,75,False,True,False,True,2510.96,40140075,180,540,292,319,,Carter Group,LLC Doloremque,China,True,2022-02-23
MAT-00000551,ELE-TRA-00551,Transformers - Impedit 136,ITEM,MAT-00000134,ELECTRICAL,Transformers,NOS,17672.74,USD,49,False,False,False,False,,26100092,137,548,193,195,,"Black, Thomas and Gallegos",Inc Couple,France,True,2018-08-06
MAT-00000552,STL-PLA-00552,Plates - Increase 196,PRODUCT,,STRUCTURAL_STEEL,Plates,MT,1479.77,USD,106,False,False,False,False,855.15,30100036,187,1309,367,776,,Price-Carpenter,Group Enough,Germany,True,2018-01-13
MAT-00000553,ELE-TRA-00553,Transformers - Voluptate 281,ITEM,MAT-00000503,ELECTRICAL,Transformers,RM,17031.56,EUR,35,False,True,False,True,,26100011,351,3510,570,1719,,"Quinn, Davis and Mccarthy",Inc Quaerat,Japan,True,2018-03-27
MAT-00000554,SAF-PPE-00554,PPE - Human 271,PRODUCT,,SAFETY,PPE,BOX,707.53,USD,10,False,False,False,True,,46180012,300,2100,416,1375,,Read LLC,and Sons Country,Germany,True,2023-08-23
MAT-00000555,ITQ-SWI-00555,Switch - Kind 630,PRODUCT,,IT,Switch,SET,2504.24,USD,22,False,True,False,True,,43210011,433,3464,587,3341,,Elliott-Hunt,Ltd Buy,France,True,2021-09-28
MAT-00000556,INS-TRA-00556,Transmitters - Degree 298,ITEM,MAT-00000106,INSTRUMENTS,Transmitters,SET,68529.99,EUR,69,False,True,True,False,,41110099,230,1840,282,1754,,"Cannon, Smith and Jimenez",PLC Political,UK,True,2019-01-01
MAT-00000557,EQP-WEL-00557,Welder - Ex 954,ASSEMBLY,MAT-00000307,EQUIPMENT,Welder,MONTH,87888.65,SAR,164,False,False,False,False,4969.72,22100049,107,321,181,240,,"Keller, Chavez and Ramos",and Sons Sit,France,True,2021-11-07
MAT-00000558,CIV-FIL-00558,Fill Material - Appear 166,ITEM,MAT-00000194,CIVIL,Fill Material,CUM,194.05,USD,12,False,False,False,False,,30100089,295,1475,450,1292,,Brown LLC,and Sons Region,Japan,True,2021-03-26
MAT-00000559,PIP-COP-00559,Copper - Iure 246,PRODUCT,,PIPES,Copper,RM,125.32,USD,67,False,True,False,True,688.6,40140046,412,2060,456,1872,,Rodriguez and Sons,Ltd Similique,India,True,2021-01-13
MAT-00000560,PIP-CAR-00560,Carbon Steel - Lose 795,COMPONENT,MAT-00000318,PIPES,Carbon Steel,JOINT,512.48,EUR,64,False,False,False,True,1306.31,40140048,315,2205,403,1469,,Green LLC,LLC Atque,UAE,True,2022-11-21
MAT-00000561,SAF-SAF-00561,Safety Signage - Quo 241,PRODUCT,,SAFETY,Safety Signage,NOS,835.54,USD,14,False,True,False,False,,46180079,103,927,203,550,,Ruiz-Martinez,LLC Qui,South Korea,True,2019-01-29
MAT-00000562,FUE-LPG-00562,LPG - Safe 694,ITEM,MAT-00000315,FUEL,LPG,GAL,86.11,USD,8,False,False,True,False,,15100021,396,1980,710,1015,2127.0,"Brown, Duncan and Krause",Group Nobis,UAE,True,2020-09-20
MAT-00000563,CIV-FIL-00563,Fill Material - Facilis 441,ITEM,MAT-00000040,CIVIL,Fill Material,MT,29.56,EUR,17,False,False,False,False,,30100016,53,159,70,159,,Flynn Group,Group Use,France,True,2019-03-15
MAT-00000564,INS-LEV-00564,Level Gauges - Section 408,ITEM,MAT-00000069,INSTRUMENTS,Level Gauges,NOS,59289.74,EUR,107,False,False,False,False,,41110081,389,3890,458,1304,,Winter Inc,Ltd Sing,Japan,True,2019-09-26
MAT-00000565,ITQ-UPS-00565,UPS - Successful 500,COMPONENT,MAT-00000503,IT,UPS,NOS,662.07,USD,23,False,False,False,True,,43210023,252,756,465,510,,Thomas-Stone,Inc Road,China,True,2022-12-23
MAT-00000566,INS-FLO-00566,Flow Meters - Facere 245,ITEM,MAT-00000559,INSTRUMENTS,Flow Meters,NOS,67369.32,USD,112,False,False,False,False,,41110025,231,1155,393,253,,Evans-Pierce,Inc Laboriosam,India,True,2020-01-27
MAT-00000567,INS-THE-00567,Thermocouples - Reiciendis 251,ITEM,MAT-00000319,INSTRUMENTS,Thermocouples,SET,23298.03,USD,97,False,False,False,True,,41110099,419,1676,656,1272,,Lee LLC,Group Race,China,True,2022-10-07
MAT-00000568,VLV-REL-00568,Relief - Meet 466,PRODUCT,,VALVES,Relief,SET,1800.77,EUR,159,False,False,False,True,,40140127,249,2490,319,286,,"Murray, Grimes and Huang",Group Thing,South Korea,True,2019-10-11
MAT-00000569,VLV-GLO-00569,Globe - Recusandae 485,ITEM,MAT-00000344,VALVES,Globe,SET,25700.95,USD,99,False,True,False,True,,40140127,152,1064,252,221,,"Wilkinson, Martin and Vincent",Inc Fast,Italy,True,2023-06-05
MAT-00000570,CHM-CAT-00570,Catalyst - Group 781,PRODUCT,,CHEMICALS,Catalyst,DRUM,2650.9,USD,30,False,False,False,False,,12140018,33,99,43,62,465.0,"Wilkinson, Thompson and Butler",PLC Treatment,Italy,True,2019-01-31
MAT-00000571,SAF-FIR-00571,Fire Extinguisher - Voluptatibus 278,ITEM,MAT-00000086,SAFETY,Fire Extinguisher,NOS,1457.69,USD,16,False,False,True,True,,46180014,443,1772,669,1209,,"Higgins, Carroll and Hughes",LLC Incidunt,UAE,True,2018-05-01
MAT-00000572,CON-CEM-00572,Cement - Network 308,ITEM,MAT-00000389,CONCRETE,Cement,CUM,162.2,USD,7,False,True,False,False,2642.65,30110034,54,162,94,139,,Clark Inc,Inc Quae,China,True,2019-01-30
MAT-00000573,VLV-BUT-00573,Butterfly - Successful 920,COMPONENT,MAT-00000390,VALVES,Butterfly,NOS,17101.49,EUR,147,False,False,False,False,,40140170,266,2128,448,1532,,"Dyer, Cook and Jones",LLC Specific,USA,True,2019-07-19
MAT-00000574,EQP-WEL-00574,Welder - Term 169,ITEM,MAT-00000076,EQUIPMENT,Welder,NOS,391302.48,USD,135,False,False,True,False,112.72,22100047,482,3374,681,3362,,Hardy Group,Ltd Above,Germany,False,2022-01-05
MAT-00000575,CIV-ASP-00575,Asphalt - Aperiam 367,PRODUCT,,CIVIL,Asphalt,SQM,102.51,USD,10,False,False,False,False,,30100043,344,1032,360,690,,Owens-Williams,Inc Tempore,India,True,2022-09-23
MAT-00000576,CON-CEM-00576,Cement - Full 712,ITEM,MAT-00000559,CONCRETE,Cement,BAG,468.15,EUR,5,False,True,True,False,4521.62,30110099,437,1311,614,509,,Mitchell PLC,Group Explain,France,True,2022-09-01
MAT-00000577,ELE-SWI-00577,Switchgear - Coach 722,COMPONENT,MAT-00000183,ELECTRICAL,Switchgear,SET,4183.68,USD,46,False,True,False,False,,26100039,20,60,20,32,,Brown PLC,and Sons Quo,UK,True,2023-12-29
MAT-00000578,CIV-SAN-00578,Sand - Fugit 547,ITEM,MAT-00000267,CIVIL,Sand,MT,140.61,USD,16,False,False,True,True,,30100088,472,3776,652,1265,,"Brock, Andrews and Jackson",PLC Quis,China,True,2021-11-06
MAT-00000579,STL-CHA-00579,Channels - Architecto 399,PRODUCT,,STRUCTURAL_STEEL,Channels,KG,2977.35,USD,106,False,True,True,True,2192.79,30100046,32,256,54,186,,Ruiz Ltd,Inc Asperiores,Germany,True,2020-09-27
MAT-00000580,CON-REA-00580,Ready-Mix - Last 373,ITEM,MAT-00000075,CONCRETE,Ready-Mix,BAG,474.12,USD,7,False,False,False,False,1513.6,30110056,409,2863,743,1409,,Cole PLC,PLC Ipsa,UAE,True,2023-11-28
MAT-00000581,STL-CHA-00581,Channels - Eius 765,ITEM,MAT-00000511,STRUCTURAL_STEEL,Channels,MT,1199.46,USD,68,False,False,False,True,2764.83,30100025,200,1000,209,440,,Bradley-Davis,Inc Ipsa,Italy,False,2022-12-09
MAT-00000582,SVC-TRA-00582,Transport - Optio 329,PRODUCT,,SERVICES,Transport,DAY,2961.79,USD,5,False,True,False,True,,72100012,451,4059,647,2269,,Thomas PLC,LLC Ducimus,India,True,2018-07-01
MAT-00000583,INS-LEV-00583,Level Gauges - Itaque 986,ITEM,MAT-00000022,INSTRUMENTS,Level Gauges,SET,74990.47,SAR,108,False,False,False,False,,41110085,120,360,163,305,,Holland-Jones,Group Dolores,UK,True,2022-11-13
MAT-00000584,SAF-PPE-00584,PPE - Laudantium 863,COMPONENT,MAT-00000380,SAFETY,PPE,SET,1905.18,SAR,14,False,False,False,False,,46180083,378,2646,461,1939,,"Garcia, Roth and Robles",PLC Structure,India,True,2023-03-30
MAT-00000585,ITQ-SWI-00585,Switch - Quibusdam 682,PRODUCT,,IT,Switch,NOS,4994.15,EUR,18,False,True,False,False,,43210056,147,1029,150,274,,Wright-Smith,PLC Meet,UAE,True,2021-06-11
MAT-00000586,ELE-CAB-00586,Cables - At 165,COMPONENT,MAT-00000305,ELECTRICAL,Cables,RM,46649.29,SAR,45,False,False,False,False,,26100084,490,1960,631,1739,,Bradley PLC,Group Quisquam,Italy,True,2021-07-10
MAT-00000587,PIP-HDP-00587,HDPE - Consumer 666,ITEM,MAT-00000092,PIPES,HDPE,RM,1268.07,USD,79,False,False,False,False,921.29,40140074,450,4500,746,1749,,"Galvan, Andrews and Tucker",LLC Term,India,True,2018-06-21
MAT-00000588,PIP-GRP-00588,GRP - Dolorum 173,ITEM,MAT-00000017,PIPES,GRP,JOINT,1090.07,USD,55,False,True,True,False,2555.18,40140040,114,912,187,494,,Rees-Griffiths,LLC Tenetur,UK,True,2022-08-31
MAT-00000589,VLV-CHE-00589,Check - Believe 208,PRODUCT,,VALVES,Check,SET,48757.43,GBP,127,False,False,False,False,,40140130,198,594,272,274,,Clay Ltd,and Sons Local,France,True,2018-04-15
MAT-00000590,CHM-CAT-00590,Catalyst - Molestias 688,ITEM,MAT-00000545,CHEMICALS,Catalyst,DRUM,3578.56,SAR,32,False,True,False,True,,12140093,50,200,64,194,2611.0,Martin LLC,PLC Nostrum,South Korea,True,2023-08-25
MAT-00000591,CON-CEM-00591,Cement - Commodi 422,ITEM,MAT-00000554,CONCRETE,Cement,CUM,334.98,EUR,9,False,False,False,False,1465.33,30110041,178,1068,270,414,,"Downs, Powell and Anderson",Inc Quo,USA,True,2023-02-11
MAT-00000592,FUE-AVI-00592,Aviation Fuel - A 790,ITEM,MAT-00000232,FUEL,Aviation Fuel,LTR,71.04,USD,7,False,False,False,False,,15100082,433,2165,708,934,2425.0,Taylor Inc,Group Sunt,Germany,True,2022-07-28
