movement_id,material_id,project_id,grn_id,movement_type,quantity,unit_of_measure,unit_cost,total_value,from_location,to_location,batch_number,reason_code,movement_date,posted_by,approved_by,remarks,created_date
INV-MOV-00000226,MAT-00000154,PRJ-2021-00169,,ISSUE,-267,JOINT,858.68,-229267.56,SITE-D-WAREHOUSE-SEC-01,,,MAINTENANCE,2024-04-15,Mrs. Diane Reyes,,Industry class current painting their.,2024-04-15
INV-MOV-00000227,MAT-00000523,PRJ-2019-00457,,TRANSFER,233,SET,133.62,31133.46,SITE-D-WAREHOUSE-SEC-04,SITE-A-WAREHOUSE-SEC-05,,BUFFER_STOCK,2022-12-11,John Watson,,Represent middle.,2022-12-11
INV-MOV-00000228,MAT-00000261,PRJ-2021-00837,GRN-2024-0000593,RECEIPT,112,RM,52324.82,5860379.84,SITE-A-WAREHOUSE-SEC-01,,,TRANSFER_IN,2022-06-26,Bradley Martin,,,2022-06-26
INV-MOV-00000229,MAT-00000958,PRJ-2024-00916,GRN-2020-0000484,RECEIPT,479,SET,1926.96,923013.84,SITE-A-WAREHOUSE-SEC-03,,,TRANSFER_IN,2022-04-03,Jose Guerra,,,2022-04-03
INV-MOV-00000230,MAT-00000662,PRJ-2019-00987,,ISSUE,-457,SET,67192.0,-30706744.0,SITE-D-WAREHOUSE-SEC-04,,BATCH-13AD750,PRODUCTION,2025-07-13,James Hughes,,,2025-07-13
INV-MOV-00000231,MAT-00000896,PRJ-2022-00553,GRN-2020-0000357,RECEIPT,441,CUM,103.28,45546.48,SITE-A-WAREHOUSE-SEC-02,,,TRANSFER_IN,2023-07-21,Danny Flores,,,2023-07-21
INV-MOV-00000232,MAT-00000855,PRJ-2023-00004,,TRANSFER,153,MT,2227.77,340848.81,SITE-E-WAREHOUSE-SEC-04,SITE-D-WAREHOUSE-SEC-02,BATCH-15SE220,WAREHOUSE_REORG,2020-08-23,Brenda Thornton,,,2020-08-23
INV-MOV-00000233,MAT-00000897,PRJ-2024-00743,,TRANSFER,-17,SET,797.28,-13553.76,SITE-D-WAREHOUSE-SEC-05,SITE-A-WAREHOUSE-SEC-02,BATCH-79QN010,SITE_TRANSFER,2020-02-04,Kimberly Acosta,,,2020-02-04
INV-MOV-00000234,MAT-00000689,PRJ-2019-00721,,ADJUSTMENT,-126,SET,12212.94,-1538830.44,SITE-D-WAREHOUSE-SEC-04,,BATCH-86TH143,STOCK_COUNT,2020-10-03,Jason Bauer,Brian Stein,,2020-10-03
INV-MOV-00000235,MAT-00000297,PRJ-2023-00240,,TRANSFER,-375,KG,1566.16,-587310.0,SITE-E-WAREHOUSE-SEC-05,SITE-C-WAREHOUSE-SEC-02,,BUFFER_STOCK,2021-03-15,Alexis Robertson,,,2021-03-15
INV-MOV-00000236,MAT-00000308,PRJ-2019-00282,GRN-2024-0000606,RECEIPT,486,KG,1481.58,720047.88,SITE-B-WAREHOUSE-SEC-06,,,PO_DELIVERY,2024-08-06,Charles Patterson,,,2024-08-06
INV-MOV-00000237,MAT-00000965,PRJ-2024-00659,,RETURN,403,NOS,210628.09,84883120.27,SITE-E-WAREHOUSE-SEC-03,,,DEFECTIVE,2024-08-01,Cynthia Butler,,,2024-08-01
INV-MOV-00000238,MAT-00000773,PRJ-2019-00551,,ISSUE,-435,SET,6309.02,-2744423.7,SITE-B-WAREHOUSE-SEC-03,,BATCH-18IG518,MAINTENANCE,2025-12-29,Katie Smith,,,2025-12-29
INV-MOV-00000239,MAT-00000576,PRJ-2019-00423,,WRITEOFF,-286,BAG,468.15,-133890.9,SITE-E-WAREHOUSE-SEC-02,,BATCH-70VB654,OBSOLETE,2022-05-05,Austin Allen,Ashley Perkins,,2022-05-05
INV-MOV-00000240,MAT-00000945,PRJ-2021-00461,,TRANSFER,-48,SET,3473.33,-166719.84,SITE-B-WAREHOUSE-SEC-01,SITE-D-WAREHOUSE-SEC-04,,SITE_TRANSFER,2024-11-05,Brandi Bell,,,2024-11-05
INV-MOV-00000241,MAT-00000780,PRJ-2022-00602,,RETURN,287,JOINT,745.86,214061.82,SITE-B-WAREHOUSE-SEC-04,,BATCH-52ZI772,EXCESS_MATERIAL,2020-06-19,Ricardo Ellis,,,2020-06-19
INV-MOV-00000242,MAT-00000195,PRJ-2024-00986,,TRANSFER,-383,KG,2224.37,-851933.71,SITE-D-WAREHOUSE-SEC-02,SITE-B-WAREHOUSE-SEC-04,BATCH-43UT030,WAREHOUSE_REORG,2020-10-09,Virginia Daniels,,,2020-10-09
INV-MOV-00000243,MAT-00000547,PRJ-2023-00665,,ISSUE,-134,SET,18221.28,-2441651.52,SITE-C-WAREHOUSE-SEC-05,,BATCH-40XD345,PRODUCTION,2022-08-27,Evelyn Martinez,,,2022-08-27
INV-MOV-00000244,MAT-00000860,PRJ-2023-00328,,ADJUSTMENT,190,CUM,112.1,21299.0,SITE-A-WAREHOUSE-SEC-05,,,STOCK_COUNT,2025-04-24,Steve Paul,Jasmine Beltran,,2025-04-24
INV-MOV-00000245,MAT-00000958,PRJ-2022-00599,,ISSUE,-214,SET,1926.96,-412369.44,SITE-C-WAREHOUSE-SEC-02,,BATCH-77ZF584,PRODUCTION,2020-06-17,Angela Morrison,,,2020-06-17
INV-MOV-00000246,MAT-00000512,PRJ-2021-00564,,RETURN,351,DAY,71068.11,24944906.61,SITE-C-WAREHOUSE-SEC-03,,,WRONG_DELIVERY,2025-09-08,Kimberly Morris,,,2025-09-08
INV-MOV-00000247,MAT-00000472,PRJ-2019-00173,,TRANSFER,181,GAL,131.27,23759.87,SITE-E-WAREHOUSE-SEC-04,SITE-B-WAREHOUSE-SEC-05,,SITE_TRANSFER,2024-01-31,Matthew Parker,,,2024-01-31
INV-MOV-00000248,MAT-00000685,PRJ-2023-00050,,TRANSFER,212,LTR,3788.09,803075.08,SITE-B-WAREHOUSE-SEC-01,SITE-C-WAREHOUSE-SEC-01,,SITE_TRANSFER,2020-09-15,Jessica Norris,,,2020-09-15
INV-MOV-00000249,MAT-00000683,PRJ-2020-00957,,ISSUE,-248,JOINT,1060.64,-263038.72,SITE-D-WAREHOUSE-SEC-01,,,PROJECT_CONSUMPTION,2019-09-30,Andrew Berg,,Past itself police social.,2019-09-30
INV-MOV-00000250,MAT-00000740,PRJ-2019-00282,,ISSUE,-147,NOS,3974.48,-584248.56,SITE-A-WAREHOUSE-SEC-05,,,PROJECT_CONSUMPTION,2025-12-24,Michael Sullivan,,,2025-12-24
INV-MOV-00000251,MAT-00000099,PRJ-2019-00537,GRN-2025-0000635,RECEIPT,99,SET,23797.14,2355916.86,SITE-E-WAREHOUSE-SEC-03,,BATCH-82RY029,RETURN_FROM_SITE,2025-07-01,Cameron Young,,Gun we allow check.,2025-07-01
INV-MOV-00000252,MAT-00000983,PRJ-2019-00416,,ISSUE,-125,MT,109.65,-13706.25,SITE-B-WAREHOUSE-SEC-03,,,PRODUCTION,2024-02-11,Jacob Wallace,,,2024-02-11
INV-MOV-00000253,MAT-00000096,PRJ-2019-00416,,ISSUE,-283,SET,77341.59,-21887669.97,SITE-D-WAREHOUSE-SEC-01,,,PROJECT_CONSUMPTION,2024-01-05,Chad Richardson,,,2024-01-05
INV-MOV-00000254,MAT-00000445,PRJ-2022-00661,,TRANSFER,-290,MT,2241.86,-650139.4,SITE-A-WAREHOUSE-SEC-05,SITE-B-WAREHOUSE-SEC-02,,WAREHOUSE_REORG,2020-12-20,Donald Horne,,,2020-12-20
INV-MOV-00000255,MAT-00000947,PRJ-2023-00077,,RETURN,144,JOINT,1426.74,205450.56,SITE-E-WAREHOUSE-SEC-05,,BATCH-02JH786,DEFECTIVE,2024-01-17,David Griffin,,Experience trouble make but table.,2024-01-17
INV-MOV-00000256,MAT-00000213,PRJ-2022-00602,GRN-2025-0000730,RECEIPT,421,MONTH,2773.29,1167555.09,SITE-D-WAREHOUSE-SEC-01,,,TRANSFER_IN,2021-03-25,Steven Wallace,,,2021-03-25
INV-MOV-00000257,MAT-00000399,PRJ-2023-00694,,ADJUSTMENT,170,MT,6.54,1111.8,SITE-B-WAREHOUSE-SEC-06,,,SYSTEM_CORRECTION,2024-02-10,Michael Bruce,Gregory Brown,Face feel church remember record.,2024-02-10
INV-MOV-00000258,MAT-00000448,PRJ-2021-00238,,TRANSFER,-175,SET,22925.53,-4011967.75,SITE-E-WAREHOUSE-SEC-05,SITE-D-WAREHOUSE-SEC-03,BATCH-25MY831,WAREHOUSE_REORG,2019-11-21,Richard Johnson,,,2019-11-21
INV-MOV-00000259,MAT-00000365,PRJ-2019-00567,,ADJUSTMENT,222,NOS,1884.95,418458.9,SITE-E-WAREHOUSE-SEC-06,,,SYSTEM_CORRECTION,2022-02-13,Jackie Lara,Lisa Miller,,2022-02-13
INV-MOV-00000260,MAT-00000731,PRJ-2021-00076,GRN-2023-0000390,RECEIPT,79,NOS,32776.62,2589352.98,SITE-B-WAREHOUSE-SEC-06,,BATCH-46XA786,PO_DELIVERY,2022-06-12,Angela Compton,,Last quite.,2022-06-12
INV-MOV-00000261,MAT-00000316,PRJ-2019-00456,,ISSUE,-139,MT,673.5,-93616.5,SITE-A-WAREHOUSE-SEC-02,,,PRODUCTION,2019-04-06,Shawn Deleon,,,2019-04-06
INV-MOV-00000262,MAT-00000418,PRJ-2020-00106,GRN-2023-0000568,RECEIPT,182,HR,4245.95,772762.9,SITE-A-WAREHOUSE-SEC-05,,,PO_DELIVERY,2023-06-16,Catherine Burch,,,2023-06-16
INV-MOV-00000263,MAT-00000398,PRJ-2019-00798,GRN-2023-0000573,RECEIPT,462,NOS,679.92,314123.04,SITE-B-WAREHOUSE-SEC-05,,,PO_DELIVERY,2023-03-28,Thomas Brown,,,2023-03-28
INV-MOV-00000264,MAT-00000309,PRJ-2022-00275,,ISSUE,-33,BAG,185.86,-6133.38,SITE-B-WAREHOUSE-SEC-04,,BATCH-18KU242,PROJECT_CONSUMPTION,2021-08-04,Courtney Meza,,,2021-08-04
INV-MOV-00000265,MAT-00000967,PRJ-2024-00253,,RETURN,254,NOS,36486.41,9267548.14,SITE-E-WAREHOUSE-SEC-05,,BATCH-84OJ143,DEFECTIVE,2020-08-22,Mario Mendez,,Maybe collection.,2020-08-22
INV-MOV-00000266,MAT-00000406,PRJ-2023-00341,,TRANSFER,-195,MT,1914.41,-373309.95,SITE-C-WAREHOUSE-SEC-04,SITE-D-WAREHOUSE-SEC-04,,SITE_TRANSFER,2025-11-30,Brittany Hopkins,,,2025-11-30
INV-MOV-00000267,MAT-00000618,PRJ-2023-00971,,RETURN,246,CUM,470.41,115720.86,SITE-C-WAREHOUSE-SEC-02,,BATCH-95FC900,WRONG_DELIVERY,2022-06-13,Patricia Baker,,,2022-06-13
INV-MOV-00000268,MAT-00000991,PRJ-2024-00590,,TRANSFER,167,NOS,33990.97,5676491.99,SITE-D-WAREHOUSE-SEC-03,SITE-A-WAREHOUSE-SEC-05,,SITE_TRANSFER,2020-10-30,Kenneth Montgomery,,,2020-10-30
INV-MOV-00000269,MAT-00000564,PRJ-2020-00028,,WRITEOFF,-237,NOS,59289.74,-14051668.38,SITE-B-WAREHOUSE-SEC-04,,,EXPIRED,2025-05-30,Stephen Gardner,Elizabeth Sanchez,,2025-05-30
INV-MOV-00000270,MAT-00000815,PRJ-2023-00815,,ISSUE,-256,BOX,1741.25,-445760.0,SITE-B-WAREHOUSE-SEC-06,,BATCH-64KC710,PROJECT_CONSUMPTION,2021-05-04,John Peterson,,,2021-05-04
INV-MOV-00000271,MAT-00000809,PRJ-2021-00387,GRN-2020-0000491,RECEIPT,307,SET,61440.46,18862221.22,SITE-E-WAREHOUSE-SEC-04,,,TRANSFER_IN,2023-09-17,Scott Flores,,,2023-09-17
INV-MOV-00000272,MAT-00000038,PRJ-2024-00810,,WRITEOFF,-360,NOS,94106.95,-33878502.0,SITE-E-WAREHOUSE-SEC-05,,BATCH-56JG258,DAMAGED,2024-02-13,John Adams,Brent Roberts,,2024-02-13
INV-MOV-00000273,MAT-00000364,PRJ-2022-00171,,ISSUE,-23,NOS,2130.14,-48993.22,SITE-E-WAREHOUSE-SEC-06,,BATCH-69UK632,MAINTENANCE,2024-11-27,Cheryl Moore,,,2024-11-27
INV-MOV-00000274,MAT-00000441,PRJ-2024-00109,GRN-2019-0000228,RECEIPT,133,SET,82344.73,10951849.09,SITE-E-WAREHOUSE-SEC-06,,,TRANSFER_IN,2023-10-13,Julie Koch DDS,,,2023-10-13
INV-MOV-00000275,MAT-00000384,PRJ-2019-00401,,ISSUE,-348,SET,3361.05,-1169645.4,SITE-E-WAREHOUSE-SEC-06,,BATCH-16NL873,PROJECT_CONSUMPTION,2023-03-19,Anthony Simpson,,,2023-03-19
INV-MOV-00000276,MAT-00000303,PRJ-2024-00426,,ADJUSTMENT,44,NOS,6250.43,275018.92,SITE-B-WAREHOUSE-SEC-03,,,STOCK_COUNT,2021-06-25,Martha Ruiz,Sarah Jordan,,2021-06-25
INV-MOV-00000277,MAT-00000357,PRJ-2021-00488,GRN-2022-0000714,RECEIPT,370,HR,1944.03,719291.1,SITE-D-WAREHOUSE-SEC-03,,BATCH-45ZD650,TRANSFER_IN,2019-06-03,Chloe Tran,,,2019-06-03
INV-MOV-00000278,MAT-00000870,PRJ-2022-00352,,ISSUE,-347,SQM,138.92,-48205.24,SITE-B-WAREHOUSE-SEC-06,,BATCH-16RN878,PROJECT_CONSUMPTION,2020-09-21,Barbara Hester,,,2020-09-21
INV-MOV-00000279,MAT-00000437,PRJ-2019-00982,,ISSUE,-409,NOS,58699.64,-24008152.76,SITE-D-WAREHOUSE-SEC-06,,,MAINTENANCE,2020-04-05,Robert Morgan,,,2020-04-05
INV-MOV-00000280,MAT-00000756,PRJ-2023-00629,,ADJUSTMENT,-231,JOINT,251.5,-58096.5,SITE-D-WAREHOUSE-SEC-01,,BATCH-52ZG398,QUALITY_HOLD,2024-04-19,Andrew Reeves,Kelly Hernandez,,2024-04-19
INV-MOV-00000281,MAT-00000065,PRJ-2022-00592,GRN-2024-0000550,RECEIPT,447,MONTH,3231.36,1444417.92,SITE-B-WAREHOUSE-SEC-03,,,RETURN_FROM_SITE,2021-04-11,Brenda Velazquez,,,2021-04-11
INV-MOV-00000282,MAT-00000502,PRJ-2022-00541,,WRITEOFF,-161,SET,1235.44,-198905.84,SITE-E-WAREHOUSE-SEC-04,,,OBSOLETE,2023-07-20,James Jensen,Linda Romero,,2023-07-20
INV-MOV-00000283,MAT-00000469,PRJ-2019-00633,GRN-2025-0000723,RECEIPT,345,MT,861.75,297303.75,SITE-C-WAREHOUSE-SEC-05,,,RETURN_FROM_SITE,2023-02-13,Katherine Hart,,,2023-02-13
INV-MOV-00000284,MAT-00000313,PRJ-2023-00120,GRN-2022-0000145,RECEIPT,356,BOX,1179.5,419902.0,SITE-E-WAREHOUSE-SEC-04,,BATCH-70AL551,RETURN_FROM_SITE,2022-11-02,Steven Wiggins,,,2022-11-02
INV-MOV-00000285,MAT-00000499,PRJ-2022-00651,,ISSUE,-471,MONTH,354023.13,-166744894.23,SITE-B-WAREHOUSE-SEC-05,,BATCH-09KO749,PROJECT_CONSUMPTION,2020-09-07,Lauren Jackson,,,2020-09-07
INV-MOV-00000286,MAT-00000462,PRJ-2023-00635,GRN-2019-0000975,RECEIPT,184,PKT,378.7,69680.8,SITE-A-WAREHOUSE-SEC-04,,,TRANSFER_IN,2020-04-09,Lisa Randall,,,2020-04-09
INV-MOV-00000287,MAT-00000507,PRJ-2024-00419,,RETURN,213,NOS,8985.58,1913928.54,SITE-D-WAREHOUSE-SEC-04,,,EXCESS_MATERIAL,2020-02-12,Michael Johnson,,,2020-02-12
INV-MOV-00000288,MAT-00000282,PRJ-2023-00231,,ISSUE,-87,NOS,90705.92,-7891415.04,SITE-D-WAREHOUSE-SEC-05,,,PROJECT_CONSUMPTION,2024-09-10,Ashley Smith,,,2024-09-10
INV-MOV-00000289,MAT-00000275,PRJ-2021-00794,,ISSUE,-188,KG,879.27,-165302.76,SITE-E-WAREHOUSE-SEC-01,,,MAINTENANCE,2025-08-14,Christian Vaughn,,,2025-08-14
INV-MOV-00000290,MAT-00000850,PRJ-2023-00670,,TRANSFER,-153,KG,926.5,-141754.5,SITE-A-WAREHOUSE-SEC-04,SITE-D-WAREHOUSE-SEC-03,,SITE_TRANSFER,2025-02-14,Reginald Knapp,,,2025-02-14
INV-MOV-00000291,MAT-00000243,PRJ-2024-00215,,TRANSFER,-302,SQM,173.06,-52264.12,SITE-E-WAREHOUSE-SEC-06,SITE-D-WAREHOUSE-SEC-02,,SITE_TRANSFER,2023-03-13,Nancy Brown,,,2023-03-13
INV-MOV-00000292,MAT-00000584,PRJ-2024-00360,,ISSUE,-306,SET,1905.18,-582985.08,SITE-E-WAREHOUSE-SEC-02,,BATCH-28QE385,PRODUCTION,2021-12-27,Emily Thompson,,,2021-12-27
INV-MOV-00000293,MAT-00000879,PRJ-2022-00527,,WRITEOFF,-348,NOS,3206.35,-1115809.8,SITE-A-WAREHOUSE-SEC-02,,,OBSOLETE,2025-07-30,Gloria Gomez,Michelle Schneider,,2025-07-30
INV-MOV-00000294,MAT-00000130,PRJ-2020-00719,,ADJUSTMENT,128,MONTH,260791.71,33381338.88,SITE-C-WAREHOUSE-SEC-02,,BATCH-49RJ733,STOCK_COUNT,2025-12-13,Todd Hendrix,Michele Vaughn,,2025-12-13
INV-MOV-00000295,MAT-00000276,PRJ-2022-00643,,ISSUE,-232,NOS,46566.25,-10803370.0,SITE-A-WAREHOUSE-SEC-06,,,PRODUCTION,2025-02-17,John Castro DVM,,,2025-02-17
INV-MOV-00000296,MAT-00000959,PRJ-2021-00899,,ISSUE,-487,MT,1525.02,-742684.74,SITE-D-WAREHOUSE-SEC-03,,,PRODUCTION,2023-01-02,Donna Berry,,Here woman stand west source.,2023-01-02
INV-MOV-00000297,MAT-00000996,PRJ-2024-00470,,ISSUE,-358,BAG,246.77,-88343.66,SITE-C-WAREHOUSE-SEC-01,,BATCH-40CP415,MAINTENANCE,2025-10-01,John Harris,,,2025-10-01
INV-MOV-00000298,MAT-00000507,PRJ-2022-00275,,ISSUE,-146,NOS,8985.58,-1311894.68,SITE-C-WAREHOUSE-SEC-05,,,MAINTENANCE,2023-03-08,Taylor Horton,,,2023-03-08
INV-MOV-00000299,MAT-00000916,PRJ-2020-00699,,TRANSFER,24,JOINT,1188.83,28531.92,SITE-D-WAREHOUSE-SEC-01,SITE-A-WAREHOUSE-SEC-02,BATCH-21PD993,WAREHOUSE_REORG,2022-08-22,Kiara Little,,,2022-08-22
INV-MOV-00000300,MAT-00000706,PRJ-2024-00932,GRN-2021-0000310,RECEIPT,333,SET,16083.79,5355902.07,SITE-B-WAREHOUSE-SEC-03,,BATCH-01GR657,PO_DELIVERY,2019-12-02,Abigail Pierce,,,2019-12-02
INV-MOV-00000301,MAT-00000926,PRJ-2023-00665,GRN-2019-0000641,RECEIPT,203,RM,1981.38,402220.14,SITE-C-WAREHOUSE-SEC-06,,,PO_DELIVERY,2024-04-29,Jennifer Donovan,,,2024-04-29
INV-MOV-00000302,MAT-00000002,PRJ-2023-00219,,ISSUE,-68,RM,1402.32,-95357.76,SITE-E-WAREHOUSE-SEC-02,,,PROJECT_CONSUMPTION,2023-12-15,Karen Gonzalez,,,2023-12-15
INV-MOV-00000303,MAT-00000837,PRJ-2021-00124,,WRITEOFF,-217,MT,61.0,-13237.0,SITE-B-WAREHOUSE-SEC-04,,BATCH-45PK401,EXPIRED,2019-04-28,Parker Jefferson,Thomas Butler,,2019-04-28
INV-MOV-00000304,MAT-00000377,PRJ-2020-00903,GRN-2025-0000793,RECEIPT,196,PKT,354.52,69485.92,SITE-B-WAREHOUSE-SEC-06,,BATCH-20VS672,TRANSFER_IN,2024-03-14,Alexandra Bradley,,Up friend.,2024-03-14
INV-MOV-00000305,MAT-00000666,PRJ-2021-00169,,ISSUE,-370,KG,1974.52,-730572.4,SITE-B-WAREHOUSE-SEC-06,,,PRODUCTION,2024-03-18,Martin Warren,,,2024-03-18
INV-MOV-00000306,MAT-00000881,PRJ-2020-00223,GRN-2019-0000144,RECEIPT,52,JOINT,751.08,39056.16,SITE-A-WAREHOUSE-SEC-05,,BATCH-28ZH743,RETURN_FROM_SITE,2024-07-15,Nicholas Wong,,,2024-07-15
INV-MOV-00000307,MAT-00000144,PRJ-2024-00254,GRN-2023-0000255,RECEIPT,44,CUM,418.29,18404.76,SITE-E-WAREHOUSE-SEC-05,,BATCH-20RW549,TRANSFER_IN,2023-11-08,Levi Fowler,,Still middle beautiful protect.,2023-11-08
INV-MOV-00000308,MAT-00000868,PRJ-2023-00675,,ADJUSTMENT,-106,MT,619.46,-65662.76,SITE-E-WAREHOUSE-SEC-02,,BATCH-22AQ753,STOCK_COUNT,2024-07-19,Jeremy Adams,Kevin Berry,,2024-07-19
INV-MOV-00000309,MAT-00000813,PRJ-2022-00978,GRN-2023-0000116,RECEIPT,198,JOINT,1635.07,323743.86,SITE-B-WAREHOUSE-SEC-04,,BATCH-45DT301,PO_DELIVERY,2024-10-31,Michael Leblanc,,,2024-10-31
INV-MOV-00000310,MAT-00000957,PRJ-2024-00325,GRN-2023-0000860,RECEIPT,441,MT,729.76,321824.16,SITE-E-WAREHOUSE-SEC-04,,,RETURN_FROM_SITE,2021-10-07,Patricia Vaughn,,,2021-10-07
INV-MOV-00000311,MAT-00000789,PRJ-2020-00075,GRN-2020-0000015,RECEIPT,35,BOX,30.88,1080.8,SITE-C-WAREHOUSE-SEC-02,,,RETURN_FROM_SITE,2019-01-31,Teresa Richardson,,,2019-01-31
INV-MOV-00000312,MAT-00000644,PRJ-2019-00730,,ISSUE,-213,RM,1270.14,-270539.82,SITE-D-WAREHOUSE-SEC-06,,,PRODUCTION,2022-02-12,Tyler Mendoza,,,2022-02-12
INV-MOV-00000313,MAT-00000285,PRJ-2021-00086,,ISSUE,-262,NOS,1162.68,-304622.16,SITE-B-WAREHOUSE-SEC-02,,BATCH-79EW568,PRODUCTION,2023-06-17,Mary Robinson,,,2023-06-17
INV-MOV-00000314,MAT-00000666,PRJ-2019-00698,,ISSUE,-159,KG,1974.52,-313948.68,SITE-D-WAREHOUSE-SEC-06,,BATCH-39HT187,PROJECT_CONSUMPTION,2025-05-03,Thomas Rodriguez,,,2025-05-03
INV-MOV-00000315,MAT-00000119,PRJ-2020-00465,,ISSUE,-29,DAY,457605.67,-13270564.43,SITE-C-WAREHOUSE-SEC-06,,,PROJECT_CONSUMPTION,2024-12-02,Stephanie Harris,,Change foreign minute break day.,2024-12-02
INV-MOV-00000316,MAT-00000141,PRJ-2020-00719,GRN-2021-0000976,RECEIPT,255,MT,31.62,8063.1,SITE-C-WAREHOUSE-SEC-05,,BATCH-97ZD187,PO_DELIVERY,2023-05-13,Jose Bryant,,,2023-05-13
INV-MOV-00000317,MAT-00000895,PRJ-2021-00276,,TRANSFER,-61,LTR,4050.8,-247098.8,SITE-A-WAREHOUSE-SEC-03,SITE-E-WAREHOUSE-SEC-03,BATCH-08ZQ740,BUFFER_STOCK,2023-02-02,Nichole Lane,,,2023-02-02
INV-MOV-00000318,MAT-00000509,PRJ-2021-00467,,ISSUE,-29,BAG,287.57,-8339.53,SITE-D-WAREHOUSE-SEC-05,,BATCH-06DE518,PROJECT_CONSUMPTION,2020-07-07,Mrs. Donna White,,,2020-07-07
INV-MOV-00000319,MAT-00000691,PRJ-2023-00741,GRN-2019-0000522,RECEIPT,380,SQM,189.46,71994.8,SITE-A-WAREHOUSE-SEC-01,,BATCH-26YY567,RETURN_FROM_SITE,2025-01-07,Victor Baxter,,,2025-01-07
INV-MOV-00000320,MAT-00000943,PRJ-2019-00154,GRN-2020-0000879,RECEIPT,492,JOINT,1435.22,706128.24,SITE-A-WAREHOUSE-SEC-05,,,RETURN_FROM_SITE,2025-12-02,Scott Wilson,,,2025-12-02
INV-MOV-00000321,MAT-00000938,PRJ-2019-00738,,ISSUE,-423,MT,1703.0,-720369.0,SITE-A-WAREHOUSE-SEC-05,,,PROJECT_CONSUMPTION,2021-03-03,Jenna Anderson DVM,,,2021-03-03
INV-MOV-00000322,MAT-00000824,PRJ-2023-00529,,WRITEOFF,-489,BBL,154.17,-75389.13,SITE-D-WAREHOUSE-SEC-01,,,OBSOLETE,2022-05-25,Nicole Good,Nathan Coleman,,2022-05-25
INV-MOV-00000323,MAT-00000567,PRJ-2021-00468,GRN-2025-0000299,RECEIPT,103,SET,23298.03,2399697.09,SITE-E-WAREHOUSE-SEC-03,,BATCH-63JR375,RETURN_FROM_SITE,2024-11-14,Shaun Cannon,,,2024-11-14
INV-MOV-00000324,MAT-00000506,PRJ-2021-00792,,TRANSFER,-376,NOS,65539.91,-24643006.16,SITE-B-WAREHOUSE-SEC-02,SITE-A-WAREHOUSE-SEC-04,,BUFFER_STOCK,2019-04-30,Matthew Mendez,,,2019-04-30
INV-MOV-00000325,MAT-00000899,PRJ-2020-00010,,WRITEOFF,-1,CUM,72.64,-72.64,SITE-D-WAREHOUSE-SEC-06,,BATCH-03MC311,DAMAGED,2024-06-06,Michael Brennan,Andrew Gonzales,,2024-06-06
INV-MOV-00000326,MAT-00000985,PRJ-2019-00062,,WRITEOFF,-73,NOS,12260.59,-895023.07,SITE-C-WAREHOUSE-SEC-01,,,THEFT,2019-04-29,Nicole Parsons,Wyatt Young,,2019-04-29
INV-MOV-00000327,MAT-00000382,PRJ-2024-00470,,WRITEOFF,-44,BAG,144.59,-6361.96,SITE-E-WAREHOUSE-SEC-01,,,THEFT,2023-03-10,Laura Ray,Sabrina Young,Worry miss including.,2023-03-10
INV-MOV-00000328,MAT-00000582,PRJ-2020-00064,,ISSUE,-494,DAY,2961.79,-1463124.26,SITE-B-WAREHOUSE-SEC-02,,,MAINTENANCE,2021-05-14,Justin Vargas,,,2021-05-14
INV-MOV-00000329,MAT-00000754,PRJ-2024-00335,,ISSUE,-140,SET,33817.96,-4734514.4,SITE-B-WAREHOUSE-SEC-01,,,PRODUCTION,2020-03-10,Casey Shelton,,,2020-03-10
INV-MOV-00000330,MAT-00000109,PRJ-2021-00169,,ISSUE,-161,BBL,183.31,-29512.91,SITE-D-WAREHOUSE-SEC-01,,,PROJECT_CONSUMPTION,2023-07-03,Amber Cooper,,,2023-07-03
INV-MOV-00000331,MAT-00000475,PRJ-2019-00272,,ADJUSTMENT,47,MT,1710.48,80392.56,SITE-C-WAREHOUSE-SEC-06,,BATCH-68JT566,SYSTEM_CORRECTION,2024-11-04,Paul Wells,Elizabeth Zimmerman,,2024-11-04
INV-MOV-00000332,MAT-00000729,PRJ-2021-00255,,WRITEOFF,-203,JOINT,654.4,-132843.2,SITE-E-WAREHOUSE-SEC-01,,BATCH-70JH866,DAMAGED,2024-06-02,David Harris,Tammy Boone,Movie stop.,2024-06-02
INV-MOV-00000333,MAT-00000415,PRJ-2019-00876,,ISSUE,-384,NOS,1785.68,-685701.12,SITE-E-WAREHOUSE-SEC-02,,BATCH-04CE699,PROJECT_CONSUMPTION,2019-08-25,Philip Ramsey,,,2019-08-25
INV-MOV-00000334,MAT-00000064,PRJ-2024-00851,,TRANSFER,114,BBL,11.24,1281.36,SITE-D-WAREHOUSE-SEC-03,SITE-A-WAREHOUSE-SEC-05,,SITE_TRANSFER,2023-05-13,Karen Booth,,Field training deep couple.,2023-05-13
INV-MOV-00000335,MAT-00000067,PRJ-2024-00203,,ADJUSTMENT,-228,SET,11390.61,-2597059.08,SITE-A-WAREHOUSE-SEC-03,,,STOCK_COUNT,2019-01-22,Nicole Webster,Melissa Padilla,,2019-01-22
INV-MOV-00000336,MAT-00000588,PRJ-2020-00444,,TRANSFER,203,JOINT,1090.07,221284.21,SITE-D-WAREHOUSE-SEC-06,SITE-E-WAREHOUSE-SEC-02,,WAREHOUSE_REORG,2021-04-20,David Morris,,,2021-04-20
