item_id,contract_id,boq_reference,boq_section,line_number,material_id,description,unit_of_measure,quantity,unit_rate,amount,qty_executed,executed_pct,milestone_flag,milestone_description,item_status,variation_ref,retention_applicable,notes,created_date
CTR-2024-000388-BOQ-0502,CTR-2024-000388,1.3.1,Instrumentation,1,MAT-00000787,Admit mission training range.,NOS,935,79297.25,74142928.75,892,95.4,False,,ACTIVE,,True,,2023-09-15
CTR-2024-000388-BOQ-0503,CTR-2024-000388,1.5.2,Instrumentation,2,MAT-00000316,Painting concern top outside.,MT,748,916.75,685729.0,456,61.0,False,,ACTIVE,,False,Me brother lot candidate owner still to.,2021-11-02
CTR-2024-000388-BOQ-0504,CTR-2024-000388,1.8.3,Instrumentation,3,MAT-00000013,Miss have analysis morning director sort.,NOS,510,696252.59,355088820.9,278,54.5,False,,ACTIVE,,True,,2024-02-02
CTR-2024-000388-BOQ-0505,CTR-2024-000388,1.8.4,Instrumentation,4,MAT-00000420,Go source traditional student office international.,KG,82,1668.02,136777.64,0,0.0,False,,ACTIVE,,True,,2019-07-20
CTR-2024-000388-BOQ-0506,CTR-2024-000388,1.3.5,Instrumentation,5,MAT-00000190,Impact country remember smile official brother according.,RM,57,111936.81,6380398.17,2,3.5,True,Local discussion teacher exist.,ACTIVE,,True,,2019-12-26
CTR-2024-000388-BOQ-0507,CTR-2024-000388,1.2.6,Instrumentation,6,MAT-00000051,Reach firm gun choice prepare.,BAG,427,509.14,217402.78,82,19.2,False,,ACTIVE,,True,,2020-12-27
CTR-2024-000388-BOQ-0508,CTR-2024-000388,1.8.7,Instrumentation,7,MAT-00000990,Sense including six lot have never.,CUM,768,37.73,28976.64,36,4.7,True,End movie north partner.,ACTIVE,,True,Write officer similar huge catch.,2023-10-17
CTR-2024-000388-BOQ-0509,CTR-2024-000388,1.9.8,Instrumentation,8,MAT-00000864,Beyond meet skill song.,NOS,67,343270.75,22999140.25,17,25.4,True,Security land record.,DELETED,,True,,2021-05-06
CTR-2024-000388-BOQ-0510,CTR-2024-000388,1.1.9,Instrumentation,9,MAT-00000627,Recent religious claim who accept before certainly unit.,RM,112,696.15,77968.8,80,71.4,False,,ACTIVE,,True,,2022-03-22
CTR-2024-000438-BOQ-0511,CTR-2024-000438,5.10.1,Electrical Works,1,MAT-00000539,Because enjoy he participant right us.,CUM,639,361.65,231094.35,132,20.7,False,,ACTIVE,,True,,2021-08-11
CTR-2024-000438-BOQ-0512,CTR-2024-000438,5.5.2,Electrical Works,2,MAT-00000726,Pass minute represent our watch star.,JOINT,199,710.88,141465.12,6,3.0,False,,REVISED,,True,,2023-08-26
CTR-2024-000438-BOQ-0513,CTR-2024-000438,5.1.3,Electrical Works,3,MAT-00000424,Keep cut prevent sound experience almost outside.,CUM,342,148.3,50718.6,326,95.3,False,,ACTIVE,,True,Recognize past purpose growth pretty wish beautiful.,2022-05-14
CTR-2024-000438-BOQ-0514,CTR-2024-000438,5.9.4,Electrical Works,4,MAT-00000519,Sister good house only military.,KG,332,4070.48,1351399.36,58,17.5,False,,ACTIVE,,True,Try near risk next.,2020-12-20
CTR-2024-000438-BOQ-0515,CTR-2024-000438,5.6.5,Electrical Works,5,MAT-00000199,Give white everybody paper create upon offer end.,NOS,854,2275.89,1943610.06,688,80.6,False,,ACTIVE,VO-009,True,,2022-10-04
CTR-2024-000438-BOQ-0516,CTR-2024-000438,5.7.6,Electrical Works,6,MAT-00000474,Media next me future bring message.,BBL,951,25.34,24098.34,855,89.9,False,,ACTIVE,,True,Then spend offer reason whom.,2022-09-20
CTR-2024-000438-BOQ-0517,CTR-2024-000438,5.6.7,Electrical Works,7,MAT-00000819,Low during fund simply race to television.,CUM,68,582.11,39583.48,35,51.5,False,,ACTIVE,,True,,2023-05-15
CTR-2024-000438-BOQ-0518,CTR-2024-000438,5.10.8,Electrical Works,8,MAT-00000192,Break attack plant yes quality discover firm.,NOS,120,1746.33,209559.6,96,80.0,False,,DELETED,,True,Might act strategy eat behavior purpose.,2021-08-31
CTR-2024-000438-BOQ-0519,CTR-2024-000438,5.8.9,Electrical Works,9,MAT-00000381,Away use live government thus especially.,BAG,850,465.48,395658.0,221,26.0,False,,ACTIVE,,True,,2020-01-15
CTR-2024-000438-BOQ-0520,CTR-2024-000438,5.9.10,Electrical Works,10,MAT-00000455,Material current save their deal.,NOS,26,10788.06,280489.56,16,61.5,False,,ACTIVE,,False,,2022-09-02
CTR-2023-000147-BOQ-0521,CTR-2023-000147,9.3.1,Earthworks,1,MAT-00000693,Strong student green single build.,SET,211,23484.31,4955189.41,117,55.5,False,,DELETED,,True,Put professional pass share.,2019-12-23
CTR-2023-000147-BOQ-0522,CTR-2023-000147,9.8.2,Earthworks,2,MAT-00000342,When summer he firm together thing off.,NOS,911,67437.12,61435216.32,533,58.5,False,,ACTIVE,VO-049,True,,2022-08-07
CTR-2023-000147-BOQ-0523,CTR-2023-000147,9.4.3,Earthworks,3,MAT-00000206,Make worker trouble exactly develop.,SET,294,351318.12,103287527.28,163,55.4,False,,ACTIVE,,True,,2024-10-06
CTR-2023-000147-BOQ-0524,CTR-2023-000147,9.4.4,Earthworks,4,MAT-00000105,Campaign moment institution vote allow girl team.,BOX,556,358.92,199559.52,326,58.6,False,,ON_HOLD,,True,,2022-06-29
CTR-2023-000147-BOQ-0525,CTR-2023-000147,9.6.5,Earthworks,5,MAT-00000628,Activity decision ok.,BAG,554,194.91,107980.14,133,24.0,True,Lead build million firm.,ON_HOLD,VO-025,True,,2021-01-03
CTR-2023-000147-BOQ-0526,CTR-2023-000147,9.10.6,Earthworks,6,MAT-00000722,Gun technology cost enjoy especially when.,DAY,913,74913.57,68396089.41,856,93.8,False,,ACTIVE,,True,,2024-12-25
CTR-2023-000147-BOQ-0527,CTR-2023-000147,9.8.7,Earthworks,7,MAT-00000081,Evidence conference capital office direction between.,BAG,582,104.15,60615.3,479,82.3,True,Hand material decision red head.,ACTIVE,,False,,2021-07-05
CTR-2023-000147-BOQ-0528,CTR-2023-000147,9.10.8,Earthworks,8,MAT-00000148,Sound new task cultural son.,BBL,265,263.44,69811.6,200,75.5,False,,ON_HOLD,,False,,2024-06-19
CTR-2023-000147-BOQ-0529,CTR-2023-000147,9.2.9,Earthworks,9,MAT-00000031,List act instead care.,RM,487,910.41,443369.67,245,50.3,False,,ACTIVE,,True,,2020-02-26
CTR-2023-000147-BOQ-0530,CTR-2023-000147,9.2.10,Earthworks,10,MAT-00000416,Military result size feel no nothing huge real.,MT,334,2715.83,907087.22,36,10.8,False,,ACTIVE,,True,,2020-10-13
CTR-2023-000147-BOQ-0531,CTR-2023-000147,9.8.11,Earthworks,11,MAT-00000998,Democratic effect stuff benefit.,KG,394,1634.22,643882.68,106,26.9,False,,ACTIVE,,True,,2021-08-25
CTR-2023-000147-BOQ-0532,CTR-2023-000147,9.2.12,Earthworks,12,MAT-00000178,Employee growth newspaper special general in.,SET,758,2388.64,1810589.12,587,77.4,False,,ACTIVE,,True,Test white current office power company.,2023-12-29
CTR-2023-000147-BOQ-0533,CTR-2023-000147,9.5.13,Earthworks,13,MAT-00000181,High expert place certain.,MONTH,979,277921.44,272085089.76,612,62.5,True,Great pull maintain say.,REVISED,,True,,2019-09-09
CTR-2023-000093-BOQ-0534,CTR-2023-000093,10.1.1,Concrete Works,1,MAT-00000925,Political up instead partner.,SET,776,13667.83,10606236.08,152,19.6,False,,ACTIVE,,True,,2022-07-20
CTR-2023-000093-BOQ-0535,CTR-2023-000093,10.10.2,Concrete Works,2,MAT-00000307,Support author class direction first fact.,NOS,814,342418.57,278728715.98,311,38.2,False,,ON_HOLD,,False,,2019-02-03
CTR-2023-000093-BOQ-0536,CTR-2023-000093,10.9.3,Concrete Works,3,MAT-00000627,Security minute late cold take by.,RM,414,789.0,326646.0,150,36.2,True,Painting house thought sit.,ON_HOLD,,True,,2023-01-11
CTR-2023-000093-BOQ-0537,CTR-2023-000093,10.5.4,Concrete Works,4,MAT-00000113,Product wait red bag cold.,SET,887,55304.51,49055100.37,442,49.8,False,,ACTIVE,,True,,2021-05-15
CTR-2019-000679-BOQ-0538,CTR-2019-000679,3.9.1,Piping,1,MAT-00000193,Believe view list approach.,RM,394,314.04,123731.76,184,46.7,False,,ACTIVE,,True,,2019-10-21
CTR-2019-000679-BOQ-0539,CTR-2019-000679,3.1.2,Piping,2,MAT-00000664,Model you billion peace base use.,MT,148,1648.66,244001.68,124,83.8,False,,ON_HOLD,,True,,2024-02-11
CTR-2019-000679-BOQ-0540,CTR-2019-000679,3.10.3,Piping,3,MAT-00000916,Finally easy exist phone capital stuff.,JOINT,953,1373.6,1309040.8,184,19.3,False,,ACTIVE,,True,,2023-10-06
CTR-2020-000620-BOQ-0541,CTR-2020-000620,8.4.1,Insulation,1,MAT-00000868,Along ground trip.,MT,730,743.99,543112.7,420,57.5,False,,ACTIVE,VO-003,True,,2020-04-08
CTR-2019-000595-BOQ-0542,CTR-2019-000595,2.9.1,Commissioning,1,MAT-00000146,Level that various nature career way much.,MT,880,3333.22,2933233.6,797,90.6,False,,ACTIVE,,True,,2019-11-16
CTR-2019-000595-BOQ-0543,CTR-2019-000595,2.9.2,Commissioning,2,MAT-00000701,Training loss dinner become film.,NOS,818,5305.05,4339530.9,627,76.7,True,Our piece player nor model police.,ACTIVE,,True,,2024-04-05
CTR-2019-000595-BOQ-0544,CTR-2019-000595,2.6.3,Commissioning,3,MAT-00000588,Employee field a spring summer gas.,JOINT,432,1211.88,523532.16,408,94.4,False,,ACTIVE,,True,,2021-12-02
CTR-2019-000595-BOQ-0545,CTR-2019-000595,2.8.4,Commissioning,4,MAT-00000063,Movement reach man sense federal she something.,JOINT,593,762.22,451996.46,52,8.8,False,,ACTIVE,,True,,2020-06-03
CTR-2019-000595-BOQ-0546,CTR-2019-000595,2.2.5,Commissioning,5,MAT-00000518,Resource position stock determine.,DRUM,872,4505.94,3929179.68,258,29.6,True,Discuss account health in night house.,ACTIVE,,True,,2020-12-16
CTR-2019-000595-BOQ-0547,CTR-2019-000595,2.10.6,Commissioning,6,MAT-00000932,Instead dream share travel.,LTR,757,2376.33,1798881.81,457,60.4,False,,ACTIVE,,True,,2024-11-30
CTR-2019-000595-BOQ-0548,CTR-2019-000595,2.1.7,Commissioning,7,MAT-00000883,Expect sea speak include table.,SET,352,61700.18,21718463.36,74,21.0,False,,REVISED,,False,,2023-04-19
CTR-2019-000595-BOQ-0549,CTR-2019-000595,2.8.8,Commissioning,8,MAT-00000244,Carry book lay laugh.,SET,744,87988.13,65463168.72,215,28.9,False,,REVISED,VO-017,False,,2020-11-17
CTR-2019-000476-BOQ-0550,CTR-2019-000476,5.9.1,Piping,1,MAT-00000488,Man fly charge wide against win example by.,JOINT,240,2010.55,482532.0,180,75.0,False,,ACTIVE,,True,,2024-01-13
CTR-2019-000476-BOQ-0551,CTR-2019-000476,5.6.2,Piping,2,MAT-00000392,Size marriage he recent all.,RM,985,35092.77,34566378.45,978,99.3,True,Road do character management game.,ON_HOLD,,False,,2022-01-21
CTR-2019-000476-BOQ-0552,CTR-2019-000476,5.5.3,Piping,3,MAT-00000344,Such weight argue simply.,NOS,274,5.94,1627.56,130,47.4,False,,ACTIVE,,False,,2021-03-09
CTR-2019-000476-BOQ-0553,CTR-2019-000476,5.6.4,Piping,4,MAT-00000533,Myself consider time economic.,NOS,694,287779.04,199718653.76,184,26.5,False,,ACTIVE,VO-005,True,Stock business should eat side kitchen.,2020-03-01
CTR-2019-000476-BOQ-0554,CTR-2019-000476,5.8.5,Piping,5,MAT-00000702,Current same behind.,SET,360,1153.38,415216.8,145,40.3,False,,ACTIVE,,True,,2021-06-07
CTR-2019-000476-BOQ-0555,CTR-2019-000476,5.10.6,Piping,6,MAT-00000974,Rock seat near business loss federal growth appear.,MT,654,2175.76,1422947.04,122,18.7,True,List race fine follow.,ACTIVE,,False,,2021-01-26
CTR-2019-000476-BOQ-0556,CTR-2019-000476,5.2.7,Piping,7,MAT-00000918,Wind door its address some.,CUM,713,299.67,213664.71,301,42.2,False,,ON_HOLD,,False,,2023-10-15
CTR-2020-000709-BOQ-0557,CTR-2020-000709,6.3.1,Civil Works,1,MAT-00000264,Choice side eat matter rather full wide service.,BAG,800,336.36,269088.0,795,99.4,True,Build smile across among situation little.,ACTIVE,,True,,2020-12-29
CTR-2020-000709-BOQ-0558,CTR-2020-000709,6.2.2,Civil Works,2,MAT-00000452,Art popular red social.,NOS,504,75606.22,38105534.88,102,20.2,False,,ACTIVE,,True,,2021-06-13
CTR-2020-000709-BOQ-0559,CTR-2020-000709,6.2.3,Civil Works,3,MAT-00000629,South just cover ready group care.,BAG,935,275.35,257452.25,265,28.3,True,Maintain first next.,ACTIVE,,True,,2024-07-31
CTR-2020-000709-BOQ-0560,CTR-2020-000709,6.1.4,Civil Works,4,MAT-00000153,Magazine join far.,MT,956,765.81,732114.36,399,41.7,False,,ACTIVE,,True,,2024-07-02
CTR-2020-000709-BOQ-0561,CTR-2020-000709,6.7.5,Civil Works,5,MAT-00000490,Couple cost girl run every story trial.,BAG,414,182.68,75629.52,399,96.4,False,,ACTIVE,,True,,2024-05-28
CTR-2020-000709-BOQ-0562,CTR-2020-000709,6.10.6,Civil Works,6,MAT-00000125,Civil most last standard must law simply.,MONTH,549,7141.17,3920502.33,367,66.8,False,,ACTIVE,VO-042,True,,2022-10-24
CTR-2020-000709-BOQ-0563,CTR-2020-000709,6.8.7,Civil Works,7,MAT-00000083,Here control affect task simply draw return.,KG,779,3503.06,2728883.74,663,85.1,False,,ACTIVE,,True,,2023-05-17
CTR-2020-000709-BOQ-0564,CTR-2020-000709,6.2.8,Civil Works,8,MAT-00000918,Political book model at strong candidate.,CUM,646,389.45,251584.7,498,77.1,True,Standard couple raise she child executive.,ACTIVE,,True,,2021-09-03
CTR-2020-000709-BOQ-0565,CTR-2020-000709,6.7.9,Civil Works,9,MAT-00000501,Dark magazine better.,SET,65,12269.49,797516.85,39,60.0,False,,ON_HOLD,,False,Politics home majority perhaps opportunity any determine.,2022-10-21
CTR-2020-000709-BOQ-0566,CTR-2020-000709,6.6.10,Civil Works,10,MAT-00000058,Life police guess sea.,SET,807,29604.32,23890686.24,415,51.4,True,Actually TV pretty.,REVISED,,True,,2020-09-02
CTR-2020-000709-BOQ-0567,CTR-2020-000709,6.10.11,Civil Works,11,MAT-00000759,State some around pay more same.,SET,239,710756.75,169870863.25,9,3.8,False,,ACTIVE,VO-040,True,,2020-06-18
CTR-2020-000709-BOQ-0568,CTR-2020-000709,6.3.12,Civil Works,12,MAT-00000015,Back democratic mind big discuss.,MT,648,41.69,27015.12,314,48.5,False,,ACTIVE,,False,Country moment eat personal condition see.,2020-03-11
CTR-2020-000709-BOQ-0569,CTR-2020-000709,6.8.13,Civil Works,13,MAT-00000117,Third coach Congress husband front citizen.,RM,610,1563.7,953857.0,225,36.9,True,Second short office purpose reflect.,ACTIVE,,False,,2023-07-05
CTR-2020-000709-BOQ-0570,CTR-2020-000709,6.2.14,Civil Works,14,MAT-00000333,Step food drive nation heart nearly.,BBL,1000,22.42,22420.0,558,55.8,True,Kitchen good firm yard foot he.,REVISED,,False,,2022-10-06
CTR-2020-000709-BOQ-0571,CTR-2020-000709,6.2.15,Civil Works,15,MAT-00000065,Growth laugh where a alone.,MONTH,281,3182.06,894158.86,212,75.4,False,,ACTIVE,,True,,2020-06-30
CTR-2023-000103-BOQ-0572,CTR-2023-000103,10.3.1,Civil Works,1,MAT-00000386,Worker Democrat fire sign wall.,RM,17,2621.77,44570.09,2,11.8,True,Other military year few.,ACTIVE,VO-042,True,,2024-05-03
CTR-2023-000103-BOQ-0573,CTR-2023-000103,10.3.2,Civil Works,2,MAT-00000709,Try memory number occur behind.,BBL,212,160.61,34049.32,69,32.5,False,,ACTIVE,,True,Green catch happen old do specific begin.,2021-01-07
CTR-2023-000103-BOQ-0574,CTR-2023-000103,10.8.3,Civil Works,3,MAT-00000735,Notice design baby foot lot major.,BOX,627,706.8,443163.6,308,49.1,False,,ACTIVE,,True,,2020-01-27
CTR-2023-000103-BOQ-0575,CTR-2023-000103,10.6.4,Civil Works,4,MAT-00000634,Standard believe politics also space high sister.,JOINT,884,1461.89,1292310.76,552,62.4,False,,ACTIVE,,True,Girl stage indicate test thank dinner.,2020-04-06
CTR-2023-000103-BOQ-0576,CTR-2023-000103,10.3.5,Civil Works,5,MAT-00000816,Up plant place approach modern floor north force.,LTR,702,250.86,176103.72,485,69.1,False,,ACTIVE,,True,,2021-05-08
CTR-2023-000103-BOQ-0577,CTR-2023-000103,10.5.6,Civil Works,6,MAT-00000446,Offer bed it skill challenge from live seat.,NOS,343,1143.49,392217.07,232,67.6,True,Check purpose young wife.,ACTIVE,,True,,2024-06-09
CTR-2023-000103-BOQ-0578,CTR-2023-000103,10.2.7,Civil Works,7,MAT-00000528,Human be maybe similar candidate care nice.,CUM,73,338.44,24706.12,56,76.7,False,,ACTIVE,,True,,2020-03-27
CTR-2023-000103-BOQ-0579,CTR-2023-000103,10.4.8,Civil Works,8,MAT-00000334,House number night young modern drug entire.,NOS,101,1127.29,113856.29,52,51.5,False,,ACTIVE,,True,,2023-11-21
CTR-2023-000103-BOQ-0580,CTR-2023-000103,10.4.9,Civil Works,9,MAT-00000149,Food under become public interest give.,RM,951,150.13,142773.63,182,19.1,False,,ACTIVE,,True,,2021-04-08
CTR-2023-000103-BOQ-0581,CTR-2023-000103,10.3.10,Civil Works,10,MAT-00000344,General pretty show college glass start.,NOS,33,5.66,186.78,3,9.1,False,,ACTIVE,,True,,2021-06-19
CTR-2023-000103-BOQ-0582,CTR-2023-000103,10.5.11,Civil Works,11,MAT-00000908,Perhaps key under do rate choose.,SET,619,44885.22,27783951.18,174,28.1,False,,ACTIVE,,True,,2021-06-05
CTR-2023-000103-BOQ-0583,CTR-2023-000103,10.8.12,Civil Works,12,MAT-00000606,Both approach we unit.,MT,858,854.54,733195.32,14,1.6,False,,ACTIVE,,True,,2020-09-02
CTR-2023-000103-BOQ-0584,CTR-2023-000103,10.10.13,Civil Works,13,MAT-00000936,Forward science deep.,JOINT,920,1097.41,1009617.2,45,4.9,True,Add really born late.,ACTIVE,,True,,2024-05-17
CTR-2024-000830-BOQ-0585,CTR-2024-000830,2.8.1,Commissioning,1,MAT-00000464,Heavy town money.,KG,247,1915.77,473195.19,192,77.7,True,Model else low role center recognize.,ACTIVE,,True,,2020-01-07
CTR-2024-000830-BOQ-0586,CTR-2024-000830,2.8.2,Commissioning,2,MAT-00000017,Color exist smile peace apply.,JOINT,686,458.2,314325.2,470,68.5,False,,ACTIVE,VO-030,True,,2023-07-19
CTR-2024-000830-BOQ-0587,CTR-2024-000830,2.6.3,Commissioning,3,MAT-00000190,At produce production.,RM,642,102112.74,65556379.08,1,0.2,False,,ACTIVE,,True,Ten affect test power discuss herself.,2023-10-11
CTR-2024-000830-BOQ-0588,CTR-2024-000830,2.5.4,Commissioning,4,MAT-00000771,Tough machine others because.,JOINT,715,586.86,419604.9,555,77.6,False,,ACTIVE,,True,,2019-08-13
CTR-2024-000830-BOQ-0589,CTR-2024-000830,2.6.5,Commissioning,5,MAT-00000528,May leader unit again easy.,CUM,910,219.25,199517.5,392,43.1,False,,ACTIVE,,True,,2019-10-02
CTR-2024-000830-BOQ-0590,CTR-2024-000830,2.4.6,Commissioning,6,MAT-00000575,Figure majority season adult range green few.,SQM,142,152.61,21670.62,61,43.0,False,,ACTIVE,,False,,2021-05-09
CTR-2024-000830-BOQ-0591,CTR-2024-000830,2.4.7,Commissioning,7,MAT-00000772,Every artist election hit yourself wrong want.,CUM,329,143.66,47264.14,136,41.3,False,,ACTIVE,VO-024,True,,2024-11-27
CTR-2024-000830-BOQ-0592,CTR-2024-000830,2.2.8,Commissioning,8,MAT-00000850,Difficult game hotel case role.,KG,482,1228.44,592108.08,347,72.0,False,,DELETED,,True,,2019-09-26
CTR-2024-000830-BOQ-0593,CTR-2024-000830,2.8.9,Commissioning,9,MAT-00000193,Whether partner personal dinner drive check wife.,RM,90,211.77,19059.3,22,24.4,False,,ON_HOLD,,True,,2024-07-25
CTR-2024-000830-BOQ-0594,CTR-2024-000830,2.4.10,Commissioning,10,MAT-00000155,Forget my deal catch must son television finally.,SET,534,537377.63,286959654.42,23,4.3,False,,ON_HOLD,,True,,2023-12-24
CTR-2024-000830-BOQ-0595,CTR-2024-000830,2.1.11,Commissioning,11,MAT-00000756,Travel involve training show prevent north citizen.,JOINT,299,254.88,76209.12,11,3.7,False,,ACTIVE,,True,,2022-11-05
CTR-2024-000830-BOQ-0596,CTR-2024-000830,2.6.12,Commissioning,12,MAT-00000672,Newspaper we brother fish.,KG,498,485.32,241689.36,356,71.5,False,,ACTIVE,,True,,2022-06-09
CTR-2024-000830-BOQ-0597,CTR-2024-000830,2.5.13,Commissioning,13,MAT-00000176,Risk she they increase.,DAY,233,82.02,19110.66,73,31.3,False,,ACTIVE,,True,,2020-10-20
CTR-2019-000729-BOQ-0598,CTR-2019-000729,3.3.1,Mechanical Works,1,MAT-00000997,Field seat start PM scene charge.,RM,860,676.57,581850.2,682,79.3,False,,ACTIVE,,False,,2023-12-11
CTR-2019-000729-BOQ-0599,CTR-2019-000729,3.6.2,Mechanical Works,2,MAT-00000267,Paper partner others discuss ago.,NOS,189,3086.29,583308.81,181,95.8,True,Blood continue several partner.,ACTIVE,,True,,2020-10-27
CTR-2019-000729-BOQ-0600,CTR-2019-000729,3.5.3,Mechanical Works,3,MAT-00000547,Read live maybe painting.,SET,125,26462.04,3307755.0,51,40.8,False,,REVISED,,False,,2024-09-09
CTR-2019-000729-BOQ-0601,CTR-2019-000729,3.5.4,Mechanical Works,4,MAT-00000340,Contain hold listen clearly difficult impact.,PKT,486,644.17,313066.62,483,99.4,False,,ON_HOLD,,False,,2023-12-16
CTR-2019-000729-BOQ-0602,CTR-2019-000729,3.2.5,Mechanical Works,5,MAT-00000347,Serious at until worry term.,SET,750,24975.24,18731430.0,41,5.5,True,Understand wear development.,ACTIVE,,True,,2024-01-01
CTR-2019-000729-BOQ-0603,CTR-2019-000729,3.2.6,Mechanical Works,6,MAT-00000366,Reach term thought into simply part station.,CUM,335,31.95,10703.25,328,97.9,False,,ACTIVE,,False,,2019-12-09
CTR-2019-000729-BOQ-0604,CTR-2019-000729,3.8.7,Mechanical Works,7,MAT-00000552,Hour voice occur movie political region.,MT,694,1928.04,1338059.76,89,12.8,False,,ACTIVE,,True,,2019-08-18
CTR-2019-000729-BOQ-0605,CTR-2019-000729,3.6.8,Mechanical Works,8,MAT-00000931,Minute later still.,DAY,408,291075.29,118758718.32,218,53.4,False,,ACTIVE,,True,,2019-12-25
CTR-2019-000729-BOQ-0606,CTR-2019-000729,3.8.9,Mechanical Works,9,MAT-00000221,There early Mrs.,JOINT,760,2083.39,1583376.4,453,59.6,False,,REVISED,,True,,2020-07-25
CTR-2019-000856-BOQ-0607,CTR-2019-000856,2.4.1,Insulation,1,MAT-00000148,Newspaper might piece.,BBL,311,215.59,67048.49,268,86.2,False,,ACTIVE,,False,Couple keep this.,2023-08-05
CTR-2019-000856-BOQ-0608,CTR-2019-000856,2.5.2,Insulation,2,MAT-00000655,Leave institution party approach might.,SET,425,52196.81,22183644.25,236,55.5,False,,REVISED,,True,,2024-07-02
CTR-2019-000856-BOQ-0609,CTR-2019-000856,2.5.3,Insulation,3,MAT-00000044,Less position bed may.,SET,855,41508.77,35489998.35,505,59.1,False,,ACTIVE,VO-001,True,,2024-04-19
CTR-2019-000856-BOQ-0610,CTR-2019-000856,2.5.4,Insulation,4,MAT-00000128,Single visit receive career.,BAG,428,116.87,50020.36,352,82.2,False,,ACTIVE,,True,,2023-01-21
CTR-2019-000856-BOQ-0611,CTR-2019-000856,2.8.5,Insulation,5,MAT-00000596,Food agent law to time think.,SET,580,18690.57,10840530.6,264,45.5,False,,ACTIVE,,True,,2019-03-13
CTR-2019-000856-BOQ-0612,CTR-2019-000856,2.5.6,Insulation,6,MAT-00000866,Economic reality trade someone.,CUM,167,591.57,98792.19,37,22.2,False,,DELETED,,True,,2023-09-15
CTR-2019-000856-BOQ-0613,CTR-2019-000856,2.6.7,Insulation,7,MAT-00000652,Before relationship plant be.,CUM,50,82.11,4105.5,33,66.0,False,,ACTIVE,,True,,2020-11-15
CTR-2019-000856-BOQ-0614,CTR-2019-000856,2.6.8,Insulation,8,MAT-00000557,Risk window partner civil nearly analysis.,MONTH,894,95774.57,85622465.58,865,96.8,False,,ACTIVE,,True,Treatment not process change.,2022-12-11
CTR-2019-000856-BOQ-0615,CTR-2019-000856,2.3.9,Insulation,9,MAT-00000844,Condition Republican information finally.,RM,14,1521.02,21294.28,4,28.6,False,,ACTIVE,,False,,2020-09-25
CTR-2019-000856-BOQ-0616,CTR-2019-000856,2.4.10,Insulation,10,MAT-00000516,Eye Congress together whether about she activity.,RM,852,1151.03,980677.56,572,67.1,False,,REVISED,,True,,2020-04-11
CTR-2020-000428-BOQ-0617,CTR-2020-000428,2.3.1,Earthworks,1,MAT-00000839,Talk myself accept third down open little.,RM,946,678.36,641728.56,356,37.6,False,,ACTIVE,,False,,2022-11-02
CTR-2020-000428-BOQ-0618,CTR-2020-000428,2.5.2,Earthworks,2,MAT-00000177,Kind over according think everything pick.,RM,30,1016.23,30486.9,3,10.0,False,,DELETED,,True,,2020-06-17
CTR-2020-000428-BOQ-0619,CTR-2020-000428,2.7.3,Earthworks,3,MAT-00000081,Project study fear.,BAG,708,144.44,102263.52,114,16.1,True,Any challenge president already.,REVISED,,True,,2024-10-04
CTR-2020-000428-BOQ-0620,CTR-2020-000428,2.1.4,Earthworks,4,MAT-00000608,Particularly reality organization skin concern.,NOS,481,395034.76,190011719.56,129,26.8,True,Any indicate condition.,ACTIVE,VO-007,False,,2021-04-21
CTR-2020-000428-BOQ-0621,CTR-2020-000428,2.4.5,Earthworks,5,MAT-00000602,Star serve successful assume likely business.,MONTH,190,488187.54,92755632.6,7,3.7,True,See growth along shoulder follow.,REVISED,,False,,2020-10-19
CTR-2020-000428-BOQ-0622,CTR-2020-000428,2.9.6,Earthworks,6,MAT-00000876,Forget including decide decade around.,BAG,800,261.36,209088.0,247,30.9,False,,ACTIVE,,False,,2021-02-23
CTR-2020-000428-BOQ-0623,CTR-2020-000428,2.5.7,Earthworks,7,MAT-00000988,Interview summer employee offer perhaps.,KG,176,2042.22,359430.72,137,77.8,True,Role pick would low read value.,ACTIVE,,False,,2024-04-28
CTR-2020-000428-BOQ-0624,CTR-2020-000428,2.10.8,Earthworks,8,MAT-00000376,Pass market role marriage.,BAG,190,448.32,85180.8,27,14.2,False,,ACTIVE,,True,,2020-04-07
CTR-2021-000780-BOQ-0625,CTR-2021-000780,8.9.1,Earthworks,1,MAT-00000113,This discussion fact cover.,SET,140,72086.42,10092098.8,92,65.7,False,,ACTIVE,VO-021,True,,2024-02-15
CTR-2021-000780-BOQ-0626,CTR-2021-000780,8.5.2,Earthworks,2,MAT-00000615,Agency personal brother summer.,SQM,704,80.21,56467.84,454,64.5,False,,ACTIVE,,True,,2024-05-02
CTR-2021-000780-BOQ-0627,CTR-2021-000780,8.6.3,Earthworks,3,MAT-00000962,Yourself increase free night point action cut example.,NOS,184,978.55,180053.2,172,93.5,False,,ACTIVE,,True,Film media food accept.,2020-08-10
CTR-2021-000780-BOQ-0628,CTR-2021-000780,8.7.4,Earthworks,4,MAT-00000405,Game right pattern ahead compare form.,JOINT,712,755.21,537709.52,104,14.6,False,,DELETED,,True,,2021-03-31
CTR-2021-000780-BOQ-0629,CTR-2021-000780,8.7.5,Earthworks,5,MAT-00000610,Two look listen along career choice.,NOS,126,31936.29,4023972.54,54,42.9,False,,ACTIVE,,True,,2023-06-28
