transaction_id,project_id,vendor_id,po_id,contract_id,invoice_id,wbs_code,cost_type,cost_status,budget_amount,actual_amount,variance,currency,transaction_date,posting_date,fiscal_period,change_order_flag,change_order_ref,description,created_date
TXN-2019-00000506,PRJ-2024-00325,VND-000589,,CTR-2023-000036,INV-2024-0000682,3.02,MATERIAL,POSTED,17488.73,16762.46,-726.27,SAR,2019-06-26,2019-06-26,2019-08,False,,Lawyer growth matter note happy effort.,2019-06-26
TXN-2020-00000507,PRJ-2019-00547,VND-000309,,CTR-2024-000951,INV-2024-0000328,8.02,LABOUR,POSTED,14934.2,13112.63,-1821.57,USD,2020-10-06,2020-10-06,2020-06,False,,Thus purpose boy.,2020-10-06
TXN-2021-00000508,PRJ-2020-00486,VND-000918,,CTR-2023-000945,INV-2025-0000453,3.05,FREIGHT,POSTED,9936.93,9632.29,-304.64,SAR,2021-02-27,2021-02-27,2021-01,False,,Able teach activity animal hair turn.,2021-02-27
TXN-2023-00000509,PRJ-2023-00120,VND-000316,PO-2023-0000335,,INV-2019-0000057,4.04,SUBCONTRACT,POSTED,39057.2,43122.1,4064.9,USD,2023-04-10,2023-04-10,2023-04,False,,Use tax need trial.,2023-04-10
TXN-2025-00000510,PRJ-2019-00285,VND-000201,,CTR-2024-000404,INV-2020-0000200,8.01,EQUIPMENT,POSTED,10441.83,10914.14,472.31,EUR,2025-11-05,2025-11-05,2025-01,False,,Different eat trouble floor step.,2025-11-05
TXN-2021-00000511,PRJ-2020-00408,VND-000152,PO-2023-0000354,,,7.03,MATERIAL,COMMITTED,54485.25,53160.03,-1325.22,SAR,2021-08-17,,2021-02,False,,Head maybe top conference source wonder.,2021-08-17
TXN-2022-00000512,PRJ-2019-00760,VND-000426,PO-2020-0000602,,,7.04,MATERIAL,COMMITTED,33679.44,37012.62,3333.18,EUR,2022-03-15,,2022-08,False,,Attention let executive suddenly force.,2022-03-15
TXN-2023-00000513,PRJ-2024-00344,VND-000068,PO-2024-0000655,,,7.01,EQUIPMENT,FORECAST,25376.48,31903.44,6526.96,USD,2023-08-01,,2023-08,False,,Lead hard factor six science drug.,2023-08-01
TXN-2025-00000514,PRJ-2023-00937,VND-000141,PO-2020-0000843,,INV-2023-0000847,5.05,OVERHEAD,POSTED,9308.23,8852.09,-456.14,USD,2025-10-27,2025-10-27,2025-09,False,,Option management significant crime too.,2025-10-27
TXN-2020-00000515,PRJ-2020-00028,VND-000811,,CTR-2024-000915,INV-2025-0000295,8.01,MATERIAL,POSTED,15288.3,15419.45,131.15,SAR,2020-09-08,2020-09-08,2020-11,False,,Character usually agency must.,2020-09-08
TXN-2019-00000516,PRJ-2024-00784,VND-000284,PO-2022-0000447,,,6.05,INSURANCE,ACCRUED,112767.88,139175.07,26407.19,USD,2019-11-18,,2019-12,False,,Week ability price.,2019-11-18
TXN-2021-00000517,PRJ-2023-00525,VND-000751,PO-2024-0000328,,,3.05,OVERHEAD,ACCRUED,76985.76,79335.52,2349.76,SAR,2021-12-21,,2021-03,False,,Billion morning draw man.,2021-12-21
TXN-2021-00000518,PRJ-2020-00430,VND-000652,,CTR-2021-000959,,5.03,MATERIAL,FORECAST,8380.54,7026.36,-1354.18,USD,2021-04-10,,2021-03,False,,Win central evidence.,2021-04-10
TXN-2023-00000519,PRJ-2019-00771,VND-000172,,CTR-2022-000705,,5.03,OVERHEAD,ACCRUED,42150.36,41360.52,-789.84,SAR,2023-10-01,,2023-03,False,,Tv today mind.,2023-10-01
TXN-2023-00000520,PRJ-2024-00289,VND-000382,PO-2019-0000516,,,3.01,MATERIAL,COMMITTED,112092.61,102066.68,-10025.93,USD,2023-04-07,,2023-09,False,,Learn security oil measure PM.,2023-04-07
TXN-2025-00000521,PRJ-2024-00976,VND-000539,PO-2021-0000079,,,2.04,SUBCONTRACT,COMMITTED,2968.74,2548.02,-420.72,SAR,2025-03-09,,2025-08,False,,Avoid nothing itself who door.,2025-03-09
TXN-2024-00000522,PRJ-2023-00372,VND-000143,,CTR-2019-000030,,6.02,FREIGHT,COMMITTED,82046.41,96177.27,14130.86,SAR,2024-03-01,,2024-12,False,,Surface unit hotel story.,2024-03-01
TXN-2020-00000523,PRJ-2023-00315,VND-000129,PO-2024-0000794,,INV-2023-0000496,7.01,INSURANCE,POSTED,13440.99,15842.45,2401.46,USD,2020-01-22,2020-01-22,2020-01,False,,Fish evening avoid dark sister.,2020-01-22
TXN-2023-00000524,PRJ-2020-00608,VND-000061,PO-2023-0000011,,,1.01,FREIGHT,ACCRUED,85468.06,100619.42,15151.36,SAR,2023-03-05,,2023-04,False,,Board black last finish building group.,2023-03-05
TXN-2020-00000525,PRJ-2023-00190,VND-000687,PO-2021-0000165,,INV-2025-0000876,5.05,LABOUR,POSTED,11557.75,12139.3,581.55,SAR,2020-11-09,2020-11-09,2020-10,False,,Later leg system bed.,2020-11-09
TXN-2025-00000526,PRJ-2022-00593,VND-000782,PO-2024-0000773,,INV-2023-0000551,4.03,MATERIAL,POSTED,2422.79,1943.48,-479.31,USD,2025-02-20,2025-02-20,2025-09,False,,Step recent American structure.,2025-02-20
TXN-2022-00000527,PRJ-2021-00376,VND-000715,,CTR-2020-000389,,2.02,MATERIAL,ACCRUED,3161.13,3199.21,38.08,USD,2022-09-21,,2022-02,False,,Chance represent why how any.,2022-09-21
TXN-2021-00000528,PRJ-2021-00127,VND-000478,,CTR-2020-000042,INV-2025-0000085,6.03,LABOUR,POSTED,39031.62,37628.73,-1402.89,USD,2021-03-01,2021-03-01,2021-08,False,,Employee wrong all identify.,2021-03-01
TXN-2021-00000529,PRJ-2024-00704,VND-001000,,CTR-2022-000439,,7.03,MATERIAL,COMMITTED,53614.98,47952.84,-5662.14,EUR,2021-02-05,,2021-08,False,,New nearly behind big soldier.,2021-02-05
TXN-2021-00000530,PRJ-2021-00184,VND-000014,PO-2020-0000675,,,2.04,MATERIAL,FORECAST,9353.68,10646.91,1293.23,USD,2021-03-03,,2021-07,False,,Activity store work.,2021-03-03
TXN-2019-00000531,PRJ-2019-00760,VND-000948,PO-2019-0000610,,,6.02,LABOUR,FORECAST,94645.03,115657.62,21012.59,USD,2019-07-26,,2019-07,False,,Cup hundred rather.,2019-07-26
TXN-2021-00000532,PRJ-2024-00784,VND-000731,PO-2020-0000618,,,7.03,EQUIPMENT,COMMITTED,3004.06,3830.39,826.33,USD,2021-09-06,,2021-03,False,,Old else spend.,2021-09-06
TXN-2019-00000533,PRJ-2022-00126,VND-000257,PO-2023-0000055,,,3.01,MATERIAL,ACCRUED,32888.56,39964.74,7076.18,SAR,2019-09-13,,2019-03,False,,Young cup position.,2019-09-13
TXN-2024-00000534,PRJ-2024-00335,VND-000157,,CTR-2024-000812,INV-2021-0000478,2.05,SUBCONTRACT,POSTED,5904.53,5319.78,-584.75,SAR,2024-12-04,2024-12-04,2024-09,False,,Begin suggest speak.,2024-12-04
TXN-2021-00000535,PRJ-2019-00829,VND-000881,,CTR-2023-000122,,1.04,LABOUR,ACCRUED,13660.26,13548.45,-111.81,SAR,2021-06-11,,2021-08,False,,Amount leave collection.,2021-06-11
TXN-2019-00000536,PRJ-2022-00182,VND-000571,PO-2023-0000320,,,3.04,SUBCONTRACT,COMMITTED,38991.46,45146.71,6155.25,USD,2019-09-07,,2019-10,False,,Item right many him interview government.,2019-09-07
TXN-2024-00000537,PRJ-2020-00568,VND-000702,PO-2019-0000270,,,3.05,MATERIAL,ACCRUED,9990.4,10463.4,473.0,USD,2024-07-12,,2024-06,False,,Every land chance pass.,2024-07-12
TXN-2021-00000538,PRJ-2021-00329,VND-000063,,CTR-2024-000598,INV-2023-0000028,6.03,LABOUR,POSTED,20397.48,24122.0,3724.52,SAR,2021-11-17,2021-11-17,2021-02,False,,Early far include nearly article evidence.,2021-11-17
TXN-2021-00000539,PRJ-2021-00422,VND-000360,,CTR-2023-000933,INV-2020-0000705,4.03,MATERIAL,POSTED,164298.34,136819.46,-27478.88,SAR,2021-06-06,2021-06-06,2021-03,False,,Information poor something.,2021-06-06
TXN-2021-00000540,PRJ-2021-00039,VND-000472,PO-2024-0000481,,,7.03,MATERIAL,COMMITTED,15285.53,16722.29,1436.76,SAR,2021-06-12,,2021-07,False,,Piece soon some writer.,2021-06-12
TXN-2019-00000541,PRJ-2019-00828,VND-000501,,CTR-2022-000784,INV-2020-0000684,6.04,SUBCONTRACT,POSTED,127202.83,123357.45,-3845.38,SAR,2019-11-11,2019-11-11,2019-07,False,,Look sit general not focus.,2019-11-11
TXN-2024-00000542,PRJ-2023-00868,VND-000998,PO-2024-0000305,,,4.03,OVERHEAD,COMMITTED,6670.43,8658.98,1988.55,USD,2024-07-24,,2024-10,False,,Conference five despite time.,2024-07-24
TXN-2019-00000543,PRJ-2023-00735,VND-000865,,CTR-2019-000544,,5.01,EQUIPMENT,ACCRUED,80394.92,83420.52,3025.6,USD,2019-04-18,,2019-02,False,,Around yard morning short.,2019-04-18
TXN-2021-00000544,PRJ-2023-00517,VND-000824,PO-2020-0000258,,INV-2023-0000640,6.02,SUBCONTRACT,POSTED,315638.53,333846.02,18207.49,USD,2021-12-10,2021-12-10,2021-03,False,,Wind beyond prevent entire.,2021-12-10
TXN-2024-00000545,PRJ-2019-00721,VND-000529,PO-2021-0000654,,,4.04,EQUIPMENT,FORECAST,1000.0,1066.36,66.36,EUR,2024-11-10,,2024-07,False,,Shake way offer.,2024-11-10
TXN-2024-00000546,PRJ-2020-00642,VND-000062,PO-2019-0000702,,,3.02,MATERIAL,ACCRUED,10989.08,12997.5,2008.42,USD,2024-08-10,,2024-02,False,,Great stuff suddenly compare or.,2024-08-10
TXN-2025-00000547,PRJ-2019-00423,VND-000274,PO-2023-0000245,,,5.05,SUBCONTRACT,COMMITTED,86302.01,73941.77,-12360.24,SAR,2025-04-09,,2025-08,True,CO-0080,Trial agreement red way nor.,2025-04-09
TXN-2022-00000548,PRJ-2024-00433,VND-000663,PO-2020-0000809,,,5.02,MATERIAL,FORECAST,26780.57,32184.06,5403.49,USD,2022-12-04,,2022-11,False,,Way student special wife my compare.,2022-12-04
TXN-2024-00000549,PRJ-2023-00498,VND-000802,,CTR-2019-000888,INV-2023-0000066,2.03,OVERHEAD,POSTED,63368.29,79228.58,15860.29,USD,2024-07-27,2024-07-27,2024-11,False,,Bed discussion despite.,2024-07-27
TXN-2019-00000550,PRJ-2021-00407,VND-000966,,CTR-2019-000513,,4.01,OVERHEAD,COMMITTED,14676.78,18587.67,3910.89,EUR,2019-09-25,,2019-10,False,,Long forward pass southern future concern.,2019-09-25
TXN-2023-00000551,PRJ-2020-00258,VND-000509,PO-2023-0000599,,,2.03,MATERIAL,FORECAST,41352.36,48325.12,6972.76,SAR,2023-05-01,,2023-04,False,,Arrive challenge relate center book.,2023-05-01
TXN-2020-00000552,PRJ-2023-00220,VND-000994,,CTR-2019-000717,INV-2020-0000972,1.04,MATERIAL,POSTED,28752.62,24626.06,-4126.56,SAR,2020-10-06,2020-10-06,2020-11,False,,Team whether health walk how big.,2020-10-06
TXN-2021-00000553,PRJ-2020-00901,VND-000804,PO-2024-0000991,,,6.03,MATERIAL,FORECAST,209331.23,262211.38,52880.15,USD,2021-01-18,,2021-11,False,,Follow wish run join.,2021-01-18
TXN-2019-00000554,PRJ-2021-00708,VND-000940,,CTR-2024-000718,,7.03,MATERIAL,COMMITTED,53190.3,52202.43,-987.87,USD,2019-12-17,,2019-04,False,,Power company why really up skin.,2019-12-17
TXN-2022-00000555,PRJ-2019-00009,VND-000932,PO-2020-0000843,,,5.03,FREIGHT,FORECAST,60258.81,71005.0,10746.19,EUR,2022-06-02,,2022-03,False,,Program sport her safe.,2022-06-02
TXN-2024-00000556,PRJ-2024-00325,VND-000901,,CTR-2020-000843,,1.03,SUBCONTRACT,COMMITTED,19578.45,23293.04,3714.59,EUR,2024-09-08,,2024-07,False,,Camera rock we we.,2024-09-08
TXN-2021-00000557,PRJ-2023-00735,VND-000433,,CTR-2019-000361,,3.03,OVERHEAD,FORECAST,17476.12,17658.49,182.37,USD,2021-10-08,,2021-08,False,,Surface side nothing consider fish.,2021-10-08
TXN-2025-00000558,PRJ-2020-00054,VND-000657,PO-2020-0000644,,,3.01,SUBCONTRACT,ACCRUED,18980.41,18084.04,-896.37,SAR,2025-10-22,,2025-03,False,,Determine not view cell seat draw.,2025-10-22
TXN-2024-00000559,PRJ-2021-00993,VND-000787,PO-2019-0000895,,,7.03,SUBCONTRACT,COMMITTED,65622.78,76620.24,10997.46,USD,2024-05-13,,2024-10,False,,Collection those become remember police.,2024-05-13
TXN-2025-00000560,PRJ-2024-00289,VND-000204,,CTR-2023-000906,INV-2025-0000585,7.04,MATERIAL,POSTED,19312.8,17617.98,-1694.82,USD,2025-01-12,2025-01-12,2025-11,False,,Land enter economic attack either.,2025-01-12
TXN-2020-00000561,PRJ-2019-00929,VND-000092,PO-2020-0000440,,,3.01,LABOUR,FORECAST,56087.17,61706.9,5619.73,SAR,2020-03-17,,2020-06,False,,Result answer just.,2020-03-17
TXN-2023-00000562,PRJ-2023-00121,VND-000015,PO-2024-0000731,,,8.04,MATERIAL,COMMITTED,816760.51,736368.96,-80391.55,SAR,2023-05-17,,2023-08,False,,Why this manage her national.,2023-05-17
TXN-2022-00000563,PRJ-2022-00877,VND-000212,PO-2023-0000419,,,5.02,INSURANCE,ACCRUED,134146.4,160470.19,26323.79,SAR,2022-01-15,,2022-05,False,,Stock small official.,2022-01-15
TXN-2022-00000564,PRJ-2020-00930,VND-000255,PO-2023-0000137,,INV-2022-0000893,8.01,SUBCONTRACT,POSTED,22269.31,21414.68,-854.63,USD,2022-12-21,2022-12-21,2022-04,False,,Class available suffer far.,2022-12-21
TXN-2024-00000565,PRJ-2020-00434,VND-000754,PO-2021-0000241,,,1.01,LABOUR,ACCRUED,220096.39,227902.38,7805.99,EUR,2024-06-30,,2024-11,False,,End bit game thousand claim.,2024-06-30
TXN-2023-00000566,PRJ-2020-00727,VND-000767,,CTR-2023-000688,,7.03,LABOUR,COMMITTED,19690.41,19403.93,-286.48,SAR,2023-10-14,,2023-05,True,CO-0046,Natural together behavior.,2023-10-14
TXN-2022-00000567,PRJ-2024-00953,VND-000348,PO-2019-0000267,,,6.05,LABOUR,FORECAST,1707.55,1465.8,-241.75,USD,2022-01-23,,2022-08,False,,World throw relate issue president parent.,2022-01-23
TXN-2025-00000568,PRJ-2023-00288,VND-000766,,CTR-2023-000949,INV-2019-0000271,5.05,MATERIAL,POSTED,8005.39,8473.6,468.21,USD,2025-08-12,2025-08-12,2025-06,False,,Church big day couple recent.,2025-08-12
TXN-2022-00000569,PRJ-2023-00783,VND-000973,PO-2020-0000056,,INV-2021-0000236,8.01,OVERHEAD,POSTED,2194.73,1956.76,-237.97,SAR,2022-08-29,2022-08-29,2022-12,False,,Enter example down anyone occur style.,2022-08-29
TXN-2019-00000570,PRJ-2020-00917,VND-000950,PO-2023-0000867,,,8.04,MATERIAL,ACCRUED,21433.92,24860.82,3426.9,SAR,2019-03-17,,2019-02,False,,Approach about because.,2019-03-17
TXN-2021-00000571,PRJ-2019-00185,VND-000855,,CTR-2024-000600,INV-2020-0000218,5.05,EQUIPMENT,POSTED,37332.8,40758.97,3426.17,SAR,2021-01-03,2021-01-03,2021-10,False,,Outside current agent color factor bank such.,2021-01-03
TXN-2019-00000572,PRJ-2024-00253,VND-000787,PO-2022-0000697,,,6.01,LABOUR,ACCRUED,448945.14,386539.73,-62405.41,USD,2019-07-11,,2019-02,False,,Size likely thus enter.,2019-07-11
TXN-2020-00000573,PRJ-2024-00030,VND-000084,,CTR-2020-000276,,8.04,SUBCONTRACT,ACCRUED,59301.57,65059.88,5758.31,USD,2020-01-03,,2020-01,False,,Hold he high cost and keep.,2020-01-03
TXN-2022-00000574,PRJ-2021-00333,VND-000971,,CTR-2019-000821,,3.02,SUBCONTRACT,COMMITTED,26143.33,29328.16,3184.83,SAR,2022-06-15,,2022-12,False,,Difficult environmental article sell.,2022-06-15
TXN-2023-00000575,PRJ-2022-00391,VND-000095,PO-2022-0000214,,INV-2025-0000167,7.01,LABOUR,POSTED,126008.97,125284.6,-724.37,SAR,2023-07-26,2023-07-26,2023-11,False,,Beat gas must.,2023-07-26
TXN-2021-00000576,PRJ-2021-00503,VND-000821,PO-2022-0000682,,,5.05,OVERHEAD,ACCRUED,1317.24,1117.09,-200.15,SAR,2021-07-08,,2021-08,False,,Dinner article hit mission whole reach.,2021-07-08
TXN-2022-00000577,PRJ-2021-00488,VND-000275,,CTR-2022-000445,,7.03,MATERIAL,ACCRUED,51710.79,57675.27,5964.48,USD,2022-02-17,,2022-08,True,CO-0088,Of dog federal house take alone.,2022-02-17
TXN-2024-00000578,PRJ-2019-00703,VND-000731,PO-2020-0000082,,INV-2020-0000929,2.03,MATERIAL,POSTED,115415.94,138588.27,23172.33,USD,2024-06-02,2024-06-02,2024-03,False,,Too song quality per build serious.,2024-06-02
TXN-2021-00000579,PRJ-2022-00862,VND-000255,PO-2024-0000047,,,1.05,MATERIAL,ACCRUED,3952.57,4176.71,224.14,SAR,2021-09-19,,2021-02,False,,We cold deep cover.,2021-09-19
TXN-2024-00000580,PRJ-2022-00583,VND-000833,PO-2022-0000759,,INV-2020-0000678,2.05,MATERIAL,POSTED,201920.85,208269.13,6348.28,SAR,2024-04-03,2024-04-03,2024-01,False,,Interest write itself.,2024-04-03
TXN-2024-00000581,PRJ-2024-00305,VND-000322,,CTR-2019-000350,,8.05,MATERIAL,ACCRUED,60339.64,77437.47,17097.83,USD,2024-04-05,,2024-02,False,,Challenge organization floor road southern beautiful news.,2024-04-05
TXN-2023-00000582,PRJ-2023-00266,VND-000893,PO-2020-0000014,,,1.01,MATERIAL,COMMITTED,19478.53,17255.4,-2223.13,USD,2023-09-02,,2023-07,False,,For everybody leader them skill performance.,2023-09-02
TXN-2024-00000583,PRJ-2020-00617,VND-000744,,CTR-2019-000090,,6.04,SUBCONTRACT,ACCRUED,93823.7,80927.14,-12896.56,USD,2024-01-08,,2024-01,False,,Site both change note old who.,2024-01-08
TXN-2020-00000584,PRJ-2021-00880,VND-000028,,CTR-2022-000879,INV-2023-0000809,4.04,SUBCONTRACT,POSTED,1094752.96,1170609.78,75856.82,SAR,2020-02-14,2020-02-14,2020-08,False,,Understand none big.,2020-02-14
TXN-2022-00000585,PRJ-2023-00023,VND-000120,PO-2020-0000881,,INV-2020-0000461,8.04,LABOUR,POSTED,47705.38,52123.52,4418.14,SAR,2022-04-14,2022-04-14,2022-07,False,,Test they there enough.,2022-04-14
TXN-2019-00000586,PRJ-2020-00106,VND-000646,,CTR-2024-000611,,7.04,MATERIAL,COMMITTED,52697.9,61421.47,8723.57,SAR,2019-05-29,,2019-08,True,CO-0103,Occur list common idea peace race.,2019-05-29
TXN-2024-00000587,PRJ-2022-00627,VND-000958,,CTR-2020-000541,,8.02,OVERHEAD,COMMITTED,18232.46,14759.36,-3473.1,SAR,2024-10-22,,2024-02,False,,Although threat former down second.,2024-10-22
TXN-2024-00000588,PRJ-2024-00428,VND-000911,,CTR-2024-000022,,6.04,MATERIAL,ACCRUED,10150.05,8938.81,-1211.24,SAR,2024-04-08,,2024-08,False,,Today after stage field.,2024-04-08
TXN-2020-00000589,PRJ-2022-00602,VND-000931,,CTR-2023-000741,,8.02,FREIGHT,COMMITTED,126184.92,145830.98,19646.06,USD,2020-08-01,,2020-11,False,,Successful teach range win.,2020-08-01
TXN-2021-00000590,PRJ-2024-00816,VND-000484,,CTR-2020-000089,,4.03,OVERHEAD,COMMITTED,10055.49,11398.18,1342.69,USD,2021-03-08,,2021-03,False,,Care wind kitchen stay.,2021-03-08
TXN-2019-00000591,PRJ-2019-00813,VND-000426,,CTR-2020-000019,,4.02,MATERIAL,FORECAST,40430.89,39597.75,-833.14,SAR,2019-05-14,,2019-03,False,,Rock painting become kid.,2019-05-14
TXN-2025-00000592,PRJ-2024-00916,VND-000516,,CTR-2019-000124,INV-2022-0000576,7.01,LABOUR,POSTED,17738.87,16178.7,-1560.17,USD,2025-05-13,2025-05-13,2025-06,False,,Scientist service test start middle.,2025-05-13
TXN-2025-00000593,PRJ-2021-00899,VND-000571,,CTR-2019-000449,INV-2024-0000819,2.01,LABOUR,POSTED,74493.69,76621.81,2128.12,USD,2025-02-26,2025-02-26,2025-10,False,,Assume remember idea sister.,2025-02-26
TXN-2025-00000594,PRJ-2023-00971,VND-000105,,CTR-2022-000892,,2.02,LABOUR,COMMITTED,59903.68,54074.64,-5829.04,USD,2025-07-05,,2025-05,False,,These ahead cover strategy student economic.,2025-07-05
TXN-2025-00000595,PRJ-2021-00519,VND-000511,,CTR-2020-000126,,6.03,LABOUR,COMMITTED,172182.44,210802.54,38620.1,SAR,2025-08-13,,2025-01,False,,Anything growth current happy less.,2025-08-13
TXN-2025-00000596,PRJ-2020-00486,VND-000350,,CTR-2020-000425,INV-2019-0000370,5.03,LABOUR,POSTED,16898.42,18837.01,1938.59,SAR,2025-05-06,2025-05-06,2025-09,False,,Play buy air head order.,2025-05-06
TXN-2020-00000597,PRJ-2020-00142,VND-000822,,CTR-2024-000371,,8.05,FREIGHT,ACCRUED,24226.14,30812.5,6586.36,USD,2020-08-14,,2020-01,False,,Whether listen necessary general.,2020-08-14
TXN-2023-00000598,PRJ-2019-00967,VND-000072,PO-2020-0000778,,INV-2023-0000038,3.04,MATERIAL,POSTED,8365.36,9453.59,1088.23,SAR,2023-11-25,2023-11-25,2023-10,False,,See read expect hit.,2023-11-25
TXN-2024-00000599,PRJ-2024-00731,VND-000819,PO-2022-0000698,,,5.04,EQUIPMENT,COMMITTED,18649.23,21453.98,2804.75,EUR,2024-06-04,,2024-06,False,,Take sister Democrat determine.,2024-06-04
TXN-2019-00000600,PRJ-2023-00847,VND-000287,PO-2019-0000211,,,3.04,SUBCONTRACT,FORECAST,63956.01,79547.84,15591.83,SAR,2019-11-16,,2019-11,False,,Question especially important after.,2019-11-16
TXN-2021-00000601,PRJ-2022-00909,VND-000832,PO-2023-0000551,,,4.03,MATERIAL,COMMITTED,113038.41,109336.0,-3702.41,SAR,2021-03-06,,2021-09,False,,Listen car community.,2021-03-06
TXN-2019-00000602,PRJ-2020-00524,VND-000566,PO-2022-0000816,,INV-2025-0000553,3.01,MATERIAL,POSTED,9106.58,9983.1,876.52,USD,2019-05-04,2019-05-04,2019-05,False,,Difference part wall.,2019-05-04
TXN-2023-00000603,PRJ-2021-00114,VND-000750,PO-2023-0000667,,INV-2021-0000964,6.01,MATERIAL,POSTED,133841.14,115421.24,-18419.9,SAR,2023-06-02,2023-06-02,2023-01,False,,Interest heavy give edge.,2023-06-02
TXN-2020-00000604,PRJ-2019-00825,VND-000764,PO-2023-0000683,,,4.03,EQUIPMENT,FORECAST,277466.86,330849.99,53383.13,SAR,2020-10-20,,2020-12,False,,Few minute perhaps once account.,2020-10-20
TXN-2024-00000605,PRJ-2024-00254,VND-000108,PO-2022-0000729,,INV-2025-0000436,6.04,EQUIPMENT,POSTED,67518.19,81981.86,14463.67,USD,2024-02-11,2024-02-11,2024-07,False,,No order executive range loss.,2024-02-11
TXN-2022-00000606,PRJ-2023-00220,VND-000457,,CTR-2021-000798,INV-2021-0000405,7.05,SUBCONTRACT,POSTED,606338.52,749438.9,143100.38,EUR,2022-10-27,2022-10-27,2022-07,False,,Write political technology end represent.,2022-10-27
TXN-2024-00000607,PRJ-2021-00954,VND-000971,,CTR-2019-000497,,3.02,INSURANCE,ACCRUED,11376.63,13146.55,1769.92,USD,2024-03-07,,2024-09,False,,Could military drive arm.,2024-03-07
TXN-2019-00000608,PRJ-2024-00712,VND-000218,PO-2024-0000975,,,3.05,LABOUR,ACCRUED,5614.0,4824.58,-789.42,SAR,2019-07-29,,2019-06,False,,Identify floor cause agent market fast.,2019-07-29
TXN-2019-00000609,PRJ-2022-00536,VND-000157,PO-2023-0000029,,INV-2023-0000811,6.03,MATERIAL,POSTED,2519.76,2195.81,-323.95,USD,2019-10-29,2019-10-29,2019-05,False,,Identify say on yes staff.,2019-10-29
TXN-2020-00000610,PRJ-2024-00188,VND-000839,,CTR-2020-000428,,6.01,LABOUR,COMMITTED,342513.54,356415.55,13902.01,USD,2020-06-07,,2020-06,False,,Risk develop movement size trade.,2020-06-07
TXN-2022-00000611,PRJ-2024-00855,VND-000738,,CTR-2021-000780,,3.05,LABOUR,COMMITTED,96911.02,99330.37,2419.35,SAR,2022-08-18,,2022-12,False,,Medical suddenly subject theory Congress.,2022-08-18
TXN-2025-00000612,PRJ-2022-00640,VND-000681,,CTR-2020-000982,,7.03,MATERIAL,ACCRUED,33410.42,37928.24,4517.82,SAR,2025-08-15,,2025-11,False,,Likely scientist rise.,2025-08-15
TXN-2020-00000613,PRJ-2019-00725,VND-000026,,CTR-2019-000660,,5.05,SUBCONTRACT,ACCRUED,55268.2,59671.77,4403.57,SAR,2020-04-08,,2020-09,False,,Several consumer quite friend become great.,2020-04-08
TXN-2019-00000614,PRJ-2023-00981,VND-000584,,CTR-2022-000545,,1.01,SUBCONTRACT,ACCRUED,6712.77,5973.5,-739.27,SAR,2019-01-10,,2019-04,False,,Inside thought he one.,2019-01-10
TXN-2024-00000615,PRJ-2021-00860,VND-000909,,CTR-2021-000504,,6.04,LABOUR,ACCRUED,1423498.27,1752308.1,328809.83,SAR,2024-01-12,,2024-03,False,,Surface like term on want.,2024-01-12
TXN-2025-00000616,PRJ-2022-00541,VND-000325,PO-2024-0000148,,INV-2019-0000188,2.05,LABOUR,POSTED,44083.1,40899.3,-3183.8,USD,2025-02-15,2025-02-15,2025-07,False,,Line create build.,2025-02-15
TXN-2019-00000617,PRJ-2020-00630,VND-000985,PO-2024-0000328,,INV-2019-0000146,1.03,LABOUR,POSTED,42791.39,43065.74,274.35,SAR,2019-06-15,2019-06-15,2019-02,False,,Morning including that character yeah.,2019-06-15
TXN-2020-00000618,PRJ-2019-00771,VND-000612,PO-2019-0000326,,,7.01,MATERIAL,ACCRUED,107866.53,111362.67,3496.14,USD,2020-07-27,,2020-07,True,CO-0008,Important notice trade leader first.,2020-07-27
TXN-2019-00000619,PRJ-2021-00276,VND-000568,,CTR-2021-000129,,4.05,SUBCONTRACT,FORECAST,74720.81,71157.11,-3563.7,SAR,2019-07-28,,2019-11,False,,Single maintain piece computer.,2019-07-28
TXN-2025-00000620,PRJ-2021-00992,VND-000146,,CTR-2024-000985,INV-2019-0000934,4.05,INSURANCE,POSTED,50808.86,54750.41,3941.55,SAR,2025-01-22,2025-01-22,2025-10,True,CO-0119,Above event seven.,2025-01-22
TXN-2020-00000621,PRJ-2020-00001,VND-000062,,CTR-2024-000863,,5.04,MATERIAL,FORECAST,11095.43,12383.65,1288.22,SAR,2020-10-26,,2020-05,False,,Office citizen size sister.,2020-10-26
TXN-2024-00000622,PRJ-2019-00547,VND-000577,,CTR-2024-000287,INV-2022-0000900,2.02,LABOUR,POSTED,73659.07,74836.23,1177.16,USD,2024-11-08,2024-11-08,2024-06,False,,Pass plant idea.,2024-11-08
TXN-2021-00000623,PRJ-2022-00651,VND-000268,,CTR-2023-000330,,5.02,SUBCONTRACT,FORECAST,611112.74,593277.36,-17835.38,SAR,2021-08-24,,2021-06,False,,Himself also current health add focus.,2021-08-24
TXN-2024-00000624,PRJ-2021-00137,VND-000662,,CTR-2019-000424,,1.01,SUBCONTRACT,FORECAST,273246.63,294531.27,21284.64,SAR,2024-12-22,,2024-07,False,,Course quality phone eat really general.,2024-12-22
TXN-2025-00000625,PRJ-2022-00898,VND-000665,PO-2021-0000833,,,8.01,EQUIPMENT,COMMITTED,396241.81,391561.49,-4680.32,USD,2025-11-04,,2025-03,False,,Bill me fill.,2025-11-04
